IEM_name,num_of_files,preference_pct,average_error_dB,slope_of_error,STDEV_of_error,variance,highest_preference_pct,lowest_preference_pct
Fiil T1 Pro,1,92.25,1.554395309134162,-1.5646203266735325e-05,0.9633786129674503,0.9280983519230884,92.25,92.25
Softears Studio 4,14,92.23,1.5579758763549925,8.429504603406417e-05,0.9203343949621982,0.8470153985504354,93.06,89.13
Letshouer Z12,13,92.22,1.561635710832835,0.0001842971250521083,1.3540243718321505,1.83338199951545,92.76,89.72
HZSound Heart Mirror Pro,15,92.21,1.5622150355686377,0.00019911834845669733,1.6120823169232343,2.5988093965365833,92.35,90.16
Ovidius RX-100,3,92.2,1.564147578591718,6.585160133858093e-05,1.0643498165851015,1.1328405320647392,92.76,90.21
Softears RS10,8,92.18,1.56794562346869,0.0002448328425261583,1.7275908277201617,2.9845700680228333,93.02,89.58
Tripowin Olina,72,92.17,1.570941124555313,0.00023972230669104476,1.7725926192801464,3.14208459392645,92.45,84.15
HBB Sample '250,1,92.17,1.5712142670407383,0.0003818843157772231,2.2158786831785013,4.91011833856489,92.16,92.16
See Audio Yume,24,92.16,1.5732674162782239,0.00024957564504197104,1.8083861740440537,3.27026055447369,93.36,89.65
Mulazo BT1019-m,2,92.14,1.577193341619203,0.0002601133753846775,1.718350116139993,2.9527271216383273,92.68,91.07
1Custom PM01,2,92.14,1.5773440212246361,0.00017658455479673454,1.5342984378696436,2.3540716964492283,92.92,91.07
Hidition Viento-B,7,92.11,1.5830714564602586,0.0001353537435189197,1.4244078323745926,2.0289376729300854,92.5,88.79
HBB Sample 'HB',1,92.08,1.5891126026281033,0.00017102549417119805,1.440910827227778,2.0762240120222395,92.07,92.07
Tanchjim Hana,24,92.01,1.6030874909933446,0.0002029887451929342,1.6805163460804255,2.8241351894435045,93.27,82.44
Letshouer EJ07,8,92.01,1.6024971111915738,0.0002384769593813779,1.5268763305185615,2.3313513286978274,93.09,87.61
AFUL Acoustics Band 8 Pro,1,92.01,1.6021689502509409,5.9857586843953856e-05,1.2355385630964335,1.5265555408983995,92.01,92.01
Shanling ME80,3,92.0,1.6048302139691744,0.00030075308292456545,2.0394295465546013,4.159272875359906,90.5,88.97
Juzear 41T,6,91.98,1.609843255930321,7.733733779267006e-05,1.178546578673094,1.3889720381020552,91.82,91.05
Soundpeats Opera05,8,91.96,1.6120764252679816,0.00019866401392750754,1.636458373667717,2.677996008747189,90.06,79.75
NF Audio NA3,7,91.96,1.612679959909555,0.00010290889733479163,1.3340156648627755,1.7795977940992729,92.46,90.51
Elysian Acoustic Labs Diva,27,91.95,1.6141919657008992,0.0002677967579730774,2.289123677963221,5.240087213011865,92.8,82.72
Moondrop Stellaris,33,91.94,1.6176938867073654,0.0002949299337610467,2.1065911439155913,4.4377262476236,91.59,86.24
Truthear Hola,4,91.93,1.6185008971287733,0.00026334778592142856,1.8061744705441025,3.262266218045269,92.51,91.31
Beats Powerbeats Pro,3,91.92,1.6204770290859154,0.00047222300473934387,2.5438102380173278,6.470970527041774,92.98,88.42
SeekReal Audio Airship,8,91.91,1.62222821303649,0.00023744174667613622,1.554575038575214,2.416703550561128,92.79,89.39
Letshouer Galileo,35,91.9,1.6240117868807376,0.000505979656269797,3.177253152159219,10.094937592905692,92.9,86.48
Kiwi Ears Orchestra Lite,29,91.87,1.631024391844789,0.00010674570287165038,1.1766348245664542,1.3844695103825306,92.86,88.86
Jabra Elite 7 Pro,1,91.83,1.6388845076648,0.00024086117675308993,1.848185094278845,3.4157881427145025,91.83,91.83
Shortbus Olina,3,91.78,1.648781516698034,0.0003808263128353636,2.3683116461399063,5.608900053241913,91.18,90.75
DUNU KIMA,30,91.78,1.64944734336322,0.00022589814917371378,1.8344310235147958,3.3651371800335417,92.87,89.01
Simgot EM2R,6,91.72,1.6611613701839902,0.00036209773744098596,2.3835306917520143,5.681218558523835,92.32,89.62
Moondrop Starfield,11,91.7,1.6651936695767682,0.00015101142539512217,1.5199129563977136,2.3101353950256382,92.17,90.26
Shortbus Letshouer S12,4,91.7,1.6641360165512504,0.00016370897790967447,1.5543656059664315,2.416052437011392,92.23,87.56
iKKO Obsidian OH10,24,91.7,1.6647031449503393,3.8009949253218146e-05,1.075461065560833,1.1566165035372424,94.34,85.33
Status Between 3ANC,12,91.69,1.666766598945223,0.00010924224631067813,1.4394991454623283,2.072157789786773,92.17,82.26
See Audio Neo,6,91.68,1.6694378646315984,0.00019803841240971227,1.427350922775346,2.0373306567476317,91.18,90.41
FiiO FH5S,28,91.65,1.6746616758224266,0.00013461986106295563,1.3860146028381004,1.921036479280457,92.7,88.63
7Hz Salnotes Dioko,46,91.63,1.6798292807041355,0.00027372259967502487,1.7639014986714947,3.111348497015545,93.45,88.27
Audiosense AQ7,2,91.6,1.685657279657652,0.00019008198296657905,1.8298953212812572,3.3485168868470354,91.61,90.13
Hiby Lasya,2,91.6,1.6850678066756108,3.911490213646717e-05,1.201679514441797,1.4440336554290734,92.66,90.22
Moondrop A8,4,91.59,1.6869043976362057,4.739286260597119e-05,1.285728722975415,1.653098349083992,91.82,90.37
7Hz Timeless,58,91.58,1.689244489967729,0.00014852637915116867,1.526155901071146,2.329151834374282,93.0,79.97
See Audio Yume: Midnight,29,91.53,1.6993235063089078,-3.5645902182935914e-06,1.1470577798500914,1.3157415503146206,93.7,87.09
Yanyin Canon,1,91.51,1.7027478581364892,0.0002541679974851672,1.9810238060853969,3.9244553202770724,91.5,91.5
CCA Lyra,10,91.5,1.7043675345847151,0.00027163340192798896,1.9448118433265322,3.782293105943144,91.88,86.87
DUNU SA6 Ultra,29,91.48,1.7094503424451468,0.00011981397287293758,1.2961436476109611,1.6799883552422477,91.87,88.14
See Audio Bravery AE,6,91.48,1.709001767660766,4.090856841289663e-05,1.0900390473903072,1.1881851248355686,91.98,90.06
Fearless Audio Dawn,7,91.48,1.7086060080865546,0.00035241308505631495,2.2281274137786076,4.964551772031747,93.02,89.73
HBB Sample 'BL',1,91.47,1.7110467028247671,3.252433331930981e-05,1.4422296995074215,2.0800265061412673,91.47,91.47
Samsung Galaxy Buds Pro,17,91.47,1.711015201313992,2.5615278122785515e-05,1.0604988524379546,1.1246578160222185,93.39,81.41
LZ A7,39,91.47,1.7115899067339346,0.0002771178770670045,1.7108324070806897,2.926947525117507,92.07,85.67
JQ Audio 4U Pro,3,91.46,1.7125356381803623,5.218739652584258e-05,1.2074877194622002,1.458026592652025,91.56,90.77
Tin HiFi P1 Max,18,91.41,1.7236505887333702,0.000131586622021725,1.3844543126156001,1.916713743719934,91.19,88.31
Hidition Viento,1,91.4,1.7251082959720283,0.00014793231182291946,1.3853053879768027,1.91907101795756,91.4,91.4
KZ CRN ZEXPro,3,91.4,1.7262077151642152,0.00030417077679589235,2.023935538758661,4.096315065050312,91.73,89.68
Audiosense DT600,19,91.39,1.7279416718242604,5.927398436507578e-05,1.3422315879350344,1.8015856356506041,92.71,78.02
Tanchjim Zero DSP,2,91.38,1.7301821432045572,0.00017584712398922562,1.5850328494073518,2.512329133700389,91.49,91.15
Earfun Free Pro 'oLuv',4,91.37,1.7316628963463363,9.417253113050159e-05,1.6256523239801164,2.6427454784619533,91.18,90.82
Letshouer Soloist,3,91.36,1.7323556987798956,0.00012168789118108566,1.483237646118624,2.1999939148635166,91.26,89.77
Simgot EA500,61,91.35,1.7358955919115635,3.970602985332591e-05,1.2663198455317701,1.6035659511876061,91.54,77.3
KZ AS16 Pro,28,91.34,1.7368295196667276,0.0002529583169445072,1.898336420232751,3.6036811643820963,91.95,86.28
AKG K371,2,91.31,1.7440493120018865,0.00019394704272765538,1.6503849088911806,2.723770347495751,91.31,88.01
Kiwi Ears Orchestra,59,91.29,1.747322027403611,7.64134427838183e-05,1.461994513651957,2.137427957948422,93.95,81.15
FiiO JD7,4,91.28,1.7490157964780386,0.0002814145051404927,1.7840056972381328,3.1826763277781165,91.39,89.78
NiceHCK F1,15,91.27,1.752262265315784,7.681517565449095e-05,1.5649522616021172,2.449075581093582,91.53,84.93
Gizaudio Mystery 010,2,91.27,1.7514419798775194,0.0005918433035733622,3.529950025086263,12.46054717960651,91.21,91.08
Elise Audio x Symphonium Helios SE,2,91.27,1.7504907693363443,4.700474859631554e-05,1.1378357092572162,1.2946701012608723,91.25,91.12
Oriolus Isabellae,5,91.25,1.7550291947937802,7.521117619046078e-05,1.2524615026427597,1.5686598156021596,91.32,90.04
Unique Melody MEST MKII,15,91.22,1.7609936663517718,0.00020724494724089204,1.771113966862461,3.1368446836152826,91.82,87.66
Leaf D01,3,91.2,1.7657573182419228,5.4985483226086386e-05,1.3582908969192846,1.8449541606537947,91.2,89.92
GS Audio SE12,3,91.16,1.7743527561065604,0.00013517009153803079,1.4200530382736856,2.0165506315103254,91.48,90.32
NS Audi NS5 MKII Extra Bass,2,91.15,1.7744684637113353,0.00016992381981521817,1.6441256586286788,2.7031491813611868,91.46,90.79
Lime Ears Anima,6,91.15,1.7758599301220535,0.00014483925620870954,1.6343538873308376,2.6711126290334204,92.24,88.44
Moondrop Aria Snow Edition,23,91.15,1.7758744243341738,0.00013529050556608624,1.6628623748691793,2.765111277755567,91.66,89.07
KZ ZVX,17,91.14,1.7773910674048858,0.00022138239356238855,1.7479981790612815,3.055497634001556,93.89,84.04
Moondrop Blessing 2,25,91.13,1.7788050622066671,7.423663102005762e-05,1.1969411680691777,1.4326681598188074,92.36,88.79
Moondrop KXXX,7,91.11,1.7829047665402946,0.00020264081678528461,1.7830275598190988,3.17918727907445,91.23,88.85
Hisenior Mega5P,12,91.1,1.786246471789259,4.449572087098554e-05,1.2361598127921338,1.5280910827622831,92.67,86.2
Simgot EW100,1,91.09,1.7876780761422275,0.00016823178797731675,1.3109357846010212,1.718552631347495,91.08,91.08
KZ Ling Long,16,91.06,1.7934662739609863,0.00016206847447952137,1.701711319136231,2.895821413676371,93.58,85.26
DUNU Vulkan,24,91.04,1.7977402000305787,0.00014050280128115824,1.4428819013550984,2.081908181258104,92.2,86.47
AFUL Acoustics Performer 8,4,91.04,1.7972752158905885,0.0001854561401552278,1.5724391220723666,2.472564792623715,91.04,90.21
Audiosense Hekili,12,91.04,1.7975989045741492,0.00018884237914055507,1.7528143311470896,3.0723580794746193,91.8,88.15
Astell & Kern Zero 1,6,91.03,1.798610881491036,0.0002558334193239186,2.037273526574908,4.150483422082962,91.81,89.31
Simgot EA2000,10,91.03,1.7998813916885246,0.000265268434459822,1.9158586902894164,3.6705145211574774,90.94,87.76
Craft Ears Aurum,2,91.03,1.79925061800437,0.00041607276243111257,2.3614867804115773,5.576619814058637,91.32,90.47
Simphonio RX10,1,91.03,1.7994377796437278,0.0001094321770280986,1.3600716407460867,1.849794867961752,91.03,91.03
Aune Jasper,8,91.01,1.8028730263832444,0.0002158066163487979,1.6940747105985463,2.869889125089548,90.96,88.07
HBB Sample '42',1,90.99,1.8079686335364014,0.00017153679435725808,1.461076210325153,2.1347436923781107,90.98,90.98
Aroma Jewel,8,90.99,1.8075050917900464,0.00011086098812143462,1.5877227042131756,2.5208633854739992,92.15,85.36
Audiosense Lokahi,6,90.99,1.8081947203672235,0.00011098694051288702,1.4503947861832578,2.103645035787578,91.13,87.32
TinHiFi T4 Plus,2,90.99,1.808271014574049,0.00033440072208755847,2.4894877521881402,6.197549268294758,91.12,90.8
KZ ZS10 Pro X,9,90.99,1.8069447065682478,0.00024169710417251732,1.8312259248851708,3.3533883879715494,92.33,88.47
7Hz Timeless AE,9,90.93,1.8189025967991046,0.00016839034638369398,1.3783001675826496,1.89971135195836,92.05,89.13
55Hz J4b,1,90.91,1.8237779971444754,0.0004534317710575357,2.7002360535165506,7.291274744710636,90.9,90.9
KZ PR1 Pro,14,90.89,1.82666101198238,0.000317439758676104,1.862989279986371,3.470729057344137,93.08,87.86
Letshouer S12 Pro,19,90.89,1.8285368365359846,0.00016689945835800252,1.5918424827994198,2.533962490045021,91.89,87.02
NF Audio NM2,13,90.88,1.8290462566050003,5.5043056584046e-05,1.213445215041622,1.472449289907408,91.04,88.47
Blon BL-05,10,90.88,1.8298222679617995,0.0004884413547700717,3.310348441567598,10.958406804589025,90.95,87.33
KiiBOOM Allure,9,90.86,1.8339009567878257,0.0003084943102419921,2.089313707588212,4.365231768716001,91.65,89.32
QKZ Khan,60,90.86,1.8337628292595434,-2.64466917094616e-05,1.2531635827034515,1.5704189650141505,93.2,78.0
Shortbus 'Plan B',1,90.83,1.8400777776080133,0.0001605353828022926,1.6495228165461593,2.7209255223063744,90.82,90.82
Huawei FreeBuds 5i,14,90.82,1.8414530662837751,0.0002304435748234706,1.7729208916619996,3.1432484880915794,91.51,81.94
See Audio Kaguya,3,90.8,1.8462686843075895,0.00024964615871175784,1.9124479341873335,3.6574571009773993,91.32,90.13
NFJ N300,2,90.78,1.850285742472696,1.4392519330696528e-05,1.055169025735049,1.1133816728706525,90.85,90.6
Soundpeats T3,4,90.77,1.852264605959686,0.0002548757548931412,1.8853479479954371,3.5545368850106054,91.13,89.82
EarFun Free Pro,1,90.76,1.8546008279031188,0.0002168155928179157,1.6846715770401413,2.8381183224869164,90.76,90.76
Omniwave Eunoia,1,90.75,1.8560644007248248,0.0002425002374421105,1.6305147921185936,2.658578487317541,90.75,90.75
iKKO Meteor OH1,2,90.75,1.856272221751535,0.0003897143307333698,2.477241524126468,6.136725568856425,90.23,89.44
64 Audio Trio,7,90.75,1.8562325373636057,0.00016350027015992033,1.3936192866253887,1.942174716054257,90.55,87.18
55Hz J4s,1,90.74,1.858486423019876,0.00047458423309173993,2.991219528286611,8.947394266403174,90.72,90.72
SuperTFZ Force King,2,90.73,1.8599915092116597,0.0004553442961549528,2.903395445830096,8.429705114866943,90.91,90.35
JVC HA-FD02,3,90.72,1.8625855874831605,0.00027511282609408473,1.911515814143651,3.653892707721265,92.14,89.23
KZ EDX,12,90.72,1.8607632216495882,0.00010273853055844107,1.380170869778586,1.9048716297853787,91.03,88.67
Oriveti OV800,5,90.71,1.8632152109523945,0.0002211087638268886,1.7928367285523206,3.214263535246187,90.97,89.9
Symphonium Audio Triton,10,90.69,1.8675136734377538,0.00018338740782363518,1.5717849667859152,2.4705079818142006,91.0,88.61
4-Acoustic Harmonie,3,90.69,1.8676612827474182,0.00019360741908585984,1.5437436333013943,2.3831444053585895,91.11,89.56
GS Audio GD5,3,90.69,1.8671770481031513,0.00017328911450075355,1.6859780686455847,2.8425220479538957,92.43,86.96
HBB Sample 'H' Silver,1,90.69,1.8676285870212308,0.00018793921822315388,1.5107688417097613,2.2824224930810537,90.68,90.68
Queen of Audio Margarita,3,90.68,1.8706258803497586,4.8679753020252774e-05,1.7841736778539465,3.183275712746878,91.03,88.49
HBB Sample Unit,16,90.68,1.870487690322762,-7.483477465682996e-06,1.212380540532889,1.46986657506282,92.59,78.76
InTime Sora Midnight,1,90.66,1.8737039331820047,0.00023864987914500475,1.984510966760645,3.93828377719327,90.64,90.64
Rose Technics QT-9 MK2,7,90.62,1.8808016191221182,0.00025646166464938147,1.8557993607770464,3.443991267460494,91.31,87.45
Queen of Audio Gimlet,7,90.61,1.883183232540093,5.985257958497173e-05,1.4624255876212346,2.1386885993293134,90.68,89.25
CCA CXS,7,90.6,1.8860054465739255,0.0003445240459542654,2.2468351516224088,5.0482681985660935,93.09,88.6
Final Audio A8000,1,90.6,1.8855275090348864,0.000409592505833088,2.5005796116469754,6.252898394184539,90.6,90.6
See Audio Bravery,23,90.59,1.8876147586879828,2.6149100073656962e-05,1.31711277310242,1.7347860570695466,91.21,83.54
KBear Aurora,9,90.56,1.8931614938703358,0.00024979184856465574,1.8435311997685826,3.3986072845201893,90.41,86.31
OKCSC ED10,2,90.56,1.8947194401903853,0.00016515863163496514,1.716510959327638,2.9464098734918878,90.56,89.77
KZ EDXS,10,90.56,1.8944536800845708,0.0003420070828628731,2.3370840833623747,5.461962012705752,91.84,87.62
Rose Technics QT-9 MK2S,2,90.55,1.894838747590723,0.00020014012007015233,1.5101781181167462,2.280637948438637,90.65,90.39
NF Audio NA2,3,90.53,1.9003902034465512,6.718580388670815e-05,1.1990650168842132,1.4377569147155387,91.08,86.5
Devialet Gemini,1,90.53,1.8995231036523337,0.00025403124907089807,2.1006534113679463,4.41274475469179,90.53,90.53
CCA CKX,1,90.52,1.9021435127478301,3.28449515115069e-05,1.3704582106869372,1.8781557072392416,90.52,90.52
Sony IER-Z1R,61,90.51,1.9046514353230977,7.73708569149639e-05,1.9194292955088341,3.6842088204575396,91.17,85.74
HBB Sample 'Z',1,90.51,1.9038723746464956,0.0005476568520180741,2.9457664487238797,8.677539970427299,90.51,90.51
Letshouer Cadenza 12,9,90.5,1.9049622541579703,0.0002350367732342726,2.01103294762196,4.04425351642107,91.13,88.55
Huawei FreeBuds Pro 2,3,90.5,1.9063576566717912,0.00043304955642670996,2.4893649424766826,6.1969378168319365,90.99,88.85
Sennheiser IE200,40,90.46,1.9136832838719642,0.0002484486176645632,1.7505029666814995,3.0642606363607308,91.6,78.48
KZ S1D,1,90.46,1.9128866126155746,0.00016876786365739997,1.8194451446977697,3.3103806345642885,90.46,90.46
Noble Audio Kublai Khan,1,90.43,1.91926253219635,0.0002278318677938967,1.6933739872574445,2.867515460720176,90.43,90.43
