IEM_name,num_of_files,preference_pct,average_error_dB,slope_of_error,STDEV_of_error,variance,highest_preference_pct,lowest_preference_pct
Penon Audio Serial,8,90.43,1.920835036947396,0.0001336479871564815,1.5769446484040024,2.4867544241300226,91.26,88.33
Letshouer D13,51,90.4,1.9267822031715134,0.000400215322509141,2.4003494721234095,5.76167758832313,92.28,83.36
QDC Gemini,6,90.4,1.9254654820937163,0.00018269212317249456,1.6552378216056824,2.7398122460739254,90.09,89.19
Letshouer EJ09,7,90.4,1.9260823626686032,0.00010009593889469747,1.3996207791082917,1.9589383253117016,90.22,83.04
Blon BL-05S,8,90.39,1.9274987358808906,0.00031737815125921966,2.4894155330142618,6.19718969601268,90.79,85.93
Oriolus Traillii,8,90.37,1.9324260765824688,9.588939085714163e-05,1.42158191936752,2.0208951534726425,92.08,87.37
Blon Z300,27,90.37,1.932218942865816,2.4571695024982807e-05,1.3755512261455185,1.8921411757504396,92.34,86.17
Lafitear LF1,2,90.35,1.9355140571193792,0.00013885815283389748,1.6089438523642885,2.5887003200608376,90.31,89.28
Shortbus 'Mystery IEM 2',1,90.33,1.9405238399453077,0.00037115160806811524,2.1961238592453003,4.822960005146472,90.31,90.31
CCA CRA+,31,90.33,1.9391483291298286,0.00011324791661215272,1.6094906568475706,2.5904601744796243,92.13,86.41
Hyla Sarda,3,90.32,1.9415694005321131,0.00042967190429265325,2.7649109635359874,7.644732636281502,90.45,89.93
64 Audio U4s,43,90.3,1.9465351068008283,0.00013336666913279813,1.8913837467028225,3.5773324772916064,90.55,85.78
Fearless Audio Shangrila,3,90.3,1.9469016764188507,0.00022127716441364446,1.8569276237952748,3.4481802000139656,90.14,89.68
Kinera Nanna 2.0,12,90.26,1.954589129671016,0.00012719786742606444,1.5724436772203858,2.4725791180303687,93.17,84.76
Queen of Audio Prototype 1,2,90.26,1.9544027642913853,0.0001735966206986104,1.6563610210460065,2.7435318320405693,90.41,89.32
Acoustune HS1650CU,2,90.25,1.9557945374193337,0.00021457210767010233,1.6858535108361834,2.8421020599986853,90.98,89.17
64 Audio U12t,65,90.24,1.9578992751493243,0.00016076331568870412,1.8628024243145394,3.470032872032125,91.58,81.55
HBB Sample '2DD3BA',1,90.24,1.9589044409172098,9.264101918949356e-05,1.1930101837043334,1.4232732984222471,90.24,90.24
Unique Melody MEST JP,2,90.22,1.9614688559509983,0.0002488997180559086,1.9623076861702504,3.850651455202842,90.37,89.85
Elysian Acoustic Labs X Elise,2,90.21,1.9648264789556305,8.105942383359296e-05,1.2043656329143126,1.4504965777450927,91.13,89.26
Oriveti O400,2,90.21,1.9637056765581196,7.71942025192376e-05,1.1877395704122733,1.4107252871231315,90.19,90.08
Amazon Echo Buds,1,90.2,1.9665457122278245,8.367040688102325e-05,1.5544714089217242,2.4163813611550906,90.2,90.2
KZ ZS10 Pro,20,90.2,1.9650681654279145,0.00021633930554018288,1.8789676832381026,3.5305195546531625,90.84,86.42
Moondrop Quarks,26,90.19,1.9677408709885855,0.00010978938403601488,1.5787263697033906,2.4923769503968467,91.92,87.13
Elysion Acoustic Labs Annihilator,15,90.18,1.9708761702046755,0.00018373464121154056,1.5539639107121688,2.4148038357958574,92.75,86.01
CCA C10 Pro,5,90.18,1.970601500728731,0.00023564189110201304,1.7186950927212898,2.9539128217442427,91.92,88.0
KBear Ink,11,90.17,1.9724789356063996,4.513224347176926e-05,1.0733916435126485,1.1521696203627845,92.04,85.93
Unique Melody Indigo,1,90.15,1.9753760135076153,0.00018848927291955267,1.9867032567935712,3.946989830554182,90.15,90.15
GS Audio SE11,5,90.15,1.9753281788147408,0.00011659858390529065,1.9902668381128235,3.961162086891616,89.7,88.67
Audiosense DT200,18,90.15,1.975399318639771,4.854123083626722e-05,1.3698893433826644,1.8765968131133872,92.18,86.57
1Custom Apex Ti,2,90.14,1.9773482096265067,0.000226966853825214,1.714362565215119,2.939039005010964,90.11,89.94
JQ Audio Hua Jiang,1,90.14,1.9775929780111507,8.432822205637064e-05,1.4085680892616608,1.984064062086246,90.14,90.14
Shortbus 'Not Tanya',1,90.11,1.9835992953550372,0.00014341849305026175,1.8141575846420959,3.2911677419144434,90.11,90.11
FiR Audio M4,2,90.11,1.9837954340917685,0.00015841015202004854,1.5549925408321927,2.418001802043759,90.33,89.74
Letshouer Tape,6,90.09,1.987646655876114,8.541102829144465e-05,1.4232044540137285,2.025510917924515,92.46,84.59
Blon BL-B60,5,90.08,1.9894490550026687,6.19846648212683e-05,1.745636047184875,3.0472452092312357,89.83,84.13
KZ ZSX,8,90.07,1.9925852137701687,0.0001586414019041005,1.516644602362674,2.3002108498758336,90.62,87.23
55Hz J3b,1,90.06,1.9939294282340874,0.0004594714053752511,2.7682542943490485,7.663231838181948,90.05,90.05
Moondrop Kanas Pro,5,90.05,1.9964861996697676,0.0001733877479583198,1.9349527966976172,3.7440423254479307,90.62,89.47
55Hz J1234s,1,90.03,2.0010681487817292,4.1354140951775734e-05,1.3915678856255669,1.9364611803044105,90.02,90.02
QKZ VK4,13,90.03,2.000772802720218,0.00014184548411374706,1.5571826342948443,2.4248177565494307,92.36,84.23
FiiO FH7s,92,90.03,1.9999459341446353,4.5322584921570906e-05,1.4890559052199488,2.2172874888704013,90.51,86.43
Moondrop Blessing,3,89.95,2.016098335902639,0.0002972705937670285,2.254239485447021,5.081595657748449,92.15,88.21
55Hz J3s,1,89.94,2.018581121172995,0.0004689955342030294,2.995528142962686,8.973188855281476,89.93,89.93
Kinera Norn,5,89.94,2.0173969821690245,-1.642722688151841e-06,1.1628224897882153,1.352156142757264,91.29,86.69
InTime Sora,7,89.94,2.0185798129416566,0.00018148314923923728,1.6830297899203315,2.832589273759275,91.0,86.89
KZ ZST,6,89.91,2.0240211225232305,0.000196694635397643,1.640769906076693,2.69212588468692,89.31,85.51
Final Audio A4000,12,89.91,2.024908679608626,0.00012718073928993695,1.746916772630795,3.0517182104987928,90.26,86.29
Moondrop Droplet,14,89.88,2.029218373682171,0.00024201210349617243,2.2046167355572734,4.860334950699208,90.6,86.75
4-Acoustic Stagetone 8P,2,89.87,2.0326746214818123,0.00023748129776994062,1.9984374614520781,3.9937522873350266,90.03,89.68
Rose Technics QT-7 Pro2,2,89.87,2.032929819621973,0.0003082924372971681,1.9745350065773717,3.898788492199501,90.52,89.13
FiiO FHE:Eclipse,26,89.86,2.034264097536253,6.454524963509115e-05,1.2667354227271503,1.6046186311917325,91.23,82.6
JVC FDX1,19,89.85,2.0370447010965065,0.0001660251467073246,1.6913728400734926,2.8607420841382725,92.14,84.35
Penon Audio Impact,4,89.85,2.0353493043355932,0.00011200090867027907,1.4387173309159578,2.0699075582779374,91.76,87.84
MiM Audio Dark Magician 2,7,89.84,2.0386182764728584,0.0003352593299340967,2.3422694198177068,5.4862260350131775,90.06,86.88
Bonako Royole,2,89.83,2.040516026369066,0.000381443242166369,2.6153971422451345,6.840302211664017,89.12,88.93
DUNU Talos,58,89.81,2.044861528567507,0.00021918395617460877,1.8875142880237503,3.562710187493805,92.13,84.09
KZ VX10,2,89.81,2.0444007080555275,0.0001423322872529925,1.4594223441995595,2.1299135787489374,90.79,88.04
Tansio Mirai TSMR Land,2,89.81,2.044958692833423,9.933692055264427e-05,1.4385152220403385,2.0693260440417642,90.18,88.63
Seeaudio Nekoru,2,89.8,2.047168281340257,6.817289044420903e-05,1.3720801665882083,1.8826039835447252,89.91,89.63
SeekReal Audio Fusion,1,89.73,2.0605495923276917,0.0002688903436691592,1.8781305304858595,3.527374289543096,89.73,89.73
HF16,2,89.72,2.062663780723257,3.4087012824848646e-05,1.5955307736820987,2.545718449766597,89.9,89.44
FiiO FT3,4,89.7,2.0670307034422915,6.0738627468027135e-05,1.873326452191514,3.509351996480445,90.21,88.17
4-Acoustic Symphonie,7,89.7,2.067183595968024,4.381389695967374e-05,1.6934678042067113,2.8678332038847,91.7,84.81
Soundpeats Mini Pro HS,10,89.7,2.0665706930463767,0.0003743553291176496,2.4129751580828995,5.822449113525194,89.37,87.5
Reecho Spring 1,1,89.7,2.0653922991978155,7.169824289406984e-05,1.4506405289744626,2.1043579443033087,89.7,89.7
Edifier Stax Spirit S3,8,89.66,2.0747099831114966,9.962112523863266e-05,1.7101675505421763,2.924673050927427,91.33,87.17
Sweatshop IEMS 1+2,2,89.62,2.0823042899677096,7.110616993553127e-05,1.5729088080419205,2.4740421184158548,89.76,89.26
Moondrop Crescent,9,89.6,2.086168544875438,5.117479738976435e-05,1.4425472558078225,2.080942585238679,92.73,80.87
Tanchjim Darling,5,89.59,2.089019651565289,0.00030256908698477554,1.9209873551826924,3.690192418771795,90.79,87.68
Shortbus Glamdring,5,89.58,2.0909373567325487,-5.510247306646268e-06,1.565058128965173,2.4494069470399684,91.38,84.11
QDC T1c,1,89.56,2.094265643089905,0.00032408275113183127,2.404519824089073,5.781715584437347,89.56,89.56
dbE PR500,2,89.55,2.095446278516464,0.00012867951165610402,1.5727051271402308,2.4734014169331697,90.1,88.28
LZ AX,7,89.55,2.097276471234984,0.0002707212106408379,1.9062269564046015,3.6337012093235503,90.3,74.3
Muse HiFi Power,10,89.54,2.098775914652801,0.00028927601709393536,2.063325994002775,4.25731415752754,89.64,87.01
KZ ZSN Pro,16,89.54,2.0976270410381304,0.00014906075156656857,1.7831572626712153,3.179649823417102,90.73,84.4
SeekReal Audio Dawn Pro,1,89.54,2.098460759742544,0.0002275180874923035,1.568005489367761,2.458641214687432,89.53,89.53
CVJ TXS,13,89.54,2.0984709099531047,0.00037311011214900656,2.3973857282351325,5.7474583299454975,89.88,88.64
Raptgo Bridge,29,89.52,2.1019056224837485,0.00042943179833720296,2.6142868517306486,6.834495743131745,91.8,87.83
Kiwi Ears Quartet,9,89.5,2.1064057429164005,0.0001430971403689612,1.970093536359669,3.8812685420061466,90.67,83.35
Project HRP,20,89.49,2.1093601530645025,0.000130957386551362,1.706936558275971,2.913632413979017,89.46,89.43
CCA C12,2,89.49,2.108072785481787,0.00021459256697716495,1.9785864065093426,3.9148041680235535,89.21,89.06
KZ ZAX,7,89.47,2.1117076210961283,0.0002276119434839377,1.7590964400158304,3.0944202852763683,89.59,87.66
KZ ZST X,10,89.47,2.11218573490798,0.00011562091457412223,1.8056649632490949,3.260425959505355,89.1,86.57
Softears Cerberus,5,89.47,2.11197727481332,0.0003363262484004435,1.893402746312934,3.5849739597453603,91.84,86.3
1Mii E302,2,89.46,2.1137664044194784,0.00040503418587392934,2.630178191009313,6.917837316461022,90.33,88.29
Edifier NeoBuds S,6,89.46,2.1140464862083923,0.00016022357403771295,1.8709936095069208,3.500617086815736,90.89,85.46
Tanchjim Cora,2,89.46,2.114739182430062,0.00025748386594367357,1.9362764771840975,3.749166596096459,89.38,88.81
Campfire Audio Supermoon Universal,2,89.46,2.1143101853570823,0.00023560615248413873,1.7462696952069574,3.0494578483982,89.48,89.3
BGVP NE5,3,89.46,2.1137615566948034,0.0001637111323170633,1.7020666804583116,2.897030984726376,89.51,89.17
Soundpeats Capsule3 Pro,8,89.45,2.115482472257052,0.0005625246730400685,3.006341403998834,9.03808863739768,89.7,87.1
KZ ZSN,8,89.45,2.116546770720598,0.0001277558572765038,1.568620896991197,2.4605715184774675,89.15,87.43
Hyla TE-5B,3,89.42,2.1232372822287218,0.0003857535391921998,2.612148628074197,6.8233204551499105,89.6,89.01
NiceHCK M5,6,89.39,2.127626515695614,0.00010510781258981097,1.3384426219922874,1.7914286523655891,89.16,82.23
64 Audio Tia Trio,6,89.39,2.128375286775826,0.00029060575286163614,2.0688336915254677,4.280072843190894,89.11,86.44
KZ PR1 HiFi,9,89.39,2.1292688427074635,0.00035726837387528847,2.0838689060782336,4.342509617719694,91.58,86.06
Soundpeats Mini Pro,4,89.37,2.1333419214743867,0.0004048388617570271,2.606926637786802,6.7960664948024005,88.68,81.7
4-Acoustic Melodie,2,89.36,2.1348939640050713,0.00018699906728474473,1.7585893032234563,3.092636337411961,89.8,88.88
DROP x Grell TWS1X,13,89.35,2.1361189272448766,0.0001875201171519014,2.222140058878687,4.937906441273373,90.28,83.02
64 Audio Nio,20,89.33,2.140261786882056,8.464633660037876e-05,1.805312165534799,3.259152015027946,88.24,80.75
Kinera Idun Golden,7,89.33,2.1404281462234325,0.000157725693724624,1.7748150975029384,3.1499686303243646,87.71,83.83
Audiosense DT300,13,89.32,2.141563284297639,5.061481177823555e-05,1.6851205137406775,2.839631145829645,92.31,81.3
Akros Eramus,3,89.31,2.1445675199829517,0.00021464895626910688,1.935899449658583,3.7477066791884046,90.31,87.47
KZ EDX Ultra,14,89.31,2.1448476670972036,0.0002072711987118567,1.7984636733739652,3.2344715844457768,90.2,86.88
Rose Technics Aura Evo,3,89.31,2.143850728353268,0.00023018256899708166,2.2084726859486095,4.877351604581065,89.64,86.09
Aya Audio Trident,2,89.29,2.148481006285744,0.0002891667029245854,2.16004332986272,4.665787186884429,89.62,88.89
LZ A4 Pro,37,89.28,2.1505460451555827,0.00027406528061449707,2.1929296343121165,4.808940381044273,90.33,74.3
7Hz i88,2,89.28,2.149835995911418,9.33641125099266e-06,1.4010962723623128,1.9630707644275684,92.24,84.52
Grado GT220,1,89.27,2.153439544221018,0.00020231270025242154,1.7128547406921628,2.933871362711616,89.27,89.27
JVC HA-FDX1,3,89.26,2.1543767980373323,0.00025611849112961734,2.1436762438718637,4.595347838540581,89.15,88.49
NiceHCK Lofty,4,89.26,2.154287953639199,0.00026438380195183424,2.022661559518838,4.091159784355178,89.43,88.59
OPPO Enco X,1,89.25,2.156974479027934,0.0002868115534682248,2.1251372741723893,4.516208434076853,89.25,89.25
Geek Wold GK100,6,89.24,2.158875397112526,0.00013063763260290625,1.5710990162350458,2.4683521188147286,89.96,87.69
FiiO FH7,8,89.23,2.159899888940366,0.00015922034199421808,1.6827032180506325,2.8314901200379547,89.68,86.31
Jomo GT600,2,89.19,2.169593628161444,9.486252507402505e-05,1.336188469268033,1.7853996254048494,89.19,89.19
RevoNext RH-215,2,89.19,2.16800609950969,0.00015971074090707687,1.8352501030897268,3.368142940890853,89.35,88.87
BQEYZ Autumn,79,89.17,2.1733483306876025,0.00019443063510224943,1.8199936617571109,3.312376928836057,90.29,35.57
Aur Audio Neon Pro,2,89.17,2.173481183894708,6.0746403395630346e-05,1.467897608730948,2.1547233897180353,89.18,88.11
DROP x Dan Clark Audio Aeon Closed X,3,89.15,2.1769052018967603,4.01752230451837e-05,1.6008529515810341,2.562730172585709,89.4,88.29
Sony Z1R,2,89.15,2.1762390205129014,0.00027719025556630333,2.4261453826022024,5.886181417521987,89.32,88.76
Fat Freq Grand Maestro,4,89.15,2.175630173852353,0.00031453049072612525,2.1512916159017794,4.628055616649289,93.32,83.24
Penon Audio Vortex,4,89.12,2.181907743378329,0.00011618553221201187,1.682225470776375,2.829882534528797,90.58,88.05
HiFiMAN Svanar,13,89.12,2.181978292276986,3.74979534371371e-05,1.3214143310198212,1.7461358342245619,88.79,86.56
55Hz J2s,1,89.12,2.182023261036655,0.0004569576871281021,3.0285325279948023,9.172009273122587,89.11,89.11
KZ DQ6,40,89.12,2.182900111884051,0.00026140763167761284,2.136521678435866,4.564724882426408,91.89,79.0
BGVP DM9,2,89.11,2.185077735884127,0.00018221147693831097,1.9573626869830285,3.831268688393421,89.04,88.94
Audiosense DT100,4,89.1,2.1862726064814137,0.0002559730847339724,2.1296886715766026,4.535573837841714,87.49,81.8
Sonic Memory SM2,2,89.09,2.1885861030467737,8.479653120553098e-05,1.8393460843665232,3.383194018074461,89.57,88.53
Etymotic Evo,9,89.08,2.190888165842756,0.00043090465923582713,3.4077941233762883,11.613060787317966,89.73,85.57
Sony IER-M7,7,89.08,2.1907293227818516,8.494148396270198e-05,1.6224082903301422,2.632208660531975,89.45,87.75
KZ ZSN Pro X,13,89.08,2.1912323528278845,0.00017236070171423645,1.6719629245777021,2.795460021162423,90.09,60.95
Sony XBA-H3,1,89.06,2.193896129020802,2.0987153308974647e-05,1.8716823434629926,3.5031947948311197,89.06,89.06
Auglamour RT-3,3,89.06,2.195678783702106,0.00021661588103045437,1.8621650961270253,3.4676588452337738,88.95,87.81
Aur Audio Neon,4,89.05,2.197323560075885,1.8424306923330133e-05,1.6069367944516264,2.582245861362469,89.21,87.95
Final Audio VR3000,5,89.05,2.1961015675839524,8.957982115182146e-05,1.8668568094818985,3.4851543471089337,89.07,86.85
Moondrop SSP,16,89.04,2.1981556549740513,-2.4486914470414837e-05,1.36957691604682,1.8757409289683187,89.75,75.27
FiR Audio M5,2,89.0,2.2068917093176403,0.00013220854340387813,2.1598692413095395,4.665035139555045,89.08,88.73
Apple AirPods Pro,11,89.0,2.2064350639250683,0.00016956241139035123,2.091738984600544,4.375371979697714,90.04,80.85
GK GS10,4,88.98,2.2097802410738874,0.0003470838925198412,2.525896267191592,6.380151952612417,89.35,86.01
Reecho Insects Awaken,3,88.97,2.2127900382894072,5.4387756528995976e-05,1.4908111178953591,2.2225177892404107,89.31,87.84
Huawei FreeBuds 4i,1,88.95,2.216938122506754,0.00037966226981502347,2.7357597373350493,7.484381340423538,88.95,88.95
Bose QuietComfort Earbuds,2,88.95,2.2170797050067335,0.00039156295904906984,2.8114096440857828,7.904024186858549,90.59,83.82
Subtonic Storm,3,88.92,2.2219293989308264,0.00022473510908655917,1.6725791898337103,2.7975211462647906,91.53,86.8
Lypertek PurePlay Z3,7,88.92,2.2233017925153806,0.000327995541357365,2.552436521556027,6.51493219657303,93.65,77.0
Sony WF-1000XM3,3,88.91,2.224842586903772,4.9683759912600475e-05,1.4528861922098002,2.1108782875138923,90.02,84.45
Bose QuietComfort 30,1,88.9,2.2261156827997777,0.0002637312686985912,2.129012236362356,4.53269310258064,88.9,88.9
Fearless Audio S8F,1,88.89,2.2286281455256725,0.00011360685956265873,1.7160854634885894,2.9449493179968464,88.89,88.89
Sony WF-1000X,1,88.89,2.229737871473557,0.000461039107854133,4.050579984538636,16.40719821114502,88.89,88.89
Queen of Audio Adonis,2,88.88,2.2302947705644196,0.0001482486673460387,1.749926017666428,3.0622410673058837,88.93,88.67
55Hz J2b,1,88.87,2.232668972568944,0.00046828814563730324,2.855594685185538,8.154421006059893,88.86,88.86
KZ AS24,2,88.85,2.236949470181029,0.0002593308048193856,2.082319391333819,4.336054047524848,88.85,88.71
Philips SHE3855,1,88.84,2.239691419212093,0.00027727529670621543,1.8584731445145797,3.4539224288819095,88.84,88.84
CCA C10,10,88.84,2.238581130380282,0.00030641005899426847,2.392101139046565,5.722147859427874,89.81,85.52
MiM Audio Dark Magician,29,88.82,2.242305242757344,0.00017513569095100706,2.00699845713601,4.028042806946325,90.06,83.13
Moondrop Droplet DSP,2,88.82,2.243468049218555,0.0003089804455043738,2.287406164002545,5.232226959116839,88.46,88.44
Hidizs MS4,3,88.82,2.2426724207822377,0.0003739231926372548,2.389212903037747,5.708338296042059,89.06,86.68
Custom Art FIBAE 7 Unlimited,9,88.82,2.2418920875495254,0.0002796620846264484,2.1894309984352485,4.7936080969091694,90.51,86.56
Samsung EO-IG955,1,88.81,2.2439996017687043,0.00010210470359794374,1.6652089399216323,2.7729208135949266,88.81,88.81
Moondrop Illumination,25,88.81,2.2448697938912066,0.00019777182219786634,1.9811383716763535,3.9249092477284337,94.76,86.29
Noble Audio Sultan,2,88.78,2.2511484758586024,0.00029738926121914913,2.3318715154980354,5.437624764791105,88.93,86.36
JBL Tune 710 BTNC,3,88.78,2.251596980674156,2.497546478425742e-05,2.2756198933878125,5.178445899182359,93.32,75.43
NF Audio NM2+,4,88.78,2.250921148334436,1.6086206079814642e-05,1.7622311683779124,3.1054586908025823,88.97,87.98
QDC Anole V14,17,88.78,2.250342542482484,0.00023007105239528834,1.9294496088679447,3.7227757931606646,90.25,83.27
Samsung EO-IC100,2,88.75,2.257587800889407,8.867856399560081e-05,1.7682121581344028,3.1265742361743225,89.96,87.42
DUNU Zen Pro,16,88.72,2.2629240923343814,0.0004348231253963485,3.2329473834412665,10.45194878409973,89.72,82.48
Sony IER-M9,5,88.72,2.2627029650629753,4.8307408218846255e-05,1.880574840176118,3.5365617295034317,89.93,86.1
Shanling ME800,14,88.72,2.263452828045059,0.00024097906303069988,1.876768609333175,3.5222604129783797,89.85,85.44
Kinera Hodur,8,88.71,2.265690970662987,1.956982130080368e-05,1.9139827265483336,3.6633298775253933,88.96,85.09
Super* Reviews 'Pre-Prod 03',4,88.71,2.2657522357318207,0.00031249859919904035,2.4015047942319416,5.767225276719001,89.08,88.03
Kinera BD005 Pro,5,88.7,2.2659788361985704,0.00030198860451214064,2.061001483769345,4.247727116099442,88.63,87.48
KZ Z1,1,88.69,2.2688263838496256,0.00028688933452758773,2.019333792932088,4.077708967277493,88.69,88.69
ThieAudio Excalibur,1,88.69,2.2690028218308558,0.0003229582353181342,2.0308033817747972,4.124162375427954,88.69,88.69
SGOR Venus,5,88.65,2.2764848779501916,0.0001338648037629297,1.769069932447413,3.1296084258894945,90.64,86.34
CCA CA16,12,88.64,2.2798657739044934,0.0001032947775460682,1.69480563616127,2.8723661443640074,86.59,83.32
NS Audio NS3,3,88.61,2.2852215909609135,0.0004069185060790402,2.5856211621679415,6.685436794250696,88.3,82.55
Sivga Oriole,2,88.61,2.284873028848395,0.00013421460829481904,2.009040518752091,4.036243805987671,88.78,88.37
Kiwi Ears Dolce,1,88.61,2.2841479261372695,0.0001397188141770169,1.5987090684762457,2.5558706856281854,88.61,88.61
64 Audio U12t FIR Black,1,88.6,2.287578659632708,0.0003081413176930424,2.284412596983753,5.218540913258055,88.6,88.6
SeekReal Audio Proser,1,88.59,2.288328480099366,0.0002291392394056116,1.7142367296010024,2.9386075651131405,88.59,88.59
64 Audio U6t,44,88.58,2.2914796970507036,0.0001075504575498904,1.5391471032580637,2.3689738054676885,89.41,77.88
Meze Audio Liric,2,88.58,2.290731876879314,6.98823309051863e-05,1.856100630156377,3.4451095492669,88.93,87.72
Colorfly Quintet,4,88.58,2.2909038156496613,0.00024227746887279,2.266379335963581,5.136475294482723,88.51,87.64
7Hz Eternal,13,88.57,2.292215382211267,0.0005479004108259264,3.1863797317922375,10.153015795176373,89.69,83.33
JBL Endurance Run,6,88.57,2.292423701998882,0.00021989972605441547,2.453166884153618,6.01802776150797,89.13,85.61
Acoustune HS1670SS,2,88.56,2.2939937479291683,0.00015029282882796663,1.928445468062991,3.7189019232926883,88.73,88.37
HiFiMAN RE800,3,88.56,2.2944710107838535,0.0001070174784394283,1.5604902706298875,2.4351298847305394,87.18,86.14
Reecho SG-01,3,88.54,2.2983885350434456,0.00033886385013111493,2.5593925697808237,6.55049032624929,87.76,85.02
Reecho Ova SG-01,2,88.54,2.2988259279543444,0.00034858190633693464,2.51859152798728,6.343303284849301,88.6,88.36
KOSS TWS250i,2,88.53,2.300599391996085,0.0002464383375365052,3.5243181976899502,12.42081875856854,88.74,88.19
64 Audio U18s,6,88.52,2.3025977725824345,0.0002176338978994716,2.005553931168862,4.0222465708268755,90.07,85.52
XINHS Erasmus,4,88.51,2.30469494123172,0.00021783429492608171,1.8094483402343642,3.2741032959768956,89.48,87.41
InEar Prophile 8,1,88.51,2.3040215943043285,0.00025906173448812006,1.9876149536781893,3.9506132040851507,88.51,88.51
Meeture MT3,2,88.48,2.3118016280941194,0.0003025098241488573,2.086414619976058,4.353125966449839,89.67,87.17
DUNU DM-480,2,88.48,2.3113036201921795,0.0002164060124987547,1.807482949964581,3.266994614412664,88.62,88.04
Shanling MTW300,4,88.47,2.3129695768812524,1.5796865223915686e-05,1.7685694519538502,3.1278379063843422,91.52,84.65
CCA CST,2,88.47,2.3124707033388567,8.500050210117282e-05,1.448958073105534,2.0994794976177023,88.51,86.63
Hidizs MM2,23,88.45,2.316792326793411,0.00035429785244508446,2.3801531534819964,5.665129034030292,90.39,77.08
Queen of Audio Mojito 2,2,88.41,2.3257177097858297,4.4065976794014427e-05,1.81420428031357,3.2913371707080783,88.55,87.92
See Audio Rinko,14,88.41,2.3244247773194346,-5.588179588588406e-06,1.7070891065432245,2.9141532176785447,90.51,82.39
KZ ESX,17,88.4,2.326278724487685,0.00012058074985859796,1.8898728911683065,3.5716195447728536,90.2,84.36
Edifier W240TN,2,88.38,2.3305519878258494,0.0002500533808178572,2.0676013633445467,4.274975397704227,88.8,87.5
oBravo Cupid,3,88.38,2.3301100783650197,0.00012633460545640506,1.7639278125875573,3.1114413280199242,87.45,80.45
AKG N200,1,88.34,2.3384047968693538,0.0004710956188513184,2.988133012025,8.9289388975536,88.34,88.34
KZ ZS10,4,88.34,2.3386720500927503,0.00031697652421108335,2.2591622419639443,5.103814035515555,88.65,85.0
KZ ZNA,8,88.32,2.3426963332101067,0.00021263118211361143,1.8655294195713497,3.4802000152862167,90.91,81.86
Hiby Zeta,4,88.32,2.343515101281186,9.859671411196547e-05,1.492705886409253,2.228170863320834,90.28,85.46
DUNU EST 112,24,88.31,2.344520092701996,0.00035149023956144873,2.531125581055854,6.406596707075334,89.94,85.04
Samsung Earphones Tuned by AKG,4,88.3,2.3463843849487898,8.478626679637888e-05,1.704738452019978,2.906133189795471,87.95,87.12
Oriolus Percivali,2,88.29,2.348494383644119,0.00041404168501192373,2.5232894549127125,6.366989673273693,88.79,87.71
KBear Storm,10,88.28,2.3518032000693068,0.0002506605502436621,1.8114941382756804,3.28151101300715,89.06,85.99
Kinera Imperial Urd,3,88.28,2.3506493857106308,0.00042607090822102114,2.5084686403774885,6.292414919757285,91.17,86.06
Vision Ears Erlkonig,5,88.27,2.353154646655629,6.644860916390694e-05,2.126895572520427,4.523684776406995,88.38,83.97
Softears Twilight,9,88.26,2.354889489919869,0.00010486574745297338,1.7685458457219059,3.127754408420211,88.96,85.86
Tronsmart Onyx Neo,2,88.25,2.356227511639997,0.00016482095271190338,2.0130549043907053,4.052390048091472,89.13,87.13
Moondrop Spaceship,7,88.23,2.3602378646969067,3.367229297149683e-05,2.117215536281885,4.4826016270733895,88.13,84.77
64 Audio U18t,22,88.23,2.360246925925504,1.7022298710678477e-05,1.821616701150314,3.318287405909752,89.94,81.33
FiiO FD5,16,88.23,2.361670383095901,0.00013966439472705338,1.9570608166328087,3.8300870399994764,89.2,76.17
Anker Soundcore Liberty 3 Pro,1,88.22,2.363121810220135,0.00016034890051996363,1.9701782231156253,3.8816022308390425,88.22,88.22
Shortbus C2,2,88.21,2.3645059014592826,8.90806438885949e-05,1.8473845703894214,3.4128297509129073,88.82,87.28
KZ EDS,8,88.2,2.3663249326497633,5.249466921552449e-05,1.4774562201533497,2.1828768824698233,87.78,85.69
QDC Anole VX,34,88.2,2.3679959326040754,0.00010770192190248699,1.8426667744775238,3.3954208417634013,92.07,76.51
Sennheiser IE600,51,88.18,2.3711623571859963,0.00018394276155183405,1.6906052788429993,2.8581462088518155,92.12,85.08
Blon BL-01,11,88.17,2.373756637562157,0.0002664587534411705,2.473386646280317,6.117641501997793,89.59,85.01
KZ AS16,7,88.16,2.375527442537873,0.00023440008912868878,2.105134204125175,4.431590017377735,88.17,84.16
Oriolus 2nd gen,1,88.14,2.379519147937168,0.0005416210286561456,3.5238784517880744,12.417719342976316,88.14,88.14
Mackie MP-320,2,88.12,2.3839191992913418,9.367280151663829e-05,1.5028651259064665,2.2586035866658594,88.48,87.56
Hidition Waltz,2,88.12,2.382847252439873,0.0003129819791226484,2.2105524526901674,4.886542146094515,88.61,87.63
Campfire Audio Polaris,1,88.1,2.3871067564214137,0.00029142735774062795,2.1827650542334927,4.764463281982943,88.1,88.1
Custom Art FIBAE 7,1,88.1,2.3864831499029737,0.00018066335671124012,2.0019895690810676,4.0079622347093995,88.1,88.1
FiiO FH5,7,88.09,2.389352215477835,0.0002432848098351275,1.8662228861655112,3.4827878608479304,90.32,85.84
