* Measurement data measured by REW V5.20.13
* Source: RMS Average 1 Filtered
* Format: 
* Dated: Mar 13, 2023 3:28:36 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Listener Target, Listener Target LSQ      Fc   35.00 Hz  Gain  -0.30 dB Q  0.333 PK       Fc   216.0 Hz  Gain   0.10 dB  BW Oct   0.45 PK       Fc    3500 Hz  Gain   0.20 dB  BW Oct   0.60 PK       Fc    5000 Hz  Gain   0.60 dB  BW Oct   0.50 HSQ      Fc    5950 Hz  Gain  -0.10 dB Q   3.51 PK       Fc    8050 Hz  Gain   1.00 dB  BW Oct   0.14 PK       Fc    1225 Hz  Gain   0.10 dB  BW Oct   0.29
* Measurement: EQ RMS Average 1
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	5.520
20.299999	5.520
20.600000	5.520
20.900000	5.519
21.200001	5.516
21.400000	5.514
21.799999	5.510
22.000000	5.507
22.400000	5.503
22.700001	5.499
23.000000	5.494
23.299999	5.489
23.600000	5.485
24.000000	5.478
24.299999	5.473
24.700001	5.466
25.000000	5.461
25.400000	5.454
25.799999	5.446
26.200001	5.437
26.500000	5.431
26.900000	5.423
27.200001	5.416
27.600000	5.407
28.000000	5.397
28.500000	5.385
29.000000	5.372
29.500000	5.359
30.000000	5.346
30.400000	5.336
30.700001	5.328
31.100000	5.317
31.500000	5.306
32.000000	5.293
32.500000	5.279
33.000000	5.264
33.500000	5.249
34.000000	5.235
34.500000	5.220
35.000000	5.205
35.500000	5.191
36.000000	5.176
36.500000	5.161
37.000000	5.146
37.500000	5.131
38.200001	5.110
38.700001	5.095
39.500000	5.072
40.000000	5.057
40.599998	5.039
41.200001	5.021
41.799999	5.004
42.500000	4.983
43.099998	4.966
43.700001	4.950
44.400002	4.930
45.000000	4.913
45.500000	4.899
46.200001	4.879
46.799999	4.863
47.500000	4.844
48.200001	4.826
48.700001	4.813
49.400002	4.795
50.000000	4.779
50.799999	4.759
51.500000	4.741
52.200001	4.724
53.000000	4.704
53.799999	4.685
54.500000	4.668
55.200001	4.651
56.000000	4.633
