FFT	AudioTools 	v15.9.3 iPad battery  54%	2022/10/27 14:14	Headset Microphone 1 Low Range	EB05A3E2-10AC-49FE-A287-06AC06EBE5AD
Frequency	dB	Unweighted
6561	58.5
6657	58.4
6754	58.5
6852	58.6
6952	58.9
7053	59.2
7155	59.7
7259	60.2
7365	60.9
7472	61.6
7581	62.4
7691	63.3
7803	63.9
7916	64.3
8032	64.1
8148	63.7
8267	62.6
8387	61.3
8509	59.9
8633	58.4
8758	56.9
8886	55.6
9015	54.5
9146	53.7
9279	53
9414	52.3
9551	51.7
9690	51.3
9831	50.9
9974	50.6
10119	50.5
10266	50.5
10416	50.7
10567	51.3
10721	52.1
10877	53.2
11035	54.4
11196	55.5
11358	56.3
11524	56.3
11691	55.6
11861	54.7
12034	53.6
12209	52.6
12386	51.5
12567	50.3
12749	49.1
12935	48.1
13123	47.4
13314	47.1
13507	47
13704	47.1
13903	47.3
14105	47.7
14311	48.3
14519	49.2
14730	50.2
14944	51.6
15162	53.1
15382	55.3
15606	56.3
15833	56.5
16063	56.2
16297	55.5
16534	54.6
16774	53.5
17018	52.2
17266	50.8
17517	49.3
17772	47.6
18030	46.1
18293	44.6
18559	43.2
18829	41.7
19102	40
19380	37.7
20000	35.8
overall dB	83.9 dB
decay	Average
averaging	1/12 Octave
source	Headset Microphone 1 Low Range
latitude	0
longitude	0
saved	2022/10/27 14:14
peak	19.0Hz
