* Measurement data measured by REW V5.20.13
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Jan 10, 2023 12:38:17 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Trace Arithmetic A times B A = 5128 DF HRTF B = 14dB Slope 100Hz 
* Measurement: 14dB Tilt 5128 DF 100Hz
* Smoothing: 1/48 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	0.000
20.299999	0.000
20.600000	0.000
20.900000	0.000
21.200001	0.000
21.400000	0.000
21.799999	0.000
22.000000	0.000
22.400000	0.000
22.700001	0.000
23.000000	0.000
23.299999	0.000
23.600000	0.000
24.000000	0.000
24.299999	0.002
24.700001	0.004
25.000000	0.006
25.400000	0.008
25.799999	0.011
26.200001	0.013
26.500000	0.015
26.900000	0.018
27.200001	0.020
27.600000	0.023
28.000000	0.026
28.500000	0.029
29.000000	0.033
29.500000	0.037
30.000000	0.041
30.400000	0.044
30.700001	0.046
31.100000	0.049
31.500000	0.052
32.000000	0.056
32.500000	0.059
33.000000	0.063
33.500000	0.066
34.000000	0.070
34.500000	0.073
35.000000	0.076
35.500000	0.080
36.000000	0.083
36.500000	0.086
37.000000	0.089
37.500000	0.091
38.200001	0.095
38.700001	0.098
39.500000	0.103
40.000000	0.105
40.599998	0.108
41.200001	0.112
41.799999	0.115
42.500000	0.118
43.099998	0.121
43.700001	0.124
44.400002	0.128
45.000000	0.131
45.500000	0.134
46.200001	0.137
46.799999	0.140
47.500000	0.144
48.200001	0.148
48.700001	0.150
49.400002	0.154
50.000000	0.157
50.799999	0.161
51.500000	0.164
52.200001	0.168
53.000000	0.172
53.799999	0.176
54.500000	0.179
55.200001	0.182
56.000000	0.186
57.000000	0.191
58.000000	0.195
59.000000	0.199
60.000000	0.203
60.799999	0.207
61.500000	0.210
62.200001	0.212
63.000000	0.216
64.000000	0.219
65.000000	0.223
66.000000	0.227
67.000000	0.231
68.000000	0.235
69.000000	0.239
70.000000	0.242
71.000000	0.246
72.000000	0.250
73.000000	0.254
74.000000	0.257
75.000000	0.261
76.199997	0.266
77.500000	0.271
78.800003	0.276
80.000000	0.281
81.199997	0.285
82.500000	0.291
83.800003	0.296
85.000000	0.301
86.199997	0.305
87.500000	0.311
88.500000	0.315
90.000000	0.320
91.199997	0.325
92.500000	0.330
93.800003	0.336
95.000000	0.340
96.199997	0.345
97.500000	0.350
98.800003	0.355
100.000000	0.354
101.500000	0.336
103.000000	0.312
104.400002	0.290
106.000000	0.266
107.500000	0.244
109.000000	0.222
110.599998	0.199
112.000000	0.179
113.800003	0.154
115.000000	0.138
117.199997	0.108
118.000000	0.098
120.599998	0.064
122.000000	0.046
124.099998	0.021
125.000000	0.010
126.500000	-0.008
128.000000	-0.026
131.500000	-0.066
