20.000000	74.881	61.1125
20.299999	74.879	62.0710
20.600000	75.011	62.6698
20.900000	75.211	62.5904
21.200001	75.412	61.8396
21.400000	75.519	61.0796
21.799999	75.647	59.3374
22.000000	75.678	58.5082
22.400000	75.709	57.1106
22.700001	75.732	56.3107
23.000000	75.769	55.6317
23.299999	75.827	54.9658
23.600000	75.899	54.2382
24.000000	75.991	53.1570
24.299999	76.048	52.3140
24.700001	76.114	51.2281
25.000000	76.164	50.4595
25.400000	76.233	49.4643
25.799999	76.306	48.4395
26.200001	76.371	47.3565
26.500000	76.410	46.5247
26.900000	76.444	45.4430
27.200001	76.460	44.6842
27.600000	76.477	43.7604
28.000000	76.494	42.9179
28.500000	76.527	41.9113
29.000000	76.554	40.8911
29.500000	76.578	39.8562
30.000000	76.606	38.8452
30.400000	76.620	38.0628
30.700001	76.631	37.4822
31.100000	76.648	36.7003
31.500000	76.664	35.9047
32.000000	76.673	34.9198
32.500000	76.676	33.9961
33.000000	76.678	33.1599
33.500000	76.684	32.3929
34.000000	76.702	31.6563
34.500000	76.729	30.9129
35.000000	76.752	30.1301
35.500000	76.765	29.3012
36.000000	76.767	28.4740
36.500000	76.760	27.7203
37.000000	76.754	27.0588
37.500000	76.754	26.4276
38.200001	76.753	25.4825
38.700001	76.740	24.8063
39.500000	76.712	23.8844
40.000000	76.705	23.3481
40.599998	76.708	22.6163
41.200001	76.701	21.8267
41.799999	76.686	21.1078
42.500000	76.680	20.3723
43.099998	76.686	19.7206
43.700001	76.695	19.0244
44.400002	76.696	18.2361
45.000000	76.686	17.6049
45.500000	76.675	17.1002
46.200001	76.656	16.4379
46.799999	76.646	15.9138
47.500000	76.647	15.2806
48.200001	76.644	14.5764
48.700001	76.640	14.0935
49.400002	76.651	13.5498
50.000000	76.671	13.1359
50.799999	76.640	12.4439
51.500000	76.590	11.7791
52.200001	76.563	11.2381
53.000000	76.551	10.6631
53.799999	76.537	10.0088
54.500000	76.521	9.4982
55.200001	76.507	9.0527
56.000000	76.490	8.4950
57.000000	76.463	7.7546
58.000000	76.425	7.0536
59.000000	76.385	6.4006
60.000000	76.353	5.7429
60.799999	76.324	5.2565
61.500000	76.303	4.8517
62.200001	76.285	4.4113
63.000000	76.260	3.9305
64.000000	76.239	3.3890
65.000000	76.204	2.7845
66.000000	76.151	2.2767
67.000000	76.125	1.7931
68.000000	76.096	1.2861
69.000000	76.070	0.7711
70.000000	76.030	0.2473
71.000000	75.988	-0.2354
