* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the dB magnitudes of Jan 27, Jan 27, Jan 27
* Dated: Jan 27, 2023 1:14:43 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the dB magnitudes of Jan 27, Jan 27, Jan 27
* Measurement: Truthear Hola L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.600 Hz
*
* Freq(Hz)	SPL(dB)
20.600000	79.144
20.900000	79.178
21.200001	79.208
21.400000	79.223
21.799999	79.244
22.000000	79.250
22.400000	79.256
22.700001	79.256
23.000000	79.253
23.299999	79.248
23.600000	79.242
24.000000	79.232
24.299999	79.222
24.700001	79.209
25.000000	79.198
25.400000	79.183
25.799999	79.168
26.200001	79.152
26.500000	79.139
26.900000	79.122
27.200001	79.109
27.600000	79.091
28.000000	79.073
28.500000	79.049
29.000000	79.025
29.500000	79.000
30.000000	78.975
30.400000	78.955
30.700001	78.940
31.100000	78.919
31.500000	78.898
32.000000	78.871
32.500000	78.844
33.000000	78.816
33.500000	78.788
34.000000	78.759
34.500000	78.730
35.000000	78.701
35.500000	78.672
36.000000	78.643
36.500000	78.613
37.000000	78.584
37.500000	78.555
38.200001	78.515
38.700001	78.485
39.500000	78.437
40.000000	78.406
40.599998	78.370
41.200001	78.332
41.799999	78.295
42.500000	78.252
43.099998	78.216
43.700001	78.180
44.400002	78.138
45.000000	78.102
45.500000	78.072
46.200001	78.030
46.799999	77.994
47.500000	77.951
48.200001	77.908
48.700001	77.877
49.400002	77.833
50.000000	77.796
50.799999	77.746
51.500000	77.702
52.200001	77.658
53.000000	77.608
53.799999	77.558
54.500000	77.514
55.200001	77.471
56.000000	77.421
57.000000	77.359
58.000000	77.296
59.000000	77.234
60.000000	77.171
60.799999	77.122
61.500000	77.078
62.200001	77.035
63.000000	76.987
64.000000	76.926
65.000000	76.866
66.000000	76.806
67.000000	76.746
68.000000	76.686
69.000000	76.626
70.000000	76.567
71.000000	76.508
72.000000	76.449
73.000000	76.391
74.000000	76.332
75.000000	76.274
76.199997	76.205
77.500000	76.130
78.800003	76.056
80.000000	75.987
81.199997	75.919
82.500000	75.846
83.800003	75.773
85.000000	75.707
86.199997	75.642
87.500000	75.571
88.500000	75.516
90.000000	75.435
91.199997	75.371
92.500000	75.301
93.800003	75.232
95.000000	75.168
96.199997	75.104
97.500000	75.036
98.800003	74.968
100.000000	74.905
101.500000	74.826
103.000000	74.747
104.400002	74.673
106.000000	74.588
107.500000	74.508
109.000000	74.428
110.599998	74.341
112.000000	74.264
113.800003	74.165
115.000000	74.100
117.199997	73.987
118.000000	73.946
120.599998	73.799
122.000000	73.713
124.099998	73.603
125.000000	73.571
126.500000	73.542
128.000000	73.538
131.500000	73.554
132.000000	73.552
134.000000	73.525
136.000000	73.468
138.000000	73.389
140.000000	73.295
143.000000	73.140
145.000000	73.042
147.500000	72.943
150.000000	72.879
152.500000	72.858
155.000000	72.874
157.500000	72.904
160.000000	72.918
162.500000	72.906
165.000000	72.871
167.500000	72.822
170.000000	72.768
172.500000	72.721
175.000000	72.690
177.500000	72.673
180.000000	72.664
182.500000	72.651
185.000000	72.627
187.500000	72.591
190.000000	72.546
192.500000	72.495
195.000000	72.438
197.500000	72.379
200.000000	72.319
203.000000	72.249
206.000000	72.180
209.000000	72.111
212.000000	72.044
214.000000	72.001
218.000000	71.914
220.000000	71.872
224.000000	71.789
227.000000	71.730
230.000000	71.673
233.000000	71.617
236.000000	71.563
240.000000	71.493
243.000000	71.441
247.000000	71.375
250.000000	71.326
254.000000	71.264
258.000000	71.208
262.000000	71.158
265.000000	71.125
269.000000	71.089
272.000000	71.068
276.000000	71.045
280.000000	71.024
285.000000	70.991
290.000000	70.949
295.000000	70.898
300.000000	70.845
304.000000	70.803
307.000000	70.772
311.000000	70.731
315.000000	70.691
320.000000	70.641
325.000000	70.592
330.000000	70.546
335.000000	70.502
340.000000	70.459
345.000000	70.418
350.000000	70.378
355.000000	70.339
360.000000	70.302
365.000000	70.267
370.000000	70.233
375.000000	70.201
382.000000	70.157
387.000000	70.128
395.000000	70.087
400.000000	70.065
406.000000	70.041
412.000000	70.020
418.000000	70.002
425.000000	69.982
431.000000	69.967
437.000000	69.952
444.000000	69.936
