* Measurement data measured by REW V5.20.13
* Source: USB-C to 3.5mm Headphone Jack Adapter, USB-C to 3.5mm Headphone Jack Adapter, 0, volume: 1.000. Timing signal peak level -13.8 dBFS, measurement signal peak level -8.8 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 4-Dec-2022 5:27:34 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay -0.0860 ms (-29 mm, -1.16 in) using estimated IR delay relative to Acoustic reference played from USB-C to 3.5mm Headphone Jack Adapter L with no timing offset Clock adjustment: 1.1 ppm
* Measurement: TinHiFi C3 L
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 90.407 -146.8280
20.299999 90.427 -147.5561
20.600000 90.495 -148.3607
20.900000 90.521 -149.2489
21.200001 90.490 -150.1774
21.400000 90.503 -150.7801
21.799999 90.491 -151.8567
22.000000 90.470 -152.3097
22.400000 90.492 -153.0679
22.700001 90.546 -153.5739
23.000000 90.551 -154.0915
23.299999 90.527 -154.6549
23.600000 90.547 -155.2621
24.000000 90.583 -156.0837
24.299999 90.594 -156.6655
24.700001 90.645 -157.3728
25.000000 90.665 -157.8718
25.400000 90.651 -158.5376
25.799999 90.692 -159.2249
26.200001 90.678 -159.9068
26.500000 90.683 -160.3867
26.900000 90.690 -160.9698
27.200001 90.683 -161.3765
27.600000 90.689 -161.9205
28.000000 90.712 -162.5041
28.500000 90.691 -163.2960
29.000000 90.687 -164.0958
29.500000 90.640 -164.8408
30.000000 90.635 -165.5242
30.400000 90.589 -166.0516
30.700001 90.580 -166.4492
31.100000 90.587 -166.9897
31.500000 90.571 -167.5417
32.000000 90.562 -168.2415
32.500000 90.535 -168.9409
33.000000 90.527 -169.6100
33.500000 90.518 -170.2039
34.000000 90.522 -170.7026
34.500000 90.538 -171.1556
35.000000 90.559 -171.6634
35.500000 90.565 -172.2787
36.000000 90.549 -172.9384
36.500000 90.509 -173.5213
37.000000 90.463 -173.9734
37.500000 90.448 -174.3640
38.200001 90.440 -175.0220
38.700001 90.433 -175.6025
39.500000 90.403 -176.5160
40.000000 90.350 -176.9966
40.599998 90.309 -177.5119
41.200001 90.261 -178.0073
41.799999 90.230 -178.4879
42.500000 90.177 -179.0457
43.099998 90.175 -179.5688
43.700001 90.175 179.8733
44.400002 90.143 179.3064
45.000000 90.156 178.9619
45.500000 90.139 178.7123
46.200001 90.123 178.2703
46.799999 90.083 177.7982
47.500000 90.020 177.2698
48.200001 90.004 176.7794
48.700001 90.092 176.4020
49.400002 90.281 175.8754
50.000000 90.222 175.5081
50.799999 89.922 175.1088
51.500000 89.847 174.7278
52.200001 89.820 174.2708
53.000000 89.755 173.7341
53.799999 89.658 173.3468
54.500000 89.686 173.0176
55.200001 89.688 172.5754
56.000000 89.589 172.2148
57.000000 89.566 171.7498
58.000000 89.489 171.1258
59.000000 89.417 171.2782
60.000000 89.472 170.2786
60.799999 89.370 169.4487
61.500000 89.279 169.5276
62.200001 89.242 169.4456
63.000000 89.196 168.9913
64.000000 89.204 168.8115
65.000000 89.199 168.1466
66.000000 89.045 167.8655
67.000000 89.025 167.7492
68.000000 88.969 167.1580
69.000000 88.919 167.0288
70.000000 88.894 166.6808
71.000000 88.810 166.2811
72.000000 88.710 166.0544
73.000000 88.629 165.8191
74.000000 88.610 165.4857
75.000000 88.593 165.1490
76.199997 88.571 164.9814
77.500000 88.552 164.6476
78.800003 88.462 164.2979
80.000000 88.378 164.0809
81.199997 88.281 163.7886
82.500000 88.186 163.5604
83.800003 88.119 163.2200
85.000000 88.086 163.0919
86.199997 88.059 162.8246
87.500000 88.016 162.6243
88.500000 87.974 162.4087
90.000000 87.889 162.2486
91.199997 87.794 161.9553
92.500000 87.690 161.8307
93.800003 87.633 161.6883
95.000000 87.605 161.5212
96.199997 87.573 161.3096
97.500000 87.511 161.2877
98.800003 87.442 161.2281
100.000000 87.401 161.2125
101.500000 87.318 160.9455
103.000000 87.262 160.7015
104.400002 87.187 160.7373
106.000000 87.155 160.4767
107.500000 87.051 160.4340
109.000000 87.001 160.2927
110.599998 86.922 160.1303
112.000000 86.870 160.0977
113.800003 86.761 160.1238
115.000000 86.720 160.0112
117.199997 86.693 159.7725
118.000000 86.660 159.7742
120.599998 86.509 159.8324
122.000000 86.448 159.8107
124.099998 86.368 159.7897
125.000000 86.351 159.8515
126.500000 86.310 159.8058
128.000000 86.276 159.7362
131.500000 86.104 159.5887
132.000000 86.069 159.6465
134.000000 86.046 159.6620
136.000000 85.967 160.0551
138.000000 85.904 159.8938
140.000000 85.824 159.8361
143.000000 85.697 159.8194
145.000000 85.645 160.0315
147.500000 85.590 160.1599
150.000000 85.467 160.3075
152.500000 85.386 160.4329
155.000000 85.341 160.4700
157.500000 85.323 160.5360
160.000000 85.249 160.5679
162.500000 85.140 160.8140
165.000000 85.104 161.1109
167.500000 85.065 161.1505
170.000000 84.983 161.3012
172.500000 84.958 161.5580
175.000000 84.899 161.7499
177.500000 84.818 161.9231
180.000000 84.722 161.8766
182.500000 84.608 162.3020
185.000000 84.556 162.4713
187.500000 84.547 162.4770
190.000000 84.450 162.6725
192.500000 84.426 162.9935
195.000000 84.374 163.0914
197.500000 84.353 163.3446
200.000000 84.288 163.7746
203.000000 84.196 163.9225
206.000000 84.134 164.1196
209.000000 84.097 164.4769
212.000000 84.023 164.7445
214.000000 83.957 164.9954
218.000000 83.944 165.1871
220.000000 83.860 165.4970
224.000000 83.782 165.7523
227.000000 83.765 166.1678
230.000000 83.720 166.3354
233.000000 83.647 166.6479
236.000000 83.606 167.0703
240.000000 83.542 167.5701
243.000000 83.481 167.7140
247.000000 83.451 168.0538
250.000000 83.400 168.4130
254.000000 83.311 168.8684
258.000000 83.321 169.2548
262.000000 83.212 169.6492
265.000000 83.185 169.9955
269.000000 83.144 170.3679
272.000000 83.110 170.6462
276.000000 83.059 171.0992
280.000000 83.031 171.4450
285.000000 82.932 171.9671
290.000000 82.880 172.4764
295.000000 82.857 173.1266
300.000000 82.827 173.7363
304.000000 82.791 174.0863
307.000000 82.779 174.5835
311.000000 82.704 174.5345
315.000000 82.665 174.8839
320.000000 82.629 175.5293
325.000000 82.570 176.3120
330.000000 82.544 176.6856
335.000000 82.503 177.1934
340.000000 82.496 177.7170
345.000000 82.450 178.2458
350.000000 82.402 178.8584
355.000000 82.373 179.3394
360.000000 82.339 179.7996
365.000000 82.295 -179.6105
370.000000 82.294 -179.1725
375.000000 82.269 -178.6098
382.000000 82.210 -177.9363
387.000000 82.204 -177.7500
395.000000 82.130 -176.0938
400.000000 82.134 -175.9612
406.000000 82.102 -175.6317
412.000000 82.106 -174.6129
418.000000 82.045 -174.3291
425.000000 82.024 -173.5184
431.000000 82.019 -172.9834
437.000000 81.991 -172.3717
444.000000 81.957 -171.7485
450.000000 81.891 -170.7995
455.000000 81.944 -170.4850
462.000000 81.895 -169.8242
468.000000 81.935 -169.6129
475.000000 81.885 -168.6544
482.000000 81.882 -167.9524
487.000000 81.873 -167.7018
494.000000 81.815 -166.6171
500.000000 81.829 -165.9416
508.000000 81.850 -165.4662
515.000000 81.748 -164.7190
522.000000 81.787 -163.9980
530.000000 81.794 -163.1851
538.000000 81.789 -162.3316
545.000000 81.762 -161.6011
552.000000 81.756 -161.3552
560.000000 81.778 -160.2024
570.000000 81.767 -159.4251
580.000000 81.792 -158.6463
590.000000 81.758 -157.2141
600.000000 81.742 -156.5233
608.000000 81.758 -155.5692
615.000000 81.782 -155.0193
622.000000 81.806 -154.3047
630.000000 81.836 -153.4848
640.000000 81.868 -152.6713
650.000000 81.834 -151.4848
660.000000 81.822 -150.9050
670.000000 81.833 -149.9101
680.000000 81.892 -148.7634
690.000000 81.883 -147.8815
700.000000 81.941 -147.1042
710.000000 81.977 -146.0776
720.000000 81.933 -145.1736
730.000000 81.994 -144.1663
740.000000 82.031 -143.3641
750.000000 82.060 -142.1503
762.000000 81.995 -140.8761
775.000000 82.112 -139.8724
788.000000 82.123 -138.6132
800.000000 82.192 -137.4791
812.000000 82.248 -136.2328
825.000000 82.273 -134.6273
838.000000 82.320 -133.1561
850.000000 82.418 -131.3311
862.000000 82.624 -129.6271
875.000000 82.831 -128.7548
885.000000 82.974 -128.2298
900.000000 83.075 -127.5597
912.000000 83.167 -126.7241
925.000000 83.270 -126.1305
938.000000 83.340 -125.2473
950.000000 83.425 -124.4229
962.000000 83.476 -123.8221
975.000000 83.586 -122.8015
988.000000 83.664 -121.9122
1000.000000 83.741 -121.1902
1015.000000 83.865 -120.2530
1030.000000 83.943 -119.3900
1044.000000 84.081 -118.5654
1060.000000 84.215 -117.3386
1075.000000 84.293 -116.8676
1090.000000 84.374 -116.1896
1106.000000 84.515 -115.4190
1120.000000 84.639 -114.5176
1138.000000 84.759 -114.0726
1150.000000 84.853 -113.5919
1172.000000 85.025 -112.7612
1180.000000 85.084 -112.2917
1206.000000 85.216 -111.5081
1220.000000 85.267 -111.0899
1241.000000 85.320 -110.3536
1250.000000 85.357 -110.2173
1265.000000 85.444 -109.7953
1280.000000 85.645 -109.3503
1315.000000 86.214 -108.4889
1320.000000 86.304 -108.3797
1340.000000 86.508 -107.8818
1360.000000 86.706 -107.3341
1380.000000 86.817 -106.8972
1400.000000 86.940 -106.4237
1430.000000 87.067 -105.6482
1450.000000 87.185 -105.1502
1475.000000 87.321 -104.5789
1500.000000 87.439 -104.0229
1525.000000 87.571 -103.3439
1550.000000 87.681 -102.8039
1575.000000 87.810 -102.1853
1600.000000 87.944 -101.5495
1625.000000 88.087 -100.9766
1650.000000 88.200 -100.4349
1675.000000 88.318 -99.8198
1700.000000 88.462 -99.2939
1725.000000 88.596 -98.7701
1750.000000 88.720 -98.2801
1775.000000 88.846 -97.7092
1800.000000 88.964 -97.2552
1825.000000 89.096 -96.7970
1850.000000 89.225 -96.3027
1875.000000 89.356 -95.9655
1900.000000 89.480 -95.6232
1925.000000 89.623 -95.2487
1950.000000 89.736 -94.8750
1975.000000 89.861 -94.5856
2000.000000 89.982 -94.2936
2030.000000 90.133 -94.0156
2060.000000 90.279 -93.7635
2090.000000 90.418 -93.4896
2120.000000 90.539 -93.2965
2140.000000 90.625 -93.2162
2180.000000 90.818 -92.9943
2200.000000 90.900 -92.9186
2240.000000 91.056 -92.8229
2270.000000 91.172 -92.7834
2300.000000 91.268 -92.7762
2330.000000 91.378 -92.7722
2360.000000 91.482 -92.8545
2400.000000 91.609 -92.8929
2430.000000 91.686 -92.9292
2470.000000 91.790 -93.0407
2500.000000 91.864 -93.1262
2540.000000 91.949 -93.2170
2580.000000 92.014 -93.3629
2620.000000 92.071 -93.5076
2650.000000 92.116 -93.6019
2690.000000 92.161 -93.6377
2720.000000 92.190 -93.7602
2760.000000 92.218 -93.7936
2800.000000 92.243 -93.8635
2850.000000 92.268 -93.9146
2900.000000 92.285 -93.8908
2950.000000 92.301 -93.8489
3000.000000 92.290 -93.8154
3040.000000 92.296 -93.7744
3070.000000 92.281 -93.6949
3110.000000 92.264 -93.6466
3150.000000 92.256 -93.4953
3200.000000 92.235 -93.3021
3250.000000 92.224 -93.2060
3300.000000 92.211 -93.0191
3350.000000 92.196 -92.8429
3400.000000 92.186 -92.6918
3450.000000 92.156 -92.5612
3500.000000 92.155 -92.3768
3550.000000 92.067 -92.2899
3600.000000 92.019 -92.2141
3650.000000 91.951 -92.0932
3700.000000 91.888 -92.0335
3750.000000 91.821 -91.9622
3820.000000 91.746 -91.8389
3870.000000 91.682 -91.7632
3950.000000 91.578 -91.6045
4000.000000 91.495 -91.5327
4060.000000 91.360 -91.2535
4120.000000 91.202 -91.0575
4180.000000 90.989 -90.6907
4250.000000 90.734 -90.1468
4310.000000 90.493 -89.5337
4370.000000 90.266 -88.8885
4440.000000 90.006 -88.0309
4500.000000 89.785 -87.2317
4550.000000 89.602 -86.4636
4620.000000 89.374 -85.3049
4680.000000 89.167 -84.3395
4750.000000 88.934 -82.9945
4820.000000 88.727 -81.5782
4870.000000 88.556 -80.6463
