* Measurement data measured by REW V5.20.13
* Source: USB-C to 3.5mm Headphone Jack Adapter, USB-C to 3.5mm Headphone Jack Adapter, 0, volume: 1.000. Timing signal peak level -10.9 dBFS, measurement signal peak level -8.9 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -25.0 dBFS using an acoustic timing reference
* Dated: 6-Jan-2023 9:27:33 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay -0.0952 ms (-33 mm, -1.29 in) using estimated IR delay relative to Acoustic reference played from USB-C to 3.5mm Headphone Jack Adapter L with no timing offset Clock adjustment: 0.6 ppm
* Measurement: D13 Stock Nozzle L
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 90.245 -152.5792
20.299999 90.233 -153.2788
20.600000 90.262 -153.9272
20.900000 90.257 -154.5244
21.200001 90.214 -155.0879
21.400000 90.232 -155.4589
21.799999 90.250 -156.2197
22.000000 90.250 -156.6156
22.400000 90.289 -157.4288
22.700001 90.337 -158.0333
23.000000 90.321 -158.6115
23.299999 90.267 -159.1535
23.600000 90.261 -159.6634
24.000000 90.278 -160.3211
24.299999 90.284 -160.8179
24.700001 90.329 -161.4941
25.000000 90.339 -161.9988
25.400000 90.304 -162.6416
25.799999 90.327 -163.2333
26.200001 90.307 -163.7900
26.500000 90.316 -164.2068
26.900000 90.332 -164.7831
27.200001 90.327 -165.2316
27.600000 90.326 -165.8307
28.000000 90.332 -166.4047
28.500000 90.293 -167.0677
29.000000 90.287 -167.6871
29.500000 90.248 -168.2892
30.000000 90.250 -168.8869
30.400000 90.206 -169.3671
30.700001 90.196 -169.7313
31.100000 90.197 -170.2198
31.500000 90.170 -170.6956
32.000000 90.146 -171.2393
32.500000 90.112 -171.7189
33.000000 90.113 -172.1846
33.500000 90.122 -172.6894
34.000000 90.133 -173.2189
34.500000 90.134 -173.7091
35.000000 90.130 -174.1271
35.500000 90.122 -174.5121
36.000000 90.118 -174.9313
36.500000 90.107 -175.4149
37.000000 90.082 -175.9418
37.500000 90.061 -176.4656
38.200001 90.015 -177.1056
38.700001 89.989 -177.4821
39.500000 89.977 -178.0980
40.000000 89.942 -178.5717
40.599998 89.899 -179.1547
41.200001 89.833 -179.6180
41.799999 89.793 -179.9753
42.500000 89.740 179.5748
43.099998 89.733 179.1456
43.700001 89.735 178.7580
44.400002 89.732 178.3346
45.000000 89.769 177.9240
45.500000 89.752 177.5645
46.200001 89.713 177.1059
46.799999 89.658 176.7692
47.500000 89.597 176.4082
48.200001 89.585 176.0167
48.700001 89.678 175.6851
49.400002 89.867 175.2264
50.000000 89.810 174.9483
50.799999 89.528 174.6060
51.500000 89.454 174.1360
52.200001 89.397 173.7779
53.000000 89.349 173.7222
53.799999 89.338 173.3717
54.500000 89.378 172.6893
55.200001 89.338 172.2213
56.000000 89.227 172.0976
57.000000 89.192 171.7699
58.000000 89.115 171.2485
59.000000 88.968 171.2322
60.000000 88.976 171.0892
60.799999 88.983 170.3852
61.500000 88.910 169.9199
62.200001 88.830 169.7437
63.000000 88.810 169.3904
64.000000 88.814 168.8653
65.000000 88.797 168.5807
66.000000 88.713 168.2434
67.000000 88.664 168.0779
68.000000 88.631 167.7852
69.000000 88.594 167.5621
70.000000 88.559 167.3077
71.000000 88.486 166.9110
72.000000 88.389 166.6831
73.000000 88.315 166.3484
74.000000 88.275 166.0877
75.000000 88.288 165.9680
76.199997 88.284 165.6320
77.500000 88.245 165.4254
78.800003 88.154 165.1806
80.000000 88.074 165.0002
81.199997 87.971 164.7522
82.500000 87.900 164.5479
83.800003 87.837 164.0947
85.000000 87.799 164.0098
86.199997 87.780 163.8556
87.500000 87.733 163.6520
88.500000 87.677 163.6273
90.000000 87.616 163.6457
91.199997 87.536 163.4171
92.500000 87.454 163.1502
93.800003 87.380 162.9218
95.000000 87.347 162.7357
96.199997 87.308 162.6295
97.500000 87.268 162.5549
98.800003 87.194 162.5280
100.000000 87.164 162.4043
101.500000 87.054 162.3756
103.000000 87.045 162.2754
104.400002 86.980 162.0870
106.000000 86.906 162.0013
107.500000 86.832 161.9182
109.000000 86.750 161.9072
110.599998 86.718 161.9343
112.000000 86.687 161.7955
113.800003 86.563 161.8205
115.000000 86.517 161.7903
117.199997 86.476 161.6116
118.000000 86.456 161.6691
120.599998 86.270 161.6723
122.000000 86.236 161.7090
124.099998 86.194 161.5671
125.000000 86.166 161.6049
126.500000 86.121 161.6263
128.000000 86.088 161.7579
131.500000 85.942 161.7928
132.000000 85.924 161.7430
134.000000 85.857 161.7914
136.000000 85.792 161.8749
138.000000 85.776 161.9180
140.000000 85.670 161.9635
143.000000 85.553 162.0536
145.000000 85.484 162.0617
147.500000 85.441 162.3059
150.000000 85.334 162.4535
152.500000 85.256 162.5124
155.000000 85.223 162.6964
157.500000 85.225 162.8203
160.000000 85.131 163.0321
162.500000 85.049 163.1365
165.000000 84.997 163.2941
167.500000 84.944 163.5122
170.000000 84.906 163.7465
172.500000 84.835 163.8101
175.000000 84.785 163.9651
177.500000 84.732 164.3199
180.000000 84.652 164.6539
182.500000 84.547 164.7470
185.000000 84.476 164.8550
187.500000 84.433 165.0741
190.000000 84.390 165.3570
192.500000 84.336 165.5937
195.000000 84.295 165.7411
197.500000 84.294 166.0016
200.000000 84.242 166.2097
203.000000 84.160 166.5893
206.000000 84.114 166.8439
209.000000 84.052 167.0693
212.000000 83.979 167.4010
214.000000 83.936 167.6047
218.000000 83.888 167.9872
220.000000 83.858 168.2167
224.000000 83.746 168.7432
227.000000 83.733 168.9370
230.000000 83.686 169.2307
233.000000 83.643 169.6316
236.000000 83.588 169.8544
240.000000 83.473 170.2867
243.000000 83.495 170.5173
247.000000 83.449 171.1292
250.000000 83.394 171.4162
254.000000 83.350 171.7562
258.000000 83.314 172.1188
262.000000 83.245 172.6523
265.000000 83.209 173.0776
269.000000 83.170 173.3959
272.000000 83.137 173.7552
276.000000 83.111 174.3226
280.000000 83.052 174.6929
285.000000 82.999 175.2164
290.000000 82.954 175.8208
295.000000 82.937 176.2544
300.000000 82.903 176.7202
304.000000 82.824 177.1278
307.000000 82.819 177.6130
311.000000 82.791 178.1541
315.000000 82.732 178.5522
320.000000 82.712 179.0809
325.000000 82.655 179.6487
330.000000 82.638 -179.8091
335.000000 82.619 -179.1367
340.000000 82.593 -178.7054
345.000000 82.566 -178.0966
350.000000 82.529 -177.6293
355.000000 82.484 -177.0784
360.000000 82.459 -176.5456
365.000000 82.439 -175.9688
370.000000 82.448 -175.3750
375.000000 82.412 -174.8496
382.000000 82.373 -174.2033
387.000000 82.352 -173.5891
395.000000 82.319 -172.7411
400.000000 82.320 -172.1897
406.000000 82.306 -171.4697
412.000000 82.268 -170.9130
418.000000 82.240 -170.1549
425.000000 82.241 -169.5068
431.000000 82.225 -168.9223
437.000000 82.210 -168.2442
444.000000 82.187 -167.5723
450.000000 82.175 -166.9207
455.000000 82.174 -166.3521
462.000000 82.174 -165.6693
468.000000 82.160 -164.9486
475.000000 82.144 -164.2627
482.000000 82.146 -163.5791
487.000000 82.131 -163.1454
494.000000 82.119 -162.3766
500.000000 82.123 -161.8241
508.000000 82.116 -160.8465
515.000000 82.116 -160.3729
522.000000 82.122 -159.6488
530.000000 82.135 -158.8220
538.000000 82.138 -157.9263
545.000000 82.139 -157.3134
552.000000 82.123 -156.5673
560.000000 82.145 -155.8160
570.000000 82.163 -154.7708
580.000000 82.183 -153.8517
590.000000 82.194 -152.8321
600.000000 82.193 -151.8827
608.000000 82.214 -151.0743
615.000000 82.250 -150.3607
622.000000 82.243 -149.6609
630.000000 82.268 -148.9521
640.000000 82.284 -147.8830
650.000000 82.307 -147.0249
660.000000 82.320 -146.0088
670.000000 82.394 -145.0627
680.000000 82.417 -144.1705
690.000000 82.457 -143.2313
700.000000 82.491 -142.1540
710.000000 82.527 -141.2664
720.000000 82.567 -140.4090
730.000000 82.610 -139.3918
740.000000 82.648 -138.4404
750.000000 82.687 -137.4798
762.000000 82.760 -136.3856
775.000000 82.808 -135.2352
788.000000 82.889 -134.1341
800.000000 82.972 -132.9441
812.000000 83.065 -131.8829
825.000000 83.135 -130.8398
838.000000 83.209 -129.6966
850.000000 83.300 -128.6093
862.000000 83.398 -127.6477
875.000000 83.477 -126.5179
885.000000 83.541 -125.8289
900.000000 83.661 -124.6956
912.000000 83.730 -124.0706
925.000000 83.776 -123.1748
938.000000 83.821 -121.7139
950.000000 83.932 -120.5966
962.000000 84.058 -119.7130
975.000000 84.170 -118.6325
988.000000 84.285 -117.9084
1000.000000 84.377 -117.0952
1015.000000 84.517 -116.1899
1030.000000 84.642 -115.2642
1044.000000 84.747 -114.3950
1060.000000 84.867 -113.4889
1075.000000 84.971 -112.8492
1090.000000 85.081 -111.8957
1106.000000 85.233 -111.2498
1120.000000 85.363 -110.5397
1138.000000 85.489 -109.7594
1150.000000 85.598 -109.2675
1172.000000 85.782 -108.2675
1180.000000 85.838 -107.9132
1206.000000 85.992 -106.9690
1220.000000 86.050 -106.4485
1241.000000 86.136 -105.7325
1250.000000 86.177 -105.4191
1265.000000 86.305 -104.9265
1280.000000 86.521 -104.3831
1315.000000 87.143 -103.4012
1320.000000 87.231 -103.1968
1340.000000 87.505 -102.6483
1360.000000 87.729 -102.0892
1380.000000 87.901 -101.4789
1400.000000 88.052 -101.1330
1430.000000 88.286 -100.3537
1450.000000 88.435 -99.9327
1475.000000 88.637 -99.4982
1500.000000 88.837 -99.0659
1525.000000 89.056 -98.6793
1550.000000 89.240 -98.3374
1575.000000 89.452 -98.0102
1600.000000 89.672 -97.7952
1625.000000 89.873 -97.7422
1650.000000 90.052 -97.5892
1675.000000 90.247 -97.5351
1700.000000 90.448 -97.6237
1725.000000 90.639 -97.7467
1750.000000 90.821 -97.8818
1775.000000 90.993 -98.2001
1800.000000 91.158 -98.5433
1825.000000 91.316 -98.9438
1850.000000 91.458 -99.3921
1875.000000 91.607 -99.9772
1900.000000 91.726 -100.4899
1925.000000 91.851 -101.0374
1950.000000 91.942 -101.7559
1975.000000 92.022 -102.4192
2000.000000 92.093 -103.1527
2030.000000 92.161 -104.1110
2060.000000 92.214 -104.9493
2090.000000 92.243 -105.8156
2120.000000 92.234 -106.6732
2140.000000 92.221 -107.2662
2180.000000 92.192 -108.3489
2200.000000 92.161 -108.8249
2240.000000 92.077 -109.6802
2270.000000 91.990 -110.2433
2300.000000 91.895 -110.7341
2330.000000 91.789 -111.1542
2360.000000 91.684 -111.3835
2400.000000 91.526 -111.6838
2430.000000 91.397 -111.7529
2470.000000 91.220 -111.7764
2500.000000 91.088 -111.6434
2540.000000 90.896 -111.3009
2580.000000 90.725 -110.7967
2620.000000 90.537 -110.3854
2650.000000 90.409 -109.8983
2690.000000 90.237 -109.0924
2720.000000 90.106 -108.4935
2760.000000 89.945 -107.5803
2800.000000 89.785 -106.6186
2850.000000 89.609 -105.2626
2900.000000 89.433 -103.7673
2950.000000 89.292 -102.2718
3000.000000 89.143 -100.6505
3040.000000 89.048 -99.3651
3070.000000 88.962 -98.3256
3110.000000 88.860 -96.9654
3150.000000 88.788 -95.5110
3200.000000 88.698 -93.7766
3250.000000 88.623 -91.9028
3300.000000 88.570 -90.0880
3350.000000 88.523 -88.3986
3400.000000 88.500 -86.5353
3450.000000 88.480 -84.7773
3500.000000 88.466 -83.0001
3550.000000 88.460 -81.2898
3600.000000 88.457 -79.6799
3650.000000 88.467 -77.9630
3700.000000 88.488 -76.3938
3750.000000 88.538 -74.8114
3820.000000 88.634 -73.3669
3870.000000 88.702 -71.4653
3950.000000 88.858 -69.3832
4000.000000 88.959 -68.2289
4060.000000 89.064 -67.1276
4120.000000 89.136 -65.9902
4180.000000 89.169 -64.9315
4250.000000 89.201 -64.0360
4310.000000 89.220 -63.4066
4370.000000 89.204 -62.7189
4440.000000 89.179 -62.1710
4500.000000 89.151 -61.7645
4550.000000 89.113 -61.4428
4620.000000 89.041 -61.0520
4680.000000 88.937 -60.6903
4750.000000 88.798 -60.2048
4820.000000 88.642 -59.5385
4870.000000 88.508 -59.0837
