* Measurement data measured by REW V5.20.13
* Source: USB-C to 3.5mm Headphone Jack Adapter, USB-C to 3.5mm Headphone Jack Adapter, 0, volume: 1.000. Timing signal peak level -11.4 dBFS, measurement signal peak level -5.8 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS using an acoustic timing reference
* Dated: 13-Nov-2022 6:00:22 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay -0.0956 ms (-33 mm, -1.29 in) using estimated IR delay relative to Acoustic reference played from USB-C to 3.5mm Headphone Jack Adapter R with no timing offset Clock adjustment: 0.6 ppm
* Measurement: TinHiFi P1 Max Tape Mod (R)
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 94.714 -171.9653
20.299999 94.696 -172.5946
20.600000 94.716 -173.2345
20.900000 94.693 -173.8641
21.200001 94.623 -174.4621
21.400000 94.617 -174.8361
21.799999 94.586 -175.5268
22.000000 94.559 -175.8498
22.400000 94.565 -176.4734
22.700001 94.596 -176.9439
23.000000 94.568 -177.4297
23.299999 94.505 -177.9344
23.600000 94.485 -178.4534
24.000000 94.474 -179.1464
24.299999 94.453 -179.6470
24.700001 94.456 179.7349
25.000000 94.443 179.3140
25.400000 94.385 178.7991
25.799999 94.392 178.3033
26.200001 94.360 177.7873
26.500000 94.357 177.3741
26.900000 94.352 176.7961
27.200001 94.328 176.3588
27.600000 94.301 175.8011
28.000000 94.284 175.2924
28.500000 94.221 174.7159
29.000000 94.195 174.1498
29.500000 94.136 173.5481
30.000000 94.110 172.9222
30.400000 94.036 172.4378
30.700001 94.003 172.0983
31.100000 93.976 171.6774
31.500000 93.929 171.2746
32.000000 93.888 170.7637
32.500000 93.834 170.2383
33.000000 93.803 169.7310
33.500000 93.778 169.2654
34.000000 93.770 168.8184
34.500000 93.766 168.3446
35.000000 93.754 167.8310
35.500000 93.722 167.3120
36.000000 93.680 166.8303
36.500000 93.633 166.3921
37.000000 93.582 165.9700
37.500000 93.546 165.5444
38.200001 93.483 164.9648
38.700001 93.440 164.5830
39.500000 93.382 164.0020
40.000000 93.318 163.6353
40.599998 93.255 163.1971
41.200001 93.180 162.7687
41.799999 93.116 162.3462
42.500000 93.019 161.8752
43.099998 92.983 161.4978
43.700001 92.967 161.1017
44.400002 92.933 160.5826
45.000000 92.932 160.1568
45.500000 92.895 159.8555
46.200001 92.842 159.4592
46.799999 92.778 159.0826
47.500000 92.691 158.6492
48.200001 92.643 158.2844
48.700001 92.713 158.0437
49.400002 92.887 157.7089
50.000000 92.818 157.4292
50.799999 92.493 157.0417
51.500000 92.380 156.6904
52.200001 92.316 156.3519
53.000000 92.231 155.9590
53.799999 92.123 155.5773
54.500000 92.130 155.2246
55.200001 92.114 154.8444
56.000000 92.009 154.5516
57.000000 91.967 154.1654
58.000000 91.891 153.7784
59.000000 91.822 153.8627
60.000000 91.818 152.9073
60.799999 91.682 152.2803
61.500000 91.562 152.4578
62.200001 91.492 152.5063
63.000000 91.426 152.1594
64.000000 91.384 151.9329
65.000000 91.339 151.6098
66.000000 91.218 151.3057
67.000000 91.150 151.0252
68.000000 91.090 150.7267
69.000000 91.045 150.3953
70.000000 90.958 150.1613
71.000000 90.872 150.0043
72.000000 90.750 149.7436
73.000000 90.632 149.5929
74.000000 90.579 149.3841
75.000000 90.550 149.2033
76.199997 90.514 148.9464
77.500000 90.448 148.6935
78.800003 90.347 148.4713
80.000000 90.238 148.2645
81.199997 90.120 148.0878
82.500000 89.993 147.9359
83.800003 89.911 147.7627
85.000000 89.847 147.6460
86.199997 89.801 147.5471
87.500000 89.732 147.3456
88.500000 89.671 147.2315
90.000000 89.559 147.1242
91.199997 89.452 146.9604
92.500000 89.335 146.8438
93.800003 89.246 146.7609
95.000000 89.194 146.7706
96.199997 89.164 146.6710
97.500000 89.088 146.5520
98.800003 89.004 146.5090
100.000000 88.928 146.3757
101.500000 88.829 146.4088
103.000000 88.744 146.2070
104.400002 88.681 146.2881
106.000000 88.582 146.1340
107.500000 88.486 146.1705
109.000000 88.390 146.1337
110.599998 88.332 146.1191
112.000000 88.234 146.1644
113.800003 88.127 146.2474
115.000000 88.058 146.1252
117.199997 87.993 145.9864
118.000000 87.968 146.2592
120.599998 87.766 145.4283
122.000000 87.700 146.2332
124.099998 87.609 146.4690
125.000000 87.582 146.3517
126.500000 87.497 146.5990
128.000000 87.465 146.3334
131.500000 87.234 146.5613
132.000000 87.206 146.6722
134.000000 87.149 146.7786
136.000000 87.053 146.8132
138.000000 86.988 146.9927
140.000000 86.857 147.0418
143.000000 86.716 147.2697
145.000000 86.634 147.1906
147.500000 86.544 147.3697
150.000000 86.419 147.7010
152.500000 86.340 147.8694
155.000000 86.272 148.1694
157.500000 86.232 148.3615
160.000000 86.099 148.5628
162.500000 85.990 148.8121
165.000000 85.924 148.9535
167.500000 85.872 149.2620
170.000000 85.777 149.4840
172.500000 85.670 149.7157
175.000000 85.603 149.9080
177.500000 85.521 150.2740
180.000000 85.416 150.7093
182.500000 85.267 150.7207
185.000000 85.207 150.8007
187.500000 85.152 151.1786
190.000000 85.055 151.4238
192.500000 85.008 151.7385
195.000000 84.948 152.1282
197.500000 84.899 152.4869
200.000000 84.812 152.7495
203.000000 84.699 152.9991
206.000000 84.626 153.1697
209.000000 84.554 153.6908
212.000000 84.444 154.0869
214.000000 84.381 154.2928
218.000000 84.300 154.7568
220.000000 84.255 155.0542
224.000000 84.101 155.5444
227.000000 84.072 155.8428
230.000000 84.007 156.4023
233.000000 83.934 156.9670
236.000000 83.842 157.1124
240.000000 83.845 157.7263
243.000000 83.689 158.1463
247.000000 83.634 158.6009
250.000000 83.550 158.8868
254.000000 83.438 159.4097
258.000000 83.401 160.0490
262.000000 83.271 160.6624
265.000000 83.227 160.9320
269.000000 83.150 161.6101
272.000000 83.113 161.9324
276.000000 83.040 162.5730
280.000000 82.966 163.2866
285.000000 82.858 164.0139
290.000000 82.757 164.4766
295.000000 82.731 165.2726
300.000000 82.727 166.4868
304.000000 82.556 166.6867
307.000000 82.538 166.9997
311.000000 82.441 167.8677
315.000000 82.367 168.0977
320.000000 82.315 169.1288
325.000000 82.188 169.9802
330.000000 82.183 170.6096
335.000000 82.171 171.7657
340.000000 82.104 171.8976
345.000000 81.972 173.2573
350.000000 81.885 173.8665
355.000000 81.841 174.9037
360.000000 81.693 175.7777
365.000000 81.735 176.1975
370.000000 81.746 177.3813
375.000000 81.674 177.9362
382.000000 81.607 179.0212
387.000000 81.571 179.9774
395.000000 81.544 -178.6376
400.000000 81.514 -177.6324
406.000000 81.442 -176.7375
412.000000 81.361 -175.8827
418.000000 81.373 -174.3443
425.000000 81.368 -174.0842
431.000000 81.438 -172.1709
437.000000 81.237 -171.0243
444.000000 81.376 -170.4505
450.000000 81.287 -169.4617
455.000000 81.378 -168.2212
462.000000 81.370 -166.9620
468.000000 81.364 -165.8652
475.000000 81.421 -164.8289
482.000000 81.586 -163.8510
487.000000 81.546 -162.2923
494.000000 81.510 -160.1151
500.000000 81.546 -159.7072
508.000000 81.693 -159.5316
515.000000 81.625 -158.9645
522.000000 81.751 -157.5736
530.000000 81.913 -156.4016
538.000000 81.883 -155.7060
545.000000 81.964 -154.7578
552.000000 82.009 -153.8662
560.000000 82.098 -153.1503
570.000000 82.230 -152.2077
580.000000 82.366 -151.3070
590.000000 82.388 -150.6787
600.000000 82.568 -149.3020
608.000000 82.578 -149.5551
615.000000 82.596 -148.9969
622.000000 82.672 -148.6585
630.000000 82.668 -147.9587
640.000000 82.750 -146.8919
650.000000 82.832 -146.5629
660.000000 82.869 -145.7836
670.000000 82.980 -145.2438
680.000000 83.045 -144.9835
690.000000 83.060 -144.0949
700.000000 83.125 -143.4467
710.000000 83.129 -142.8977
720.000000 83.327 -141.7124
730.000000 83.233 -141.5109
740.000000 83.255 -140.7805
750.000000 83.283 -140.2172
762.000000 83.360 -139.3653
775.000000 83.407 -138.5933
788.000000 83.449 -137.6431
800.000000 83.510 -136.9552
812.000000 83.559 -135.9847
825.000000 83.631 -134.9763
838.000000 83.697 -134.0370
850.000000 83.769 -133.3090
862.000000 83.813 -132.5591
875.000000 83.891 -131.5312
885.000000 83.932 -130.8193
900.000000 84.024 -129.8719
912.000000 84.110 -129.0390
925.000000 84.214 -128.3364
938.000000 84.323 -127.6244
950.000000 84.393 -126.8881
962.000000 84.463 -126.2465
975.000000 84.568 -125.7863
988.000000 84.663 -125.1735
1000.000000 84.739 -124.9207
1015.000000 84.849 -124.4547
1030.000000 84.931 -124.1965
1044.000000 84.984 -123.8349
1060.000000 85.016 -123.6516
1075.000000 85.043 -123.7264
1090.000000 85.031 -123.1990
1106.000000 85.029 -123.0481
1120.000000 84.984 -122.6312
1138.000000 84.945 -121.9355
1150.000000 84.911 -121.3247
1172.000000 84.877 -120.0716
1180.000000 84.868 -119.5123
1206.000000 84.804 -117.9203
1220.000000 84.782 -116.8941
1241.000000 84.774 -115.5273
1250.000000 84.794 -114.9342
1265.000000 84.845 -114.0018
1280.000000 85.007 -113.1696
1315.000000 85.539 -111.1479
1320.000000 85.508 -111.0979
1340.000000 85.819 -109.9929
1360.000000 85.995 -109.1239
1380.000000 86.082 -108.3327
1400.000000 86.207 -107.4098
1430.000000 86.360 -106.2689
1450.000000 86.454 -105.4788
1475.000000 86.572 -104.6410
1500.000000 86.724 -103.7889
1525.000000 86.818 -102.9746
1550.000000 86.934 -102.1685
1575.000000 87.057 -101.3449
1600.000000 87.191 -100.7392
1625.000000 87.304 -99.9586
1650.000000 87.402 -99.1629
1675.000000 87.529 -98.4034
1700.000000 87.634 -97.8680
1725.000000 87.759 -97.2205
1750.000000 87.852 -96.5569
1775.000000 87.956 -95.8554
1800.000000 88.070 -94.9203
1825.000000 88.169 -94.3492
1850.000000 88.305 -93.6255
1875.000000 88.443 -92.9056
1900.000000 88.628 -92.2729
1925.000000 88.827 -91.7660
1950.000000 89.004 -91.6102
1975.000000 89.176 -91.6147
2000.000000 89.335 -91.9065
2030.000000 89.490 -92.4271
2060.000000 89.599 -92.8983
2090.000000 89.652 -93.3592
2120.000000 89.676 -93.7822
2140.000000 89.698 -94.0439
2180.000000 89.718 -94.3004
2200.000000 89.723 -94.4782
2240.000000 89.702 -94.6993
2270.000000 89.680 -94.8476
2300.000000 89.652 -94.8955
2330.000000 89.606 -94.8735
2360.000000 89.572 -94.9965
2400.000000 89.497 -95.0241
2430.000000 89.437 -94.9130
2470.000000 89.333 -94.8542
2500.000000 89.243 -94.8568
2540.000000 89.095 -94.8000
2580.000000 88.862 -94.4988
2620.000000 88.625 -93.9291
2650.000000 88.417 -93.0183
2690.000000 88.204 -91.3449
2720.000000 88.068 -89.7911
2760.000000 87.980 -87.9685
2800.000000 87.921 -86.1147
2850.000000 87.899 -84.2298
2900.000000 87.854 -82.4627
2950.000000 87.816 -80.9129
3000.000000 87.758 -79.3410
3040.000000 87.721 -77.9689
3070.000000 87.687 -76.9492
3110.000000 87.619 -75.6631
3150.000000 87.612 -74.2347
3200.000000 87.576 -72.5312
3250.000000 87.557 -70.9390
3300.000000 87.568 -69.3631
3350.000000 87.529 -67.9419
3400.000000 87.505 -66.3494
3450.000000 87.497 -64.9639
3500.000000 87.442 -63.5580
3550.000000 87.459 -62.0606
3600.000000 87.416 -60.8993
3650.000000 87.393 -59.7028
3700.000000 87.378 -58.7361
3750.000000 87.291 -57.9491
3820.000000 87.136 -56.8862
3870.000000 86.928 -55.8382
3950.000000 86.602 -52.9013
4000.000000 86.436 -50.4174
4060.000000 86.335 -47.1624
4120.000000 86.276 -43.9252
4180.000000 86.227 -41.0919
4250.000000 86.238 -37.8792
4310.000000 86.263 -35.5802
4370.000000 86.274 -33.5742
4440.000000 86.245 -31.4080
4500.000000 86.167 -29.5072
4550.000000 86.128 -27.6894
4620.000000 86.107 -25.0857
4680.000000 86.144 -23.4241
4750.000000 86.089 -21.8066
4820.000000 85.923 -20.6012
4870.000000 85.646 -18.9755
4940.000000 85.259 -14.4074
5000.000000 85.281 -9.7681
