* Measurement data measured by REW V5.20.4
* Source: C:\Users\bryan\Music\REW\Measurements\text\wrong\Diffuse Field Target.txt
* Format: Comma/Tab/Space delimited data
* Dated: Aug 13, 2021 2:05:32 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\bryan\Music\REW\Measurements\text\wrong\Diffuse Field Target.txt Format: Comma/Tab/Space delimited data 198 values loaded, 20 Hz to 19,926 Hz log spaced 
* Measurement: Diffuse Field Target
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 20.600 Hz
*
* Freq(Hz)	SPL(dB)
20.600000	79.961
20.900000	79.956
21.200001	79.952
21.400000	79.949
21.799999	79.943
22.000000	79.940
22.400000	79.934
22.700001	79.929
23.000000	79.925
23.299999	79.921
23.600000	79.917
24.000000	79.912
24.299999	79.908
24.700001	79.903
25.000000	79.899
25.400000	79.894
25.799999	79.888
26.200001	79.883
26.500000	79.880
26.900000	79.875
27.200001	79.871
27.600000	79.867
28.000000	79.862
28.500000	79.857
29.000000	79.850
29.500000	79.843
30.000000	79.843
30.400000	79.849
30.700001	79.855
31.100000	79.860
31.500000	79.861
32.000000	79.862
32.500000	79.866
33.000000	79.869
33.500000	79.867
34.000000	79.862
34.500000	79.859
35.000000	79.863
35.500000	79.867
36.000000	79.868
36.500000	79.867
37.000000	79.870
37.500000	79.879
38.200001	79.888
38.700001	79.885
39.500000	79.876
40.000000	79.874
40.599998	79.873
41.200001	79.875
41.799999	79.880
42.500000	79.886
43.099998	79.893
43.700001	79.899
44.400002	79.899
45.000000	79.896
45.500000	79.894
46.200001	79.895
46.799999	79.898
47.500000	79.904
48.200001	79.911
48.700001	79.916
49.400002	79.920
50.000000	79.922
50.799999	79.923
51.500000	79.923
52.200001	79.925
53.000000	79.938
53.799999	79.952
54.500000	79.957
55.200001	79.955
56.000000	79.952
57.000000	79.953
58.000000	79.959
59.000000	79.971
60.000000	79.982
60.799999	79.983
61.500000	79.981
62.200001	79.980
63.000000	79.983
64.000000	79.991
65.000000	80.000
66.000000	80.009
67.000000	80.015
68.000000	80.012
69.000000	80.009
70.000000	80.012
71.000000	80.018
72.000000	80.026
73.000000	80.035
74.000000	80.042
75.000000	80.042
76.199997	80.039
77.500000	80.040
78.800003	80.046
80.000000	80.056
81.199997	80.068
82.500000	80.078
83.800003	80.074
85.000000	80.070
86.199997	80.076
87.500000	80.091
88.500000	80.101
90.000000	80.105
91.199997	80.108
92.500000	80.117
93.800003	80.131
95.000000	80.141
96.199997	80.147
97.500000	80.152
98.800003	80.160
100.000000	80.170
101.500000	80.184
103.000000	80.193
104.400002	80.200
106.000000	80.211
107.500000	80.225
109.000000	80.240
110.599998	80.254
112.000000	80.267
113.800003	80.281
115.000000	80.291
117.199997	80.307
118.000000	80.313
120.599998	80.333
122.000000	80.345
124.099998	80.363
125.000000	80.370
126.500000	80.383
128.000000	80.396
131.500000	80.423
132.000000	80.427
134.000000	80.441
136.000000	80.456
138.000000	80.472
140.000000	80.488
143.000000	80.512
145.000000	80.528
147.500000	80.547
150.000000	80.567
152.500000	80.586
155.000000	80.604
157.500000	80.618
160.000000	80.632
162.500000	80.647
165.000000	80.664
167.500000	80.680
170.000000	80.696
172.500000	80.711
175.000000	80.723
177.500000	80.734
180.000000	80.744
182.500000	80.754
185.000000	80.765
187.500000	80.780
190.000000	80.794
192.500000	80.802
195.000000	80.806
197.500000	80.810
200.000000	80.821
203.000000	80.838
206.000000	80.852
209.000000	80.862
212.000000	80.870
214.000000	80.875
218.000000	80.884
220.000000	80.889
224.000000	80.902
227.000000	80.912
230.000000	80.918
233.000000	80.923
236.000000	80.929
240.000000	80.942
243.000000	80.953
247.000000	80.960
250.000000	80.964
254.000000	80.972
258.000000	80.986
262.000000	80.999
265.000000	81.005
269.000000	81.012
272.000000	81.019
276.000000	81.033
280.000000	81.048
285.000000	81.060
290.000000	81.071
295.000000	81.086
300.000000	81.103
304.000000	81.118
307.000000	81.130
311.000000	81.146
315.000000	81.162
320.000000	81.181
325.000000	81.201
330.000000	81.222
335.000000	81.244
340.000000	81.267
345.000000	81.291
350.000000	81.314
355.000000	81.339
360.000000	81.364
365.000000	81.391
370.000000	81.418
375.000000	81.444
382.000000	81.482
387.000000	81.511
395.000000	81.560
400.000000	81.591
406.000000	81.625
412.000000	81.660
418.000000	81.697
425.000000	81.741
431.000000	81.779
437.000000	81.817
444.000000	81.860
450.000000	81.896
455.000000	81.926
462.000000	81.969
468.000000	82.007
475.000000	82.052
482.000000	82.096
487.000000	82.128
494.000000	82.172
500.000000	82.211
508.000000	82.262
515.000000	82.304
522.000000	82.345
530.000000	82.392
538.000000	82.440
545.000000	82.482
552.000000	82.524
560.000000	82.570
570.000000	82.628
580.000000	82.685
590.000000	82.741
600.000000	82.796
608.000000	82.841
615.000000	82.881
622.000000	82.920
630.000000	82.966
640.000000	83.021
650.000000	83.074
660.000000	83.127
670.000000	83.180
680.000000	83.233
690.000000	83.286
700.000000	83.339
710.000000	83.390
720.000000	83.442
730.000000	83.496
740.000000	83.551
750.000000	83.606
762.000000	83.667
775.000000	83.734
788.000000	83.807
800.000000	83.875
812.000000	83.942
825.000000	84.014
838.000000	84.087
850.000000	84.157
862.000000	84.226
875.000000	84.301
885.000000	84.360
900.000000	84.449
912.000000	84.523
925.000000	84.605
938.000000	84.689
950.000000	84.769
962.000000	84.848
975.000000	84.935
988.000000	85.022
1000.000000	85.102
1015.000000	85.203
1030.000000	85.307
1044.000000	85.410
1060.000000	85.529
1075.000000	85.642
1090.000000	85.755
1106.000000	85.875
1120.000000	85.980
1138.000000	86.116
1150.000000	86.208
1172.000000	86.381
1180.000000	86.444
1206.000000	86.654
1220.000000	86.768
1241.000000	86.940
1250.000000	87.013
1265.000000	87.136
1280.000000	87.260
1315.000000	87.548
1320.000000	87.589
1340.000000	87.754
1360.000000	87.918
1380.000000	88.082
1400.000000	88.246
1430.000000	88.493
1450.000000	88.656
1475.000000	88.857
1500.000000	89.055
1525.000000	89.250
1550.000000	89.444
1575.000000	89.638
1600.000000	89.831
1625.000000	90.020
1650.000000	90.202
1675.000000	90.381
1700.000000	90.557
1725.000000	90.730
1750.000000	90.901
1775.000000	91.069
1800.000000	91.234
1825.000000	91.393
1850.000000	91.548
1875.000000	91.699
1900.000000	91.845
1925.000000	91.988
1950.000000	92.127
1975.000000	92.262
2000.000000	92.394
2030.000000	92.549
2060.000000	92.698
2090.000000	92.837
2120.000000	92.968
2140.000000	93.052
2180.000000	93.215
2200.000000	93.292
2240.000000	93.439
2270.000000	93.542
2300.000000	93.639
2330.000000	93.734
2360.000000	93.823
2400.000000	93.932
2430.000000	94.007
2470.000000	94.097
2500.000000	94.158
2540.000000	94.231
2580.000000	94.297
2620.000000	94.357
2650.000000	94.396
2690.000000	94.442
2720.000000	94.471
2760.000000	94.504
2800.000000	94.529
2850.000000	94.549
2900.000000	94.556
2950.000000	94.556
3000.000000	94.552
3040.000000	94.544
3070.000000	94.534
3110.000000	94.518
3150.000000	94.497
3200.000000	94.463
3250.000000	94.422
3300.000000	94.375
3350.000000	94.324
