* Measurement data measured by REW V5.20.3
* Source: C:\Users\Varun\Downloads\harman_in-ear_2019v2.csv
* Format: Comma/Tab/Space delimited data
* Dated: 23-Jul-2022 16:43:09
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Varun\Downloads\harman_in-ear_2019v2.csv Format: Comma/Tab/Space delimited data 695 values loaded, 20 Hz to 19,896 Hz log spaced 
* Measurement: harman_in-ear_2019v2
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	7.615
20.299999	7.625
20.600000	7.637
20.900000	7.646
21.200001	7.658
21.400000	7.666
21.799999	7.676
22.000000	7.680
22.400000	7.690
22.700001	7.696
23.000000	7.700
23.299999	7.704
23.600000	7.709
24.000000	7.711
24.299999	7.715
24.700001	7.719
25.000000	7.720
25.400000	7.720
25.799999	7.720
26.200001	7.720
26.500000	7.720
26.900000	7.720
27.200001	7.720
27.600000	7.720
28.000000	7.720
28.500000	7.720
29.000000	7.720
29.500000	7.720
30.000000	7.718
30.400000	7.712
30.700001	7.710
31.100000	7.705
31.500000	7.699
32.000000	7.691
32.500000	7.684
33.000000	7.676
33.500000	7.668
34.000000	7.656
34.500000	7.642
35.000000	7.630
35.500000	7.616
36.000000	7.599
36.500000	7.580
37.000000	7.560
37.500000	7.537
38.200001	7.506
38.700001	7.483
39.500000	7.442
40.000000	7.417
40.599998	7.383
41.200001	7.347
41.799999	7.310
42.500000	7.266
43.099998	7.225
43.700001	7.184
44.400002	7.136
45.000000	7.094
45.500000	7.055
46.200001	6.995
46.799999	6.947
47.500000	6.889
48.200001	6.825
48.700001	6.778
49.400002	6.714
50.000000	6.660
50.799999	6.593
51.500000	6.535
52.200001	6.475
53.000000	6.409
53.799999	6.338
54.500000	6.273
55.200001	6.210
56.000000	6.143
57.000000	6.066
58.000000	5.991
59.000000	5.920
60.000000	5.841
60.799999	5.765
61.500000	5.695
62.200001	5.622
63.000000	5.543
64.000000	5.457
65.000000	5.378
66.000000	5.300
67.000000	5.219
68.000000	5.132
69.000000	5.048
70.000000	4.966
71.000000	4.881
72.000000	4.794
73.000000	4.706
74.000000	4.622
75.000000	4.543
76.199997	4.454
77.500000	4.361
78.800003	4.270
80.000000	4.189
81.199997	4.104
82.500000	4.014
83.800003	3.921
85.000000	3.837
86.199997	3.757
87.500000	3.671
88.500000	3.602
90.000000	3.500
91.199997	3.416
92.500000	3.326
93.800003	3.240
95.000000	3.158
96.199997	3.073
97.500000	2.984
98.800003	2.894
100.000000	2.813
101.500000	2.724
103.000000	2.637
104.400002	2.557
106.000000	2.468
107.500000	2.382
109.000000	2.296
110.599998	2.208
112.000000	2.129
113.800003	2.025
115.000000	1.955
117.199997	1.828
118.000000	1.784
120.599998	1.652
122.000000	1.586
124.099998	1.484
125.000000	1.440
126.500000	1.367
128.000000	1.292
131.500000	1.125
132.000000	1.102
134.000000	1.012
136.000000	0.927
138.000000	0.844
140.000000	0.764
143.000000	0.658
145.000000	0.593
147.500000	0.510
150.000000	0.427
152.500000	0.350
155.000000	0.271
157.500000	0.190
160.000000	0.111
162.500000	0.033
165.000000	-0.043
167.500000	-0.119
170.000000	-0.193
172.500000	-0.267
175.000000	-0.339
177.500000	-0.410
180.000000	-0.480
182.500000	-0.546
185.000000	-0.610
187.500000	-0.675
190.000000	-0.738
192.500000	-0.798
195.000000	-0.856
197.500000	-0.913
200.000000	-0.965
203.000000	-1.023
206.000000	-1.076
209.000000	-1.130
212.000000	-1.177
214.000000	-1.206
218.000000	-1.265
220.000000	-1.296
224.000000	-1.351
227.000000	-1.383
230.000000	-1.414
233.000000	-1.446
236.000000	-1.477
240.000000	-1.508
243.000000	-1.530
247.000000	-1.560
250.000000	-1.578
254.000000	-1.599
258.000000	-1.619
262.000000	-1.635
265.000000	-1.647
269.000000	-1.662
272.000000	-1.673
276.000000	-1.687
280.000000	-1.697
285.000000	-1.701
290.000000	-1.706
295.000000	-1.710
300.000000	-1.710
304.000000	-1.710
307.000000	-1.710
311.000000	-1.710
315.000000	-1.710
320.000000	-1.710
325.000000	-1.706
330.000000	-1.701
335.000000	-1.699
340.000000	-1.694
345.000000	-1.687
350.000000	-1.679
355.000000	-1.672
360.000000	-1.664
365.000000	-1.654
370.000000	-1.647
375.000000	-1.640
382.000000	-1.630
387.000000	-1.622
395.000000	-1.608
400.000000	-1.599
406.000000	-1.590
412.000000	-1.580
418.000000	-1.570
425.000000	-1.558
431.000000	-1.546
437.000000	-1.537
444.000000	-1.524
450.000000	-1.511
455.000000	-1.500
462.000000	-1.484
468.000000	-1.472
475.000000	-1.457
482.000000	-1.442
487.000000	-1.432
494.000000	-1.417
500.000000	-1.404
508.000000	-1.382
515.000000	-1.366
522.000000	-1.352
530.000000	-1.336
538.000000	-1.319
545.000000	-1.300
552.000000	-1.281
560.000000	-1.262
570.000000	-1.243
580.000000	-1.226
590.000000	-1.209
600.000000	-1.189
608.000000	-1.166
615.000000	-1.144
622.000000	-1.123
630.000000	-1.102
640.000000	-1.075
650.000000	-1.050
660.000000	-1.026
670.000000	-1.001
680.000000	-0.972
690.000000	-0.943
700.000000	-0.914
710.000000	-0.885
720.000000	-0.857
730.000000	-0.829
740.000000	-0.802
750.000000	-0.775
762.000000	-0.743
775.000000	-0.709
788.000000	-0.672
800.000000	-0.636
812.000000	-0.605
825.000000	-0.571
838.000000	-0.534
850.000000	-0.501
862.000000	-0.464
875.000000	-0.424
885.000000	-0.395
900.000000	-0.351
912.000000	-0.310
925.000000	-0.262
938.000000	-0.218
950.000000	-0.179
962.000000	-0.138
975.000000	-0.091
988.000000	-0.044
1000.000000	-0.001
1015.000000	0.056
1030.000000	0.112
1044.000000	0.161
1060.000000	0.224
1075.000000	0.287
1090.000000	0.352
1106.000000	0.421
1120.000000	0.485
1138.000000	0.572
1150.000000	0.632
1172.000000	0.739
1180.000000	0.779
1206.000000	0.916
1220.000000	0.988
1241.000000	1.095
1250.000000	1.145
1265.000000	1.232
1280.000000	1.320
1315.000000	1.524
1320.000000	1.553
1340.000000	1.668
1360.000000	1.785
1380.000000	1.903
1400.000000	2.018
1430.000000	2.181
1450.000000	2.289
1475.000000	2.420
1500.000000	2.557
1525.000000	2.702
1550.000000	2.849
1575.000000	2.992
1600.000000	3.134
1625.000000	3.289
1650.000000	3.448
1675.000000	3.601
1700.000000	3.758
1725.000000	3.924
1750.000000	4.091
1775.000000	4.258
1800.000000	4.425
1825.000000	4.597
1850.000000	4.770
1875.000000	4.945
1900.000000	5.118
1925.000000	5.292
1950.000000	5.466
1975.000000	5.638
2000.000000	5.804
2030.000000	5.987
2060.000000	6.160
2090.000000	6.331
2120.000000	6.502
2140.000000	6.616
2180.000000	6.839
2200.000000	6.949
2240.000000	7.162
2270.000000	7.317
2300.000000	7.468
2330.000000	7.619
2360.000000	7.761
2400.000000	7.926
2430.000000	8.044
2470.000000	8.195
2500.000000	8.304
2540.000000	8.431
