* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 13-Oct-2022 20:22:52
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Utopia R VSG to Crin
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	73.319
20.299999	73.361
20.600000	73.403
20.900000	73.443
21.200001	73.482
21.400000	73.507
21.799999	73.555
22.000000	73.578
22.400000	73.622
22.700001	73.654
23.000000	73.685
23.299999	73.715
23.600000	73.745
24.000000	73.784
24.299999	73.812
24.700001	73.849
25.000000	73.877
25.400000	73.913
25.799999	73.950
26.200001	73.988
26.500000	74.016
26.900000	74.054
27.200001	74.082
27.600000	74.119
28.000000	74.155
28.500000	74.199
29.000000	74.240
29.500000	74.279
30.000000	74.316
30.400000	74.344
30.700001	74.364
31.100000	74.390
31.500000	74.414
32.000000	74.443
32.500000	74.470
33.000000	74.495
33.500000	74.520
34.000000	74.544
34.500000	74.569
35.000000	74.594
35.500000	74.620
36.000000	74.646
36.500000	74.672
37.000000	74.699
37.500000	74.724
38.200001	74.759
38.700001	74.783
39.500000	74.819
40.000000	74.841
40.599998	74.865
41.200001	74.890
41.799999	74.913
42.500000	74.939
43.099998	74.960
43.700001	74.980
44.400002	75.004
45.000000	75.023
45.500000	75.039
46.200001	75.062
46.799999	75.081
47.500000	75.102
48.200001	75.124
48.700001	75.139
49.400002	75.159
50.000000	75.175
50.799999	75.194
51.500000	75.210
52.200001	75.224
53.000000	75.241
53.799999	75.258
54.500000	75.275
55.200001	75.292
56.000000	75.313
57.000000	75.339
58.000000	75.366
59.000000	75.391
60.000000	75.415
60.799999	75.433
61.500000	75.449
62.200001	75.465
63.000000	75.482
64.000000	75.504
65.000000	75.524
66.000000	75.544
67.000000	75.563
68.000000	75.581
69.000000	75.599
70.000000	75.615
71.000000	75.630
72.000000	75.646
73.000000	75.661
74.000000	75.676
75.000000	75.692
76.199997	75.711
77.500000	75.731
78.800003	75.752
80.000000	75.772
81.199997	75.791
82.500000	75.811
83.800003	75.829
85.000000	75.845
86.199997	75.861
87.500000	75.876
88.500000	75.888
90.000000	75.904
91.199997	75.916
92.500000	75.928
93.800003	75.939
95.000000	75.949
96.199997	75.958
97.500000	75.967
98.800003	75.975
100.000000	75.981
101.500000	75.989
103.000000	75.997
104.400002	76.004
106.000000	76.011
107.500000	76.018
109.000000	76.025
110.599998	76.032
112.000000	76.038
113.800003	76.044
115.000000	76.047
117.199997	76.052
118.000000	76.053
120.599998	76.056
122.000000	76.057
124.099998	76.057
125.000000	76.058
126.500000	76.057
128.000000	76.057
131.500000	76.056
132.000000	76.055
134.000000	76.054
136.000000	76.051
138.000000	76.048
140.000000	76.043
143.000000	76.033
145.000000	76.027
147.500000	76.018
150.000000	76.011
152.500000	76.002
155.000000	75.993
157.500000	75.982
160.000000	75.971
162.500000	75.959
165.000000	75.948
167.500000	75.938
170.000000	75.928
172.500000	75.917
175.000000	75.907
177.500000	75.895
180.000000	75.884
182.500000	75.872
185.000000	75.860
187.500000	75.848
190.000000	75.837
192.500000	75.825
195.000000	75.813
197.500000	75.799
200.000000	75.784
203.000000	75.763
206.000000	75.741
209.000000	75.717
212.000000	75.692
214.000000	75.675
218.000000	75.641
220.000000	75.624
224.000000	75.593
227.000000	75.571
230.000000	75.552
233.000000	75.535
236.000000	75.519
240.000000	75.499
243.000000	75.486
247.000000	75.469
250.000000	75.457
254.000000	75.443
258.000000	75.429
262.000000	75.417
265.000000	75.408
269.000000	75.398
272.000000	75.391
276.000000	75.382
280.000000	75.374
285.000000	75.363
290.000000	75.351
295.000000	75.337
300.000000	75.321
304.000000	75.307
307.000000	75.296
311.000000	75.282
315.000000	75.268
320.000000	75.250
325.000000	75.233
330.000000	75.216
335.000000	75.198
340.000000	75.180
345.000000	75.162
350.000000	75.143
355.000000	75.124
360.000000	75.106
365.000000	75.088
370.000000	75.071
375.000000	75.054
382.000000	75.031
387.000000	75.014
395.000000	74.987
400.000000	74.971
406.000000	74.953
412.000000	74.937
418.000000	74.923
425.000000	74.909
431.000000	74.899
437.000000	74.891
444.000000	74.883
450.000000	74.877
455.000000	74.872
462.000000	74.864
468.000000	74.857
475.000000	74.848
482.000000	74.839
487.000000	74.833
494.000000	74.825
500.000000	74.818
508.000000	74.811
515.000000	74.807
522.000000	74.805
530.000000	74.804
538.000000	74.807
545.000000	74.811
552.000000	74.816
560.000000	74.824
570.000000	74.837
580.000000	74.851
590.000000	74.866
600.000000	74.880
608.000000	74.891
615.000000	74.901
622.000000	74.910
630.000000	74.920
640.000000	74.932
650.000000	74.944
660.000000	74.955
670.000000	74.968
680.000000	74.982
690.000000	75.000
700.000000	75.021
710.000000	75.045
720.000000	75.072
730.000000	75.101
740.000000	75.133
750.000000	75.165
762.000000	75.206
775.000000	75.253
788.000000	75.301
800.000000	75.345
812.000000	75.390
825.000000	75.440
838.000000	75.493
850.000000	75.546
862.000000	75.603
875.000000	75.668
885.000000	75.719
900.000000	75.798
912.000000	75.862
925.000000	75.934
938.000000	76.009
950.000000	76.082
962.000000	76.156
975.000000	76.237
988.000000	76.320
1000.000000	76.399
1015.000000	76.501
1030.000000	76.610
1044.000000	76.719
1060.000000	76.851
1075.000000	76.978
1090.000000	77.105
1106.000000	77.239
1120.000000	77.351
1138.000000	77.486
1150.000000	77.568
1172.000000	77.699
1180.000000	77.738
1206.000000	77.841
1220.000000	77.881
1241.000000	77.928
1250.000000	77.944
1265.000000	77.968
1280.000000	77.989
1315.000000	78.026
1320.000000	78.030
1340.000000	78.043
1360.000000	78.052
1380.000000	78.057
1400.000000	78.059
1430.000000	78.053
1450.000000	78.036
1475.000000	77.995
1500.000000	77.926
1525.000000	77.830
1550.000000	77.713
1575.000000	77.585
1600.000000	77.452
1625.000000	77.317
1650.000000	77.181
1675.000000	77.047
1700.000000	76.917
1725.000000	76.794
1750.000000	76.682
1775.000000	76.585
1800.000000	76.507
1825.000000	76.450
1850.000000	76.418
1875.000000	76.422
1900.000000	76.501
1925.000000	76.674
1950.000000	76.904
1975.000000	77.162
2000.000000	77.453
2030.000000	77.853
2060.000000	78.297
2090.000000	78.756
2120.000000	79.186
2140.000000	79.438
2180.000000	79.835
2200.000000	79.981
2240.000000	80.196
2270.000000	80.330
2300.000000	80.486
2330.000000	80.697
2360.000000	80.963
2400.000000	81.349
2430.000000	81.624
2470.000000	81.967
2500.000000	82.219
2540.000000	82.545
2580.000000	82.827
2620.000000	83.036
2650.000000	83.139
2690.000000	83.205
2720.000000	83.197
2760.000000	83.103
2800.000000	82.936
2850.000000	82.767
2900.000000	82.856
2950.000000	83.234
3000.000000	83.694
3040.000000	83.976
3070.000000	84.105
3110.000000	84.178
3150.000000	84.181
3200.000000	84.168
3250.000000	84.185
3300.000000	84.212
3350.000000	84.187
3400.000000	84.056
3450.000000	83.791
3500.000000	83.400
3550.000000	82.925
3600.000000	82.431
3650.000000	81.999
3700.000000	81.696
3750.000000	81.543
3820.000000	81.497
3870.000000	81.499
3950.000000	81.456
4000.000000	81.379
4060.000000	81.222
4120.000000	80.993
4180.000000	80.714
4250.000000	80.372
4310.000000	80.099
4370.000000	79.860
4440.000000	79.626
4500.000000	79.449
4550.000000	79.301
4620.000000	79.058
4680.000000	78.788
4750.000000	78.378
4820.000000	77.852
4870.000000	77.410
4940.000000	76.722
5000.000000	76.101
5080.000000	75.315
5150.000000	74.766
5220.000000	74.463
5300.000000	74.553
5380.000000	75.168
5450.000000	76.062
5520.000000	77.141
5600.000000	78.414
5700.000000	79.842
5800.000000	80.922
5900.000000	81.567
6000.000000	81.771
6080.000000	81.659
6150.000000	81.400
6220.000000	81.031
6300.000000	80.523
6400.000000	79.817
6500.000000	79.044
6600.000000	78.167
6700.000000	77.132
6800.000000	75.912
6900.000000	74.528
7000.000000	73.036
7100.000000	71.522
7200.000000	70.105
7300.000000	68.939
7400.000000	68.204
7500.000000	68.044
7620.000000	68.590
7750.000000	69.723
7880.000000	70.933
8000.000000	71.851
8120.000000	72.468
8250.000000	72.742
8380.000000	72.593
8500.000000	72.101
8620.000000	71.307
8750.000000	70.156
8850.000000	69.099
9000.000000	67.365
9120.000000	66.058
9250.000000	64.995
9380.000000	64.447
9500.000000	64.388
9620.000000	64.696
9750.000000	65.350
9880.000000	66.179
10000.000000	66.944
10150.000000	67.752
10300.000000	68.341
10440.000000	68.704
10600.000000	68.918
10750.000000	68.922
10900.000000	68.738
11060.000000	68.383
11200.000000	68.021
11380.000000	67.640
11500.000000	67.530
11720.000000	67.805
11800.000000	68.088
12060.000000	69.576
12200.000000	70.526
12410.000000	71.729
12500.000000	72.085
12650.000000	72.416
12800.000000	72.426
13150.000000	71.670
13200.000000	71.549
13400.000000	71.246
13600.000000	71.346
13800.000000	71.773
14000.000000	72.304
14300.000000	72.849
14500.000000	72.853
14750.000000	72.356
15000.000000	71.350
15250.000000	70.086
15500.000000	69.149
15750.000000	69.226
16000.000000	70.263
16250.000000	71.571
16500.000000	72.644
16750.000000	73.292
17000.000000	73.455
17250.000000	73.095
17500.000000	72.198
17750.000000	70.810
18000.000000	69.043
18250.000000	67.074
18500.000000	65.111
18750.000000	63.341
19000.000000	61.903
19250.000000	60.899
19500.000000	60.337
19750.000000	60.079
