* Measurement data measured by REW V5.20.13
* Source: Microphone (IKKO ITM01s), MICROPHONE (Master Volume), R, volume: 0.520
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 26-Oct-2022 18:22:03
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: TINHiFi T1S L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.299999 86.456 -129.5591
20.600000 86.489 -129.9247
20.900000 86.557 -130.5887
21.200001 86.623 -131.2509
21.400000 86.664 -131.6934
21.799999 86.744 -132.5988
22.000000 86.783 -133.0590
22.400000 86.859 -133.9586
22.700001 86.916 -134.5959
23.000000 86.975 -135.1981
23.299999 87.036 -135.7734
23.600000 87.099 -136.3326
24.000000 87.182 -137.0676
24.299999 87.241 -137.6146
24.700001 87.314 -138.3328
25.000000 87.364 -138.8554
25.400000 87.424 -139.5243
25.799999 87.479 -140.1656
26.200001 87.531 -140.7958
26.500000 87.568 -141.2715
26.900000 87.615 -141.9146
27.200001 87.647 -142.3993
27.600000 87.687 -143.0350
28.000000 87.725 -143.6431
28.500000 87.777 -144.3645
29.000000 87.835 -145.0799
29.500000 87.893 -145.8305
30.000000 87.943 -146.6130
30.400000 87.974 -147.2272
30.700001 87.994 -147.6612
31.100000 88.022 -148.1953
31.500000 88.055 -148.6935
32.000000 88.107 -149.3155
32.500000 88.162 -149.9791
33.000000 88.207 -150.6695
33.500000 88.237 -151.3280
34.000000 88.258 -151.9135
34.500000 88.279 -152.4479
35.000000 88.305 -152.9900
35.500000 88.335 -153.5800
36.000000 88.363 -154.2040
36.500000 88.387 -154.8204
37.000000 88.410 -155.4024
37.500000 88.433 -155.9566
38.200001 88.464 -156.7187
38.700001 88.483 -157.2596
39.500000 88.509 -158.1057
40.000000 88.525 -158.6240
40.599998 88.546 -159.2404
41.200001 88.565 -159.8474
41.799999 88.583 -160.4398
42.500000 88.602 -161.1117
43.099998 88.618 -161.6687
43.700001 88.636 -162.2077
44.400002 88.656 -162.8283
45.000000 88.668 -163.3629
45.500000 88.674 -163.8017
46.200001 88.680 -164.3905
46.799999 88.688 -164.8840
47.500000 88.701 -165.4765
48.200001 88.709 -166.0724
48.700001 88.712 -166.4768
49.400002 88.716 -167.0164
50.000000 88.722 -167.4921
50.799999 88.729 -168.1626
51.500000 88.731 -168.7208
52.200001 88.734 -169.2120
53.000000 88.740 -169.7508
53.799999 88.738 -170.3288
54.500000 88.729 -170.8403
55.200001 88.723 -171.3374
56.000000 88.722 -171.9180
57.000000 88.720 -172.6342
58.000000 88.714 -173.2467
59.000000 88.714 -173.8520
60.000000 88.705 -174.5034
60.799999 88.695 -174.9852
61.500000 88.688 -175.3694
62.200001 88.683 -175.7421
63.000000 88.676 -176.1739
64.000000 88.663 -176.7415
65.000000 88.647 -177.3235
66.000000 88.633 -177.8719
67.000000 88.621 -178.3930
68.000000 88.606 -178.9050
69.000000 88.590 -179.4243
70.000000 88.572 -179.9416
71.000000 88.552 179.5733
72.000000 88.535 179.0922
73.000000 88.517 178.6011
74.000000 88.498 178.1195
75.000000 88.478 177.6627
76.199997 88.452 177.1561
77.500000 88.424 176.6164
78.800003 88.396 176.0514
80.000000 88.372 175.5174
81.199997 88.345 175.0079
82.500000 88.311 174.4955
83.800003 88.276 174.0310
85.000000 88.247 173.6036
86.199997 88.220 173.1591
87.500000 88.192 172.6917
88.500000 88.169 172.3427
90.000000 88.128 171.8262
91.199997 88.094 171.3983
92.500000 88.057 170.9502
93.800003 88.022 170.5309
95.000000 87.990 170.1507
96.199997 87.957 169.7781
97.500000 87.922 169.3897
98.800003 87.888 169.0001
100.000000 87.856 168.6387
101.500000 87.814 168.2090
103.000000 87.771 167.8058
104.400002 87.733 167.4514
106.000000 87.689 167.0424
107.500000 87.643 166.6315
109.000000 87.597 166.2385
110.599998 87.550 165.8474
112.000000 87.511 165.5196
113.800003 87.460 165.1130
115.000000 87.425 164.8459
117.199997 87.360 164.3662
118.000000 87.335 164.1945
120.599998 87.257 163.6364
122.000000 87.216 163.3394
124.099998 87.154 162.9009
125.000000 87.127 162.7242
126.500000 87.082 162.4342
128.000000 87.035 162.1338
131.500000 86.934 161.5290
132.000000 86.919 161.4554
134.000000 86.854 161.1616
136.000000 86.799 160.8101
138.000000 86.755 160.5032
140.000000 86.704 160.2313
143.000000 86.601 159.8744
145.000000 86.539 159.6366
147.500000 86.453 159.2733
150.000000 86.388 158.9595
152.500000 86.327 158.6481
155.000000 86.245 158.3728
157.500000 86.183 158.1458
160.000000 86.127 157.9503
162.500000 86.035 157.5284
165.000000 85.969 157.3058
167.500000 85.892 157.2327
170.000000 85.829 156.9282
172.500000 85.764 156.6565
175.000000 85.694 156.4280
177.500000 85.624 156.2430
180.000000 85.557 156.0823
182.500000 85.494 155.9516
185.000000 85.433 155.8425
187.500000 85.368 155.7451
190.000000 85.300 155.6082
192.500000 85.229 155.4465
195.000000 85.165 155.2860
197.500000 85.103 155.1736
200.000000 85.037 155.1073
203.000000 84.946 154.9890
206.000000 84.865 154.8166
209.000000 84.799 154.6758
212.000000 84.729 154.6132
214.000000 84.681 154.5530
218.000000 84.582 154.4612
220.000000 84.536 154.4247
224.000000 84.447 154.3073
227.000000 84.372 154.2504
230.000000 84.297 154.2737
233.000000 84.232 154.2692
236.000000 84.168 154.2084
240.000000 84.080 154.1076
243.000000 84.011 154.0741
247.000000 83.921 154.0632
250.000000 83.855 154.0747
254.000000 83.767 154.0899
258.000000 83.684 154.1078
262.000000 83.604 154.1304
265.000000 83.546 154.1579
269.000000 83.468 154.2075
272.000000 83.407 154.2532
276.000000 83.325 154.3240
280.000000 83.245 154.3911
285.000000 83.148 154.4710
290.000000 83.056 154.5704
295.000000 82.965 154.6814
300.000000 82.876 154.8011
304.000000 82.805 154.9197
307.000000 82.750 155.0120
311.000000 82.679 155.1169
315.000000 82.613 155.1862
320.000000 82.543 155.2795
325.000000 82.461 155.4393
330.000000 82.359 155.5924
335.000000 82.255 155.9233
340.000000 82.156 156.2810
345.000000 82.106 156.5094
350.000000 82.090 156.6006
355.000000 82.009 156.5684
360.000000 81.893 156.8875
365.000000 81.825 157.2531
370.000000 81.764 157.4496
375.000000 81.696 157.6495
382.000000 81.600 157.9688
387.000000 81.533 158.2215
395.000000 81.431 158.6278
400.000000 81.367 158.8751
406.000000 81.291 159.1832
412.000000 81.219 159.4995
418.000000 81.150 159.8163
425.000000 81.071 160.1963
431.000000 81.005 160.5301
437.000000 80.938 160.8716
444.000000 80.861 161.2596
450.000000 80.797 161.5889
455.000000 80.745 161.8849
462.000000 80.670 162.3108
468.000000 80.610 162.6558
475.000000 80.542 163.1134
482.000000 80.470 163.5358
487.000000 80.427 163.8146
494.000000 80.369 164.2443
500.000000 80.317 164.6238
508.000000 80.252 165.1212
515.000000 80.197 165.5784
522.000000 80.142 166.0367
530.000000 80.079 166.5572
538.000000 80.014 167.0791
545.000000 79.959 167.5262
552.000000 79.908 167.9805
560.000000 79.853 168.5092
570.000000 79.785 169.1825
580.000000 79.720 169.8660
590.000000 79.658 170.5524
600.000000 79.598 171.2479
608.000000 79.552 171.8086
615.000000 79.514 172.3024
622.000000 79.476 172.8026
630.000000 79.435 173.3762
640.000000 79.386 174.0938
650.000000 79.340 174.8209
660.000000 79.297 175.5524
670.000000 79.255 176.2893
680.000000 79.217 177.0332
690.000000 79.182 177.7819
700.000000 79.150 178.5354
710.000000 79.120 179.2964
720.000000 79.094 -179.9369
730.000000 79.071 -179.1696
740.000000 79.050 -178.4007
750.000000 79.033 -177.6331
762.000000 79.016 -176.7278
775.000000 79.001 -175.7607
788.000000 78.988 -174.8152
800.000000 78.972 -173.9689
812.000000 78.950 -173.1170
825.000000 78.915 -172.1196
838.000000 78.873 -170.9736
850.000000 78.842 -169.7742
862.000000 78.830 -168.4843
875.000000 78.839 -167.0473
885.000000 78.860 -165.9315
900.000000 78.911 -164.2371
912.000000 78.971 -162.8709
925.000000 79.057 -161.4060
938.000000 79.166 -160.0139
950.000000 79.279 -158.8235
962.000000 79.398 -157.7068
975.000000 79.534 -156.5424
988.000000 79.678 -155.3978
1000.000000 79.823 -154.3676
1015.000000 80.025 -153.1563
1030.000000 80.249 -152.0862
1044.000000 80.474 -151.2558
1060.000000 80.742 -150.5321
1075.000000 80.993 -150.0836
1090.000000 81.236 -149.8476
1106.000000 81.479 -149.7933
1120.000000 81.674 -149.8735
1138.000000 81.898 -150.0934
1150.000000 82.032 -150.2849
1172.000000 82.249 -150.6697
1180.000000 82.320 -150.8094
1206.000000 82.527 -151.2396
1220.000000 82.625 -151.4516
1241.000000 82.762 -151.7347
1250.000000 82.817 -151.8424
1265.000000 82.905 -152.0035
1280.000000 82.990 -152.1443
1315.000000 83.177 -152.4118
1320.000000 83.202 -152.4463
1340.000000 83.301 -152.5610
1360.000000 83.400 -152.6412
1380.000000 83.499 -152.7170
1400.000000 83.598 -152.8040
1430.000000 83.751 -152.8874
1450.000000 83.850 -152.9106
1475.000000 83.978 -152.9663
1500.000000 84.102 -153.0381
1525.000000 84.226 -153.0827
1550.000000 84.356 -153.1244
1575.000000 84.487 -153.1939
1600.000000 84.622 -153.2831
1625.000000 84.760 -153.3584
1650.000000 84.896 -153.4423
1675.000000 85.033 -153.6066
1700.000000 85.175 -153.8125
1725.000000 85.320 -154.0291
1750.000000 85.466 -154.2717
1775.000000 85.611 -154.5470
1800.000000 85.759 -154.8573
1825.000000 85.906 -155.2090
1850.000000 86.054 -155.6028
1875.000000 86.202 -156.0364
1900.000000 86.348 -156.5143
1925.000000 86.494 -157.0361
1950.000000 86.638 -157.6021
1975.000000 86.780 -158.2148
2000.000000 86.919 -158.8760
2030.000000 87.082 -159.7327
2060.000000 87.238 -160.6544
2090.000000 87.388 -161.6420
2120.000000 87.531 -162.6948
2140.000000 87.621 -163.4288
2180.000000 87.788 -164.9686
2200.000000 87.865 -165.7728
2240.000000 88.003 -167.4396
2270.000000 88.093 -168.7308
2300.000000 88.171 -170.0470
2330.000000 88.236 -171.3817
2360.000000 88.289 -172.7299
2400.000000 88.339 -174.5352
2430.000000 88.361 -175.8833
2470.000000 88.373 -177.6596
2500.000000 88.367 -178.9661
2540.000000 88.344 179.3392
2580.000000 88.302 177.7105
2620.000000 88.244 176.1609
2650.000000 88.192 175.0552
2690.000000 88.110 173.6609
2720.000000 88.043 172.6780
2760.000000 87.945 171.4553
2800.000000 87.840 170.3326
2850.000000 87.704 169.0670
2900.000000 87.564 167.9458
2950.000000 87.424 166.9640
3000.000000 87.285 166.1071
3040.000000 87.177 165.5052
3070.000000 87.099 165.0997
3110.000000 86.998 164.6129
3150.000000 86.902 164.1782
3200.000000 86.787 163.6887
3250.000000 86.682 163.2759
3300.000000 86.590 162.9347
3350.000000 86.507 162.6378
3400.000000 86.434 162.3572
3450.000000 86.372 162.0884
3500.000000 86.321 161.8216
3550.000000 86.280 161.5449
3600.000000 86.249 161.2476
3650.000000 86.226 160.9212
3700.000000 86.211 160.5549
3750.000000 86.204 160.1376
3820.000000 86.202 159.4524
3870.000000 86.206 158.8822
3950.000000 86.216 157.8098
4000.000000 86.221 157.0314
4060.000000 86.224 155.9821
4120.000000 86.218 154.8022
4180.000000 86.199 153.4893
4250.000000 86.157 151.8060
4310.000000 86.098 150.2492
4370.000000 86.014 148.6121
4440.000000 85.881 146.6391
4500.000000 85.734 144.9279
4550.000000 85.589 143.5133
4620.000000 85.350 141.5894
4680.000000 85.114 140.0287
4750.000000 84.805 138.3573
4820.000000 84.464 136.8814
4870.000000 84.205 135.9628
4940.000000 83.823 134.8826
5000.000000 83.484 134.1587
5080.000000 83.021 133.4869
5150.000000 82.612 133.1678
5220.000000 82.205 133.0950
5300.000000 81.748 133.2947
5380.000000 81.304 133.7729
5450.000000 80.931 134.4027
5520.000000 80.576 135.2114
5600.000000 80.191 136.3318
5700.000000 79.749 137.9950
5800.000000 79.354 139.9047
5900.000000 79.010 142.0114
6000.000000 78.717 144.2659
6080.000000 78.521 146.1542
