* Measurement data measured by REW V5.20.13
* Source: Microphone (IKKO ITM01s), MICROPHONE (Master Volume), R, volume: 0.520
* Format: 256k Log Swept Sine, 1 sweep at -15.0 dBFS with no timing reference
* Dated: 25-Oct-2022 22:25:44
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HeartField Deer L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.299999 86.824 -140.7726
20.600000 86.846 -141.1643
20.900000 86.889 -141.8718
21.200001 86.929 -142.5660
21.400000 86.953 -143.0220
21.799999 87.001 -143.9420
22.000000 87.025 -144.4067
22.400000 87.073 -145.3160
22.700001 87.109 -145.9639
23.000000 87.147 -146.5791
23.299999 87.186 -147.1669
23.600000 87.225 -147.7366
24.000000 87.277 -148.4824
24.299999 87.312 -149.0371
24.700001 87.355 -149.7681
25.000000 87.382 -150.3030
25.400000 87.415 -150.9881
25.799999 87.445 -151.6349
26.200001 87.476 -152.2453
26.500000 87.499 -152.6833
26.900000 87.530 -153.2479
27.200001 87.553 -153.6638
27.600000 87.582 -154.2194
28.000000 87.606 -154.7899
28.500000 87.628 -155.5354
29.000000 87.639 -156.3027
29.500000 87.643 -157.0591
30.000000 87.647 -157.7839
30.400000 87.656 -158.3496
30.700001 87.665 -158.7736
31.100000 87.680 -159.3410
31.500000 87.695 -159.9027
32.000000 87.712 -160.5766
32.500000 87.731 -161.2140
33.000000 87.751 -161.8379
33.500000 87.770 -162.4669
34.000000 87.783 -163.0872
34.500000 87.791 -163.6671
35.000000 87.797 -164.1985
35.500000 87.804 -164.7056
36.000000 87.810 -165.2141
36.500000 87.811 -165.7245
37.000000 87.807 -166.2230
37.500000 87.803 -166.7072
38.200001 87.798 -167.3857
38.700001 87.795 -167.8805
39.500000 87.788 -168.6633
40.000000 87.784 -169.1346
40.599998 87.780 -169.6887
41.200001 87.774 -170.2388
41.799999 87.767 -170.7781
42.500000 87.757 -171.3791
43.099998 87.750 -171.8702
43.700001 87.744 -172.3479
44.400002 87.735 -172.8947
45.000000 87.724 -173.3545
45.500000 87.713 -173.7327
46.200001 87.696 -174.2586
46.799999 87.681 -174.7023
47.500000 87.664 -175.1992
48.200001 87.648 -175.6723
48.700001 87.637 -176.0045
49.400002 87.620 -176.4746
50.000000 87.604 -176.8853
50.799999 87.579 -177.4276
51.500000 87.557 -177.8704
52.200001 87.538 -178.2807
53.000000 87.519 -178.7477
53.799999 87.497 -179.2322
54.500000 87.474 -179.6495
55.200001 87.450 179.9480
56.000000 87.422 179.4994
57.000000 87.386 178.9803
58.000000 87.356 178.5233
59.000000 87.330 178.0743
60.000000 87.300 177.5956
60.799999 87.271 177.2073
61.500000 87.243 176.8820
62.200001 87.217 176.5729
63.000000 87.190 176.2307
64.000000 87.157 175.8127
65.000000 87.123 175.4064
66.000000 87.087 175.0108
67.000000 87.050 174.6255
68.000000 87.013 174.2514
69.000000 86.976 173.8937
70.000000 86.940 173.5519
71.000000 86.904 173.2172
72.000000 86.868 172.8922
73.000000 86.832 172.5715
74.000000 86.796 172.2515
75.000000 86.760 171.9418
76.199997 86.715 171.5921
77.500000 86.665 171.2357
78.800003 86.620 170.8791
80.000000 86.579 170.5706
81.199997 86.537 170.2957
82.500000 86.494 169.9833
83.800003 86.448 169.6582
85.000000 86.401 169.3915
86.199997 86.353 169.1533
87.500000 86.308 168.8953
88.500000 86.276 168.6922
90.000000 86.226 168.3958
91.199997 86.186 168.1744
92.500000 86.142 167.9511
93.800003 86.097 167.7361
95.000000 86.056 167.5380
96.199997 86.017 167.3441
97.500000 85.975 167.1406
98.800003 85.931 166.9434
100.000000 85.891 166.7694
101.500000 85.842 166.5652
103.000000 85.796 166.3810
104.400002 85.753 166.2234
106.000000 85.702 166.0258
107.500000 85.655 165.8368
109.000000 85.609 165.6654
110.599998 85.560 165.4950
112.000000 85.518 165.3546
113.800003 85.464 165.1866
115.000000 85.428 165.0774
117.199997 85.365 164.8857
118.000000 85.342 164.8194
120.599998 85.269 164.6118
122.000000 85.231 164.5123
124.099998 85.173 164.3815
125.000000 85.148 164.3298
126.500000 85.107 164.2408
128.000000 85.067 164.1464
131.500000 84.977 163.9389
132.000000 84.964 163.9114
134.000000 84.914 163.8095
136.000000 84.864 163.7239
138.000000 84.815 163.6409
140.000000 84.767 163.5517
143.000000 84.696 163.4422
145.000000 84.650 163.3907
147.500000 84.592 163.3093
150.000000 84.535 163.2290
152.500000 84.479 163.1646
155.000000 84.425 163.1082
157.500000 84.371 163.0601
160.000000 84.318 163.0215
162.500000 84.266 162.9857
165.000000 84.217 162.9499
167.500000 84.168 162.9198
170.000000 84.120 162.8989
172.500000 84.071 162.8793
175.000000 84.023 162.8644
177.500000 83.977 162.8580
180.000000 83.932 162.8537
182.500000 83.887 162.8484
185.000000 83.843 162.8479
187.500000 83.800 162.8494
190.000000 83.758 162.8524
192.500000 83.715 162.8621
195.000000 83.671 162.8777
197.500000 83.630 162.8930
200.000000 83.591 162.9125
203.000000 83.545 162.9359
206.000000 83.499 162.9623
209.000000 83.453 162.9908
212.000000 83.407 163.0201
214.000000 83.377 163.0414
218.000000 83.319 163.0901
220.000000 83.290 163.1187
224.000000 83.235 163.1820
227.000000 83.194 163.2281
230.000000 83.154 163.2739
233.000000 83.114 163.3232
236.000000 83.073 163.3702
240.000000 83.019 163.4365
243.000000 82.980 163.4875
247.000000 82.929 163.5514
250.000000 82.892 163.6052
254.000000 82.843 163.6817
258.000000 82.795 163.7686
262.000000 82.748 163.8499
265.000000 82.713 163.9058
269.000000 82.666 163.9947
272.000000 82.632 164.0697
276.000000 82.588 164.1556
280.000000 82.545 164.2394
285.000000 82.489 164.3627
290.000000 82.434 164.4874
295.000000 82.381 164.6072
300.000000 82.331 164.7342
304.000000 82.290 164.8383
307.000000 82.259 164.9182
311.000000 82.219 165.0289
315.000000 82.180 165.1393
320.000000 82.132 165.2724
325.000000 82.083 165.4130
330.000000 82.038 165.5621
335.000000 81.994 165.6949
340.000000 81.947 165.8225
345.000000 81.899 165.9626
350.000000 81.853 166.1215
355.000000 81.810 166.2998
360.000000 81.771 166.4665
365.000000 81.731 166.5929
370.000000 81.685 166.7179
375.000000 81.638 166.9016
382.000000 81.585 167.1693
387.000000 81.547 167.3231
395.000000 81.483 167.5633
400.000000 81.441 167.7404
406.000000 81.396 167.9582
412.000000 81.352 168.1639
418.000000 81.307 168.3757
425.000000 81.254 168.6281
431.000000 81.210 168.8436
437.000000 81.168 169.0665
444.000000 81.119 169.3345
450.000000 81.078 169.5667
455.000000 81.044 169.7606
462.000000 80.996 170.0353
468.000000 80.957 170.2722
475.000000 80.911 170.5500
482.000000 80.867 170.8336
487.000000 80.835 171.0383
494.000000 80.792 171.3294
500.000000 80.755 171.5823
508.000000 80.707 171.9230
515.000000 80.666 172.2258
522.000000 80.626 172.5313
530.000000 80.582 172.8870
538.000000 80.538 173.2464
545.000000 80.500 173.5642
552.000000 80.463 173.8840
560.000000 80.421 174.2556
570.000000 80.371 174.7343
580.000000 80.324 175.2166
590.000000 80.279 175.7047
600.000000 80.233 176.1921
608.000000 80.198 176.5842
615.000000 80.169 176.9335
622.000000 80.141 177.2932
630.000000 80.110 177.7089
640.000000 80.074 178.2327
650.000000 80.041 178.7672
660.000000 80.011 179.3043
670.000000 79.984 179.8431
680.000000 79.959 -179.6296
690.000000 79.936 -179.1112
700.000000 79.915 -178.5962
710.000000 79.896 -178.0902
720.000000 79.879 -177.5870
730.000000 79.863 -177.0884
740.000000 79.849 -176.5984
750.000000 79.836 -176.1181
762.000000 79.821 -175.5550
775.000000 79.807 -174.9654
788.000000 79.793 -174.4059
800.000000 79.778 -173.9220
812.000000 79.759 -173.4651
825.000000 79.731 -172.9979
838.000000 79.692 -172.5482
850.000000 79.642 -172.1125
862.000000 79.576 -171.6246
875.000000 79.486 -170.9949
885.000000 79.407 -170.3907
900.000000 79.282 -169.2150
912.000000 79.190 -168.0226
925.000000 79.115 -166.4983
938.000000 79.076 -164.8024
950.000000 79.080 -163.1732
962.000000 79.121 -161.5620
975.000000 79.202 -159.9082
988.000000 79.312 -158.3947
1000.000000 79.432 -157.1390
1015.000000 79.596 -155.7635
1030.000000 79.769 -154.5832
1044.000000 79.933 -153.6342
1060.000000 80.118 -152.7058
1075.000000 80.288 -151.9589
1090.000000 80.454 -151.3165
1106.000000 80.626 -150.7308
1120.000000 80.772 -150.2850
1138.000000 80.952 -149.7862
1150.000000 81.068 -149.4933
1172.000000 81.271 -149.0272
1180.000000 81.343 -148.8767
1206.000000 81.565 -148.4430
1220.000000 81.680 -148.2397
1241.000000 81.845 -147.9691
1250.000000 81.914 -147.8648
1265.000000 82.025 -147.7008
1280.000000 82.133 -147.5464
1315.000000 82.376 -147.2195
1320.000000 82.409 -147.1752
1340.000000 82.541 -147.0037
1360.000000 82.671 -146.8425
1380.000000 82.798 -146.6865
1400.000000 82.924 -146.5352
1430.000000 83.110 -146.3163
1450.000000 83.233 -146.1770
1475.000000 83.388 -146.0101
1500.000000 83.543 -145.8556
1525.000000 83.698 -145.7154
1550.000000 83.855 -145.5875
1575.000000 84.014 -145.4788
1600.000000 84.174 -145.3912
1625.000000 84.337 -145.3248
1650.000000 84.502 -145.2872
1675.000000 84.670 -145.2831
1700.000000 84.840 -145.3149
1725.000000 85.012 -145.3824
1750.000000 85.187 -145.4845
1775.000000 85.363 -145.6311
1800.000000 85.541 -145.8276
1825.000000 85.720 -146.0716
1850.000000 85.900 -146.3662
1875.000000 86.080 -146.7166
1900.000000 86.261 -147.1268
1925.000000 86.442 -147.5981
1950.000000 86.621 -148.1329
1975.000000 86.798 -148.7355
2000.000000 86.973 -149.4070
2030.000000 87.177 -150.3036
2060.000000 87.375 -151.2979
2090.000000 87.565 -152.3927
2120.000000 87.744 -153.5878
2140.000000 87.856 -154.4377
2180.000000 88.064 -156.2535
2200.000000 88.158 -157.2135
2240.000000 88.324 -159.2301
2270.000000 88.426 -160.8151
2300.000000 88.509 -162.4464
2330.000000 88.571 -164.1092
2360.000000 88.612 -165.7866
2400.000000 88.635 -168.0208
2430.000000 88.628 -169.6732
2470.000000 88.588 -171.8178
2500.000000 88.536 -173.3673
2540.000000 88.440 -175.3322
2580.000000 88.317 -177.1599
2620.000000 88.172 -178.8305
2650.000000 88.051 -179.9744
2690.000000 87.875 178.6480
2720.000000 87.736 177.7271
2760.000000 87.542 176.6493
2800.000000 87.343 175.7373
2850.000000 87.089 174.8183
2900.000000 86.836 174.1315
2950.000000 86.586 173.6624
3000.000000 86.344 173.3914
3040.000000 86.158 173.3041
3070.000000 86.023 173.3074
3110.000000 85.850 173.3942
3150.000000 85.685 173.5664
3200.000000 85.490 173.8789
3250.000000 85.309 174.3126
3300.000000 85.147 174.8582
3350.000000 84.999 175.4881
3400.000000 84.866 176.1771
3450.000000 84.748 176.9241
3500.000000 84.646 177.7213
3550.000000 84.560 178.5604
3600.000000 84.490 179.4321
3650.000000 84.434 -179.6730
3700.000000 84.395 -178.7621
3750.000000 84.371 -177.8387
3820.000000 84.363 -176.5458
3870.000000 84.375 -175.6290
3950.000000 84.425 -174.1896
4000.000000 84.476 -173.3159
4060.000000 84.557 -172.3085
4120.000000 84.658 -171.3606
4180.000000 84.781 -170.4855
4250.000000 84.951 -169.5822
4310.000000 85.119 -168.9282
4370.000000 85.306 -168.4039
4440.000000 85.548 -167.9827
4500.000000 85.773 -167.8144
4550.000000 85.971 -167.8317
4620.000000 86.262 -168.1244
4680.000000 86.518 -168.6489
4750.000000 86.818 -169.6116
4820.000000 87.110 -170.9764
4870.000000 87.306 -172.2064
4940.000000 87.551 -174.2845
5000.000000 87.725 -176.3783
5080.000000 87.888 -179.5539
5150.000000 87.952 177.4028
5220.000000 87.933 174.2355
5300.000000 87.807 170.6379
5380.000000 87.572 167.2592
5450.000000 87.288 164.6351
5520.000000 86.946 162.4451
5600.000000 86.513 160.5692
5700.000000 85.971 159.0379
5800.000000 85.445 158.0761
5900.000000 84.918 157.6663
6000.000000 84.407 157.8791
