* Measurement data measured by REW V5.20.13
* Source: USB-C to 3.5mm Headphone Jack Adapter, USB-C to 3.5mm Headphone Jack Adapter, 0, volume: 1.000. Timing signal peak level -13.1 dBFS, measurement signal peak level -6.1 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -15.0 dBFS using an acoustic timing reference
* Dated: 30-Nov-2022 6:52:22 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay -0.1171 ms (-40 mm, -1.58 in) using estimated IR delay relative to Acoustic reference played from USB-C to 3.5mm Headphone Jack Adapter L with no timing offset Clock adjustment: 0.9 ppm
* Measurement: 220 ohm R
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 93.087 -135.4758
20.299999 93.135 -136.3374
20.600000 93.227 -137.2400
20.900000 93.280 -138.1888
21.200001 93.281 -139.1624
21.400000 93.318 -139.8040
21.799999 93.361 -141.0138
22.000000 93.367 -141.5672
22.400000 93.437 -142.5785
22.700001 93.519 -143.2906
23.000000 93.549 -144.0032
23.299999 93.546 -144.7399
23.600000 93.588 -145.5016
24.000000 93.658 -146.5218
24.299999 93.698 -147.2633
24.700001 93.789 -148.2122
25.000000 93.840 -148.9178
25.400000 93.867 -149.8967
25.799999 93.945 -150.9422
26.200001 93.960 -152.0182
26.500000 93.981 -152.8008
26.900000 94.002 -153.7633
27.200001 94.001 -154.4173
27.600000 94.017 -155.2352
28.000000 94.055 -156.0527
28.500000 94.063 -157.1454
29.000000 94.090 -158.2977
29.500000 94.068 -159.4180
30.000000 94.082 -160.4434
30.400000 94.053 -161.2164
30.700001 94.059 -161.7980
31.100000 94.085 -162.6015
31.500000 94.083 -163.4272
32.000000 94.080 -164.4161
32.500000 94.061 -165.2777
33.000000 94.083 -166.0377
33.500000 94.127 -166.8232
34.000000 94.185 -167.7343
34.500000 94.223 -168.7418
35.000000 94.233 -169.7286
35.500000 94.217 -170.6142
36.000000 94.196 -171.4080
36.500000 94.174 -172.1628
37.000000 94.149 -172.9165
37.500000 94.140 -173.6839
38.200001 94.117 -174.7858
38.700001 94.100 -175.5719
39.500000 94.077 -176.7649
40.000000 94.040 -177.4849
40.599998 94.013 -178.3702
41.200001 93.969 -179.2568
41.799999 93.934 179.9169
42.500000 93.880 179.0087
43.099998 93.880 178.1945
43.700001 93.885 177.3555
44.400002 93.865 176.4549
45.000000 93.891 175.7546
45.500000 93.877 175.1602
46.200001 93.845 174.2738
46.799999 93.787 173.5256
47.500000 93.711 172.7373
48.200001 93.688 171.9888
48.700001 93.772 171.4307
49.400002 93.963 170.6213
50.000000 93.903 169.9514
50.799999 93.587 169.1393
51.500000 93.495 168.4579
52.200001 93.455 167.7283
53.000000 93.380 166.8846
53.799999 93.276 166.1732
54.500000 93.298 165.5739
55.200001 93.303 164.8558
56.000000 93.200 164.0408
57.000000 93.134 163.2354
58.000000 93.092 162.2976
59.000000 92.959 161.4208
60.000000 92.886 160.6366
60.799999 92.844 159.9572
61.500000 92.782 159.4351
62.200001 92.700 158.8888
63.000000 92.631 158.1919
64.000000 92.602 157.4872
65.000000 92.567 156.7455
66.000000 92.446 155.9674
67.000000 92.373 155.3603
68.000000 92.315 154.5719
69.000000 92.236 153.8563
70.000000 92.154 153.3496
71.000000 92.070 152.6837
72.000000 91.936 151.9672
73.000000 91.805 151.3862
74.000000 91.739 150.8303
75.000000 91.706 150.2892
76.199997 91.654 149.6026
77.500000 91.572 148.8949
78.800003 91.441 148.2274
80.000000 91.318 147.6216
81.199997 91.175 147.0051
82.500000 91.034 146.3879
83.800003 90.921 145.7648
85.000000 90.851 145.2549
86.199997 90.761 144.7246
87.500000 90.677 144.2677
88.500000 90.585 143.7654
90.000000 90.442 143.4293
91.199997 90.322 142.7007
92.500000 90.150 142.2326
93.800003 90.053 141.6504
95.000000 89.936 141.3999
96.199997 89.922 141.0322
97.500000 89.776 140.4904
98.800003 89.656 140.1125
100.000000 89.502 139.9883
101.500000 89.405 139.3288
103.000000 89.218 139.1243
104.400002 89.155 138.5564
106.000000 88.994 138.2578
107.500000 88.866 137.9507
109.000000 88.738 137.5758
110.599998 88.583 137.2966
112.000000 88.461 137.0898
113.800003 88.273 136.7768
115.000000 88.156 136.5461
117.199997 87.991 136.2299
118.000000 87.959 136.2819
120.599998 87.683 135.8234
122.000000 87.527 135.5297
124.099998 87.370 135.3963
125.000000 87.290 135.3307
126.500000 87.170 135.2601
128.000000 87.054 135.2283
131.500000 86.721 135.0370
132.000000 86.669 134.9902
134.000000 86.503 134.8947
136.000000 86.342 134.8895
138.000000 86.170 135.0364
140.000000 85.981 135.0516
143.000000 85.710 135.2646
145.000000 85.530 135.3508
147.500000 85.326 135.4876
150.000000 85.122 135.6971
152.500000 84.928 136.1588
155.000000 84.752 136.5671
157.500000 84.633 136.8259
160.000000 84.444 137.2703
162.500000 84.216 137.8153
165.000000 84.060 138.3632
167.500000 83.865 138.9490
170.000000 83.728 139.3447
172.500000 83.564 140.1376
175.000000 83.410 140.7520
177.500000 83.267 141.3367
180.000000 83.058 141.7691
182.500000 82.918 142.8435
185.000000 82.763 143.6264
187.500000 82.650 144.2684
190.000000 82.530 145.1263
192.500000 82.426 145.8802
195.000000 82.317 146.9093
197.500000 82.255 147.5590
200.000000 82.138 148.3614
203.000000 82.021 149.3489
206.000000 81.921 150.2184
209.000000 81.813 151.2293
212.000000 81.702 152.2760
214.000000 81.652 152.9154
218.000000 81.572 154.1067
220.000000 81.515 154.9163
224.000000 81.393 156.0692
227.000000 81.372 157.0215
230.000000 81.334 157.9467
233.000000 81.269 158.8563
236.000000 81.222 159.8064
240.000000 81.209 160.7925
243.000000 81.166 161.6953
247.000000 81.150 162.7775
250.000000 81.092 163.5265
254.000000 81.067 164.5300
258.000000 81.086 165.5957
262.000000 81.029 166.4071
265.000000 81.008 167.0986
269.000000 81.021 167.8543
272.000000 81.014 168.5564
276.000000 81.018 169.5315
280.000000 80.990 170.2553
285.000000 80.967 171.0746
290.000000 81.000 172.1255
295.000000 80.978 173.0040
300.000000 80.967 173.7000
304.000000 80.977 174.4713
307.000000 80.948 174.9294
311.000000 80.967 175.5618
315.000000 80.960 176.2382
320.000000 80.951 176.8686
325.000000 80.939 177.6758
330.000000 80.956 178.4155
335.000000 80.971 179.0441
340.000000 80.956 179.7782
345.000000 80.954 -179.6809
350.000000 80.942 -178.9153
355.000000 80.919 -178.3533
360.000000 80.920 -177.7247
365.000000 80.921 -177.0761
370.000000 80.913 -176.5737
375.000000 80.921 -175.9288
382.000000 80.904 -174.9863
387.000000 80.878 -174.4013
395.000000 80.894 -173.6304
400.000000 80.883 -172.9546
406.000000 80.890 -172.2586
412.000000 80.873 -171.4658
418.000000 80.865 -170.7903
425.000000 80.876 -170.1240
431.000000 80.819 -169.4251
437.000000 80.837 -168.6951
444.000000 80.815 -167.9250
450.000000 80.816 -167.2309
455.000000 80.816 -166.6735
462.000000 80.835 -165.9622
468.000000 80.806 -165.1530
475.000000 80.807 -164.4652
482.000000 80.786 -163.6060
487.000000 80.802 -163.1446
494.000000 80.780 -162.3883
500.000000 80.781 -161.8190
508.000000 80.780 -160.7067
515.000000 80.789 -160.0672
522.000000 80.780 -159.3299
530.000000 80.798 -158.3381
538.000000 80.801 -157.4545
545.000000 80.793 -156.6297
552.000000 80.775 -155.8531
560.000000 80.790 -155.1546
570.000000 80.832 -153.9778
580.000000 80.859 -152.8203
590.000000 80.847 -151.7723
600.000000 80.840 -150.5426
608.000000 80.872 -149.8040
615.000000 80.904 -148.9831
622.000000 80.900 -148.2604
630.000000 80.945 -147.3523
640.000000 80.946 -146.2157
650.000000 80.980 -145.2994
660.000000 81.002 -143.9323
670.000000 81.077 -143.1050
680.000000 81.124 -141.9324
690.000000 81.152 -141.0360
700.000000 81.194 -139.9522
710.000000 81.236 -138.9422
720.000000 81.287 -137.8529
730.000000 81.338 -136.9254
740.000000 81.366 -136.1035
750.000000 81.415 -134.9892
762.000000 81.493 -133.7070
775.000000 81.555 -132.6719
788.000000 81.637 -131.5091
800.000000 81.710 -130.2253
812.000000 81.782 -129.2462
825.000000 81.851 -128.0992
838.000000 81.918 -126.8420
850.000000 81.994 -125.7728
862.000000 82.075 -124.7808
875.000000 82.140 -123.5958
885.000000 82.193 -122.8260
900.000000 82.284 -121.6333
912.000000 82.370 -120.6479
925.000000 82.466 -119.5560
938.000000 82.553 -118.5665
950.000000 82.637 -117.5849
962.000000 82.720 -116.6074
975.000000 82.789 -115.6752
988.000000 82.879 -114.7768
1000.000000 82.949 -113.9189
1015.000000 83.053 -112.9022
1030.000000 83.148 -111.9465
1044.000000 83.233 -111.0176
1060.000000 83.347 -110.0015
1075.000000 83.429 -109.1111
1090.000000 83.520 -108.2992
1106.000000 83.620 -107.4249
1120.000000 83.714 -106.5691
1138.000000 83.810 -105.7335
1150.000000 83.892 -105.0286
1172.000000 84.021 -104.0260
1180.000000 84.050 -103.5455
1206.000000 84.156 -102.4216
1220.000000 84.166 -101.8067
1241.000000 84.199 -100.8350
1250.000000 84.239 -100.3654
1265.000000 84.325 -99.7866
1280.000000 84.486 -99.1181
1315.000000 85.009 -97.6440
1320.000000 85.076 -97.3666
1340.000000 85.294 -96.5226
1360.000000 85.450 -95.5816
1380.000000 85.576 -94.6802
1400.000000 85.645 -93.8376
1430.000000 85.779 -92.5343
1450.000000 85.859 -91.6613
1475.000000 86.001 -90.5719
1500.000000 86.104 -89.4285
1525.000000 86.224 -88.3345
1550.000000 86.331 -87.2295
1575.000000 86.469 -86.0448
1600.000000 86.615 -85.0683
1625.000000 86.724 -83.9245
1650.000000 86.832 -82.9390
1675.000000 86.965 -81.8030
1700.000000 87.100 -80.7182
1725.000000 87.246 -79.6881
1750.000000 87.382 -78.6424
1775.000000 87.503 -77.6702
1800.000000 87.635 -76.6176
1825.000000 87.772 -75.6445
1850.000000 87.912 -74.6984
1875.000000 88.061 -73.7726
1900.000000 88.205 -72.8690
1925.000000 88.355 -71.9519
1950.000000 88.500 -71.1052
1975.000000 88.637 -70.2595
2000.000000 88.774 -69.4083
2030.000000 88.962 -68.4611
2060.000000 89.135 -67.6432
2090.000000 89.320 -66.7582
2120.000000 89.488 -66.0007
2140.000000 89.598 -65.4697
2180.000000 89.845 -64.5479
2200.000000 89.963 -64.1076
2240.000000 90.178 -63.3004
2270.000000 90.342 -62.7899
2300.000000 90.505 -62.2390
2330.000000 90.682 -61.8011
2360.000000 90.851 -61.3889
2400.000000 91.060 -60.8836
2430.000000 91.191 -60.6324
2470.000000 91.389 -60.2626
2500.000000 91.517 -60.0955
2540.000000 91.684 -59.9719
2580.000000 91.827 -59.8711
2620.000000 91.972 -59.7590
2650.000000 92.057 -59.7705
2690.000000 92.170 -59.7582
2720.000000 92.239 -59.7940
2760.000000 92.304 -59.8964
2800.000000 92.363 -60.0222
2850.000000 92.416 -60.1023
2900.000000 92.444 -60.1024
2950.000000 92.452 -60.1681
3000.000000 92.440 -60.1227
3040.000000 92.405 -60.0153
3070.000000 92.374 -59.9567
3110.000000 92.308 -59.8335
3150.000000 92.250 -59.6270
3200.000000 92.170 -59.2314
3250.000000 92.037 -58.5504
3300.000000 91.966 -58.1647
3350.000000 91.879 -57.5610
3400.000000 91.778 -56.8500
3450.000000 91.672 -56.0574
3500.000000 91.556 -55.2055
3550.000000 91.431 -54.2590
3600.000000 91.295 -53.2122
3650.000000 91.170 -52.2148
3700.000000 91.052 -51.1012
3750.000000 90.956 -49.8983
3820.000000 90.838 -48.2682
3870.000000 90.772 -47.0774
3950.000000 90.669 -45.1822
4000.000000 90.631 -43.8990
4060.000000 90.548 -42.4689
4120.000000 90.454 -40.9438
4180.000000 90.318 -39.5630
4250.000000 90.168 -37.8156
4310.000000 90.037 -36.3631
4370.000000 89.921 -34.9713
4440.000000 89.779 -33.4046
4500.000000 89.673 -32.0208
4550.000000 89.593 -30.9653
4620.000000 89.464 -29.4702
4680.000000 89.363 -28.1648
4750.000000 89.238 -26.6921
4820.000000 89.112 -25.3478
4870.000000 89.016 -24.2494
