* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (2- TTGK Audio), MICROPHONE (Master Volume), 0, volume: 1.000. Timing signal peak level -34.0 dBFS, measurement signal peak level -8.6 dBFS
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Nov 22, 2022 8:32:11 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0222 ms (-7.6 mm, -0.3 in) using estimated IR delay relative to Acoustic reference played from SPEAKER L with no timing offset
* Measurement: P1 Max H07 R
* Smoothing: 1/48 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 59.523 175.6027
0.732422 51.645 155.9623
1.098633 57.340 21.9836
1.464844 67.254 10.5460
1.831055 73.230 5.6606
2.197266 77.673 0.2839
2.563477 81.144 -6.2533
2.929688 83.859 -13.6374
3.295899 85.944 -21.2981
3.662110 87.508 -28.6154
4.028321 88.668 -35.0176
4.394532 89.569 -40.1246
4.760743 90.378 -43.9843
5.126954 91.228 -47.2379
5.493164 92.155 -50.8806
5.859375 93.081 -55.6620
6.225586 93.880 -61.6924
6.591797 94.450 -68.4988
6.958008 94.743 -75.2453
7.324219 94.783 -80.9106
7.690430 94.692 -84.5304
8.056641 94.702 -85.7691
8.422852 95.047 -85.6476
8.789063 95.750 -86.1687
9.155274 96.591 -88.6235
9.521485 97.314 -92.8086
9.887696 97.775 -97.6242
10.253907 97.968 -101.7664
10.620118 98.013 -104.2029
10.986329 98.121 -104.7325
11.352540 98.468 -104.3809
11.718751 99.034 -104.7328
12.084962 99.634 -106.6025
12.451173 100.084 -109.6619
12.817384 100.307 -112.9982
13.183595 100.334 -115.7065
13.549806 100.275 -117.2964
13.916017 100.255 -117.9263
14.282228 100.338 -118.2633
14.648439 100.494 -118.9487
15.014650 100.651 -120.1826
15.380861 100.760 -121.7874
15.747072 100.815 -123.5168
16.113283 100.833 -125.2566
16.479493 100.821 -126.9951
16.845704 100.777 -128.6705
17.211915 100.705 -130.1030
17.578126 100.642 -131.1233
17.944337 100.644 -131.7996
18.310548 100.743 -132.5045
18.676759 100.910 -133.6656
19.042970 101.072 -135.4126
19.409181 101.167 -137.4746
19.775392 101.178 -139.3743
20.141603 101.144 -140.7324
20.507814 101.128 -141.4920
20.874025 101.171 -141.9109
21.240236 101.269 -142.3160
21.606447 101.389 -142.8589
21.972658 101.507 -143.5054
22.338869 101.617 -144.1993
22.705080 101.720 -144.9754
23.071291 101.800 -145.8952
23.437502 101.832 -146.8957
23.803713 101.806 -147.7442
24.169924 101.750 -148.1901
24.536135 101.723 -148.2197
24.902346 101.771 -148.1752
25.268557 101.880 -148.5414
25.634768 101.984 -149.5536
26.000979 102.010 -151.0096
26.367190 101.939 -152.4209
26.733401 101.809 -153.3418
27.099612 101.698 -153.6716
27.465823 101.665 -153.7220
27.832033 101.709 -153.9449
28.198244 101.780 -154.5552
28.564455 101.830 -155.4187
28.930666 101.854 -156.2552
29.296877 101.882 -156.9236
29.663088 101.943 -157.5439
30.029299 102.032 -158.3624
30.395510 102.110 -159.4962
30.761721 102.135 -160.8047
31.127932 102.098 -161.9835
31.494143 102.025 -162.7786
31.860354 101.962 -163.1637
32.226565 101.940 -163.3447
32.592776 101.955 -163.5836
32.958987 101.977 -163.9957
33.325198 101.982 -164.5000
33.691409 101.968 -164.9395
34.057620 101.957 -165.2455
34.423831 101.970 -165.5086
34.790042 102.005 -165.9052
35.156253 102.042 -166.5488
35.522464 102.051 -167.3965
35.888675 102.016 -168.2744
36.254886 101.943 -168.9828
36.621097 101.857 -169.4027
36.987308 101.784 -169.5424
37.353519 101.741 -169.5069
37.719730 101.731 -169.4195
38.085941 101.747 -169.3574
38.452152 101.778 -169.3381
38.818363 101.821 -169.3480
39.184573 101.877 -169.3820
39.550784 101.949 -169.4678
39.916995 102.035 -169.6680
40.283206 102.128 -170.0575
40.649417 102.212 -170.6847
41.015628 102.266 -171.5311
41.381839 102.272 -172.4908
41.748050 102.225 -173.3934
42.114261 102.136 -174.0696
42.480472 102.033 -174.4353
42.846683 101.944 -174.5439
43.212894 101.882 -174.5534
43.579105 101.842 -174.6155
43.945316 101.804 -174.7686
44.311527 101.756 -174.9263
44.677738 101.705 -174.9712
45.043949 101.674 -174.8840
45.410160 101.683 -174.7969
45.776371 101.727 -174.9151
46.142582 101.776 -175.3618
46.508793 101.795 -176.0757
46.875004 101.766 -176.8379
47.241215 101.697 -177.4008
47.607426 101.621 -177.6334
47.973637 101.576 -177.5970
48.339848 101.579 -177.5016
48.706059 101.623 -177.5750
49.072270 101.678 -177.9377
49.438481 101.712 -178.5599
49.804692 101.704 -179.2964
50.170902 101.651 -179.9528
50.537113 101.566 179.6450
50.903324 101.479 179.5864
51.269535 101.421 179.8231
51.635746 101.418 -179.8374
52.001957 101.468 -179.6573
52.368168 101.541 -179.8328
52.734379 101.597 179.6183
53.100590 101.603 178.8699
53.466801 101.553 178.1932
53.833012 101.473 177.8064
54.199223 101.402 177.7487
54.565434 101.373 177.8568
54.931645 101.389 177.8713
55.297856 101.424 177.6066
55.664067 101.441 177.0599
56.030278 101.415 176.3984
56.396489 101.344 175.8551
56.762700 101.250 175.6060
57.128911 101.166 175.6876
57.495122 101.122 175.9876
57.861333 101.129 176.3068
58.227544 101.178 176.4518
58.593755 101.244 176.3115
58.959966 101.299 175.8864
59.326177 101.323 175.2747
59.692388 101.306 174.6319
60.058599 101.253 174.1191
60.424810 101.182 173.8495
60.791021 101.117 173.8462
61.157232 101.081 174.0288
61.523442 101.084 174.2444
61.889653 101.120 174.3321
62.255864 101.169 174.1928
62.622075 101.208 173.8260
62.988286 101.220 173.3199
63.354497 101.198 172.8043
63.720708 101.149 172.3937
64.086919 101.088 172.1457
64.453130 101.028 172.0517
64.819341 100.978 172.0600
65.185552 100.941 172.1123
65.551763 100.916 172.1681
65.917974 100.899 172.2064
66.284185 100.891 172.2126
66.650396 100.889 172.1689
67.016607 100.890 172.0597
67.382818 100.891 171.8831
67.749029 100.889 171.6551
68.115240 100.882 171.3965
68.481451 100.874 171.1167
68.847662 100.864 170.8084
69.213873 100.850 170.4643
69.580084 100.827 170.1006
69.946295 100.793 169.7649
70.312506 100.751 169.5156
70.678717 100.710 169.3852
71.044928 100.680 169.3553
71.411139 100.666 169.3661
71.777350 100.665 169.3564
72.143561 100.668 169.3030
72.509771 100.669 169.2292
72.875982 100.664 169.1796
73.242193 100.658 169.1838
73.608404 100.656 169.2375
73.974615 100.661 169.3121
74.340826 100.670 169.3776
74.707037 100.683 169.4159
75.073248 100.696 169.4163
75.439459 100.708 169.3653
75.805670 100.715 169.2477
76.171881 100.711 169.0638
76.538092 100.691 168.8439
76.904303 100.654 168.6431
77.270514 100.606 168.5110
77.636725 100.557 168.4575
78.002936 100.516 168.4421
78.369147 100.486 168.3974
78.735358 100.461 168.2729
79.101569 100.433 168.0660
79.467780 100.395 167.8199
79.833991 100.349 167.5917
80.200202 100.301 167.4180
80.566413 100.260 167.2976
80.932624 100.231 167.1992
81.298835 100.215 167.0833
81.665046 100.208 166.9200
82.031257 100.207 166.6983
82.397468 100.206 166.4253
82.763679 100.201 166.1238
83.129890 100.189 165.8268
83.496101 100.173 165.5683
83.862311 100.155 165.3706
84.228522 100.139 165.2363
84.594733 100.130 165.1488
84.960944 100.126 165.0838
85.327155 100.127 165.0208
85.693366 100.132 164.9476
86.059577 100.136 164.8568
86.425788 100.139 164.7429
86.791999 100.137 164.6057
87.158210 100.128 164.4579
87.524421 100.108 164.3271
87.890632 100.082 164.2444
88.256843 100.053 164.2252
88.623054 100.029 164.2552
88.989265 100.012 164.2971
89.355476 100.001 164.3116
89.721687 99.991 164.2803
90.087898 99.979 164.2120
90.454109 99.962 164.1304
90.820320 99.943 164.0554
91.186531 99.923 163.9931
91.552742 99.904 163.9387
91.918953 99.887 163.8857
92.285164 99.872 163.8317
92.651375 99.859 163.7753
93.017586 99.849 163.7119
93.383797 99.840 163.6349
93.750008 99.833 163.5415
94.116219 99.825 163.4351
94.482430 99.817 163.3208
94.848641 99.809 163.1970
95.214851 99.801 163.0543
95.581062 99.790 162.8864
95.947273 99.772 162.7063
96.313484 99.745 162.5502
96.679695 99.712 162.4605
97.045906 99.682 162.4553
97.412117 99.663 162.5060
97.778328 99.659 162.5446
98.144539 99.666 162.5016
98.510750 99.672 162.3488
98.876961 99.665 162.1198
99.243172 99.641 161.8922
99.609383 99.605 161.7428
99.975594 99.567 161.7045
100.341805 99.539 161.7503
100.708016 99.527 161.8126
101.074227 99.526 161.8237
101.440438 99.529 161.7514
101.806649 99.525 161.6111
102.172860 99.511 161.4506
102.539071 99.486 161.3219
102.905282 99.458 161.2552
103.271493 99.432 161.2484
103.637704 99.412 161.2736
104.003915 99.399 161.2951
104.370126 99.391 161.2876
104.736337 99.382 161.2468
105.102548 99.369 161.1869
105.468759 99.353 161.1290
105.834970 99.334 161.0873
106.201180 99.317 161.0595
106.567391 99.302 161.0292
106.933602 99.289 160.9763
107.299813 99.274 160.8914
107.666024 99.254 160.7847
108.032235 99.227 160.6841
108.398446 99.193 160.6240
108.764657 99.158 160.6283
109.130868 99.128 160.6976
109.497079 99.109 160.8063
109.863290 99.104 160.9105
110.229501 99.110 160.9636
110.595712 99.123 160.9325
110.961923 99.135 160.8075
111.328134 99.140 160.6040
111.694345 99.134 160.3560
112.060556 99.115 160.1058
112.426767 99.084 159.8931
112.792978 99.046 159.7467
113.159189 99.005 159.6796
113.525400 98.967 159.6887
113.891611 98.936 159.7581
114.257822 98.914 159.8646
114.624033 98.903 159.9825
114.990244 98.902 160.0881
115.356455 98.909 160.1616
115.722666 98.921 160.1878
116.088877 98.936 160.1581
116.455088 98.951 160.0709
116.821299 98.961 159.9333
117.187510 98.966 159.7591
117.553720 98.963 159.5661
117.919931 98.952 159.3715
118.286142 98.935 159.1890
118.652353 98.911 159.0277
119.018564 98.883 158.8938
119.384775 98.852 158.7917
119.750986 98.818 158.7247
120.117197 98.784 158.6926
120.483408 98.750 158.6905
120.849619 98.719 158.7088
121.215830 98.690 158.7365
121.582041 98.663 158.7655
121.948252 98.636 158.7943
122.314463 98.610 158.8270
122.680674 98.583 158.8697
123.046885 98.559 158.9252
123.413096 98.537 158.9898
123.779307 98.519 159.0540
124.145518 98.504 159.1068
124.511729 98.493 159.1402
124.877940 98.482 159.1528
125.244151 98.471 159.1491
125.610362 98.460 159.1364
125.976573 98.448 159.1210
126.342784 98.436 159.1053
126.708995 98.425 159.0878
127.075206 98.414 159.0657
127.441417 98.403 159.0377
127.807628 98.391 159.0060
128.173839 98.377 158.9764
128.540049 98.363 158.9554
128.906260 98.348 158.9467
129.272471 98.333 158.9492
129.638682 98.321 158.9565
130.004893 98.311 158.9590
130.371104 98.302 158.9485
130.737315 98.294 158.9197
131.103526 98.286 158.8718
131.469737 98.276 158.8071
131.835948 98.265 158.7296
132.202159 98.252 158.6435
132.568370 98.238 158.5533
132.934581 98.222 158.4643
133.300792 98.205 158.3818
133.667003 98.188 158.3103
134.033214 98.173 158.2510
134.399425 98.159 158.2023
134.765636 98.149 158.1594
135.131847 98.141 158.1176
135.498058 98.136 158.0735
135.864269 98.133 158.0259
136.230480 98.131 157.9750
136.596691 98.130 157.9213
136.962902 98.129 157.8657
137.329113 98.127 157.8100
137.695324 98.124 157.7581
138.061535 98.119 157.7149
138.427746 98.113 157.6848
138.793957 98.105 157.6691
139.160168 98.097 157.6652
139.526379 98.089 157.6680
139.892589 98.080 157.6728
140.258800 98.070 157.6771
140.625011 98.058 157.6818
140.991222 98.044 157.6891
141.357433 98.029 157.7001
141.723644 98.012 157.7139
142.089855 97.996 157.7277
142.456066 97.979 157.7384
142.822277 97.962 157.7438
143.188488 97.945 157.7431
143.554699 97.928 157.7362
143.920910 97.911 157.7230
144.287121 97.895 157.7032
144.653332 97.879 157.6777
145.019543 97.863 157.6478
145.385754 97.847 157.6164
145.751965 97.832 157.5857
146.118176 97.818 157.5571
146.484387 97.805 157.5306
146.850598 97.793 157.5056
