* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 09-May-2023 14:47:27
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Signature ANC off L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	78.709
20.299999	78.724
20.600000	78.737
20.900000	78.748
21.200001	78.756
21.400000	78.760
21.799999	78.765
22.000000	78.767
22.400000	78.770
22.700001	78.773
23.000000	78.777
23.299999	78.782
23.600000	78.788
24.000000	78.798
24.299999	78.806
24.700001	78.818
25.000000	78.826
25.400000	78.836
25.799999	78.843
26.200001	78.848
26.500000	78.851
26.900000	78.853
27.200001	78.854
27.600000	78.856
28.000000	78.857
28.500000	78.858
29.000000	78.858
29.500000	78.858
30.000000	78.859
30.400000	78.860
30.700001	78.861
31.100000	78.861
31.500000	78.861
32.000000	78.860
32.500000	78.860
33.000000	78.861
33.500000	78.865
34.000000	78.871
34.500000	78.877
35.000000	78.883
35.500000	78.888
36.000000	78.892
36.500000	78.894
37.000000	78.895
37.500000	78.896
38.200001	78.895
38.700001	78.895
39.500000	78.895
40.000000	78.895
40.599998	78.895
41.200001	78.894
41.799999	78.894
42.500000	78.893
43.099998	78.894
43.700001	78.895
44.400002	78.897
45.000000	78.900
45.500000	78.903
46.200001	78.907
46.799999	78.911
47.500000	78.913
48.200001	78.913
48.700001	78.912
49.400002	78.907
50.000000	78.903
50.799999	78.895
51.500000	78.888
52.200001	78.881
53.000000	78.873
53.799999	78.862
54.500000	78.852
55.200001	78.840
56.000000	78.825
57.000000	78.805
58.000000	78.785
59.000000	78.765
60.000000	78.747
60.799999	78.734
61.500000	78.724
62.200001	78.714
63.000000	78.702
64.000000	78.687
65.000000	78.669
66.000000	78.650
67.000000	78.629
68.000000	78.607
69.000000	78.585
70.000000	78.563
71.000000	78.541
72.000000	78.518
73.000000	78.493
74.000000	78.468
75.000000	78.441
76.199997	78.406
77.500000	78.367
78.800003	78.326
80.000000	78.287
81.199997	78.247
82.500000	78.204
83.800003	78.161
85.000000	78.122
86.199997	78.084
87.500000	78.042
88.500000	78.010
90.000000	77.960
91.199997	77.919
92.500000	77.872
93.800003	77.823
95.000000	77.776
96.199997	77.726
97.500000	77.671
98.800003	77.614
100.000000	77.561
101.500000	77.494
103.000000	77.426
104.400002	77.362
106.000000	77.287
107.500000	77.215
109.000000	77.142
110.599998	77.062
112.000000	76.991
113.800003	76.897
115.000000	76.834
117.199997	76.715
118.000000	76.670
120.599998	76.523
122.000000	76.442
124.099998	76.317
125.000000	76.262
126.500000	76.169
128.000000	76.075
131.500000	75.848
132.000000	75.816
134.000000	75.686
136.000000	75.561
138.000000	75.443
140.000000	75.335
143.000000	75.195
145.000000	75.116
147.500000	75.028
150.000000	74.947
152.500000	74.867
155.000000	74.782
157.500000	74.691
160.000000	74.594
162.500000	74.491
165.000000	74.386
167.500000	74.279
170.000000	74.174
172.500000	74.069
175.000000	73.966
177.500000	73.865
180.000000	73.766
182.500000	73.668
185.000000	73.574
187.500000	73.482
190.000000	73.393
192.500000	73.307
195.000000	73.225
197.500000	73.146
200.000000	73.070
203.000000	72.982
206.000000	72.898
209.000000	72.817
212.000000	72.739
214.000000	72.689
218.000000	72.591
220.000000	72.544
224.000000	72.451
227.000000	72.384
230.000000	72.318
233.000000	72.254
236.000000	72.191
240.000000	72.109
243.000000	72.050
247.000000	71.972
250.000000	71.915
254.000000	71.839
258.000000	71.764
262.000000	71.689
265.000000	71.633
269.000000	71.559
272.000000	71.503
276.000000	71.429
280.000000	71.355
285.000000	71.262
290.000000	71.170
295.000000	71.077
300.000000	70.983
304.000000	70.908
307.000000	70.851
311.000000	70.775
315.000000	70.699
320.000000	70.602
325.000000	70.505
330.000000	70.408
335.000000	70.310
340.000000	70.213
345.000000	70.117
350.000000	70.021
355.000000	69.927
360.000000	69.835
365.000000	69.743
370.000000	69.654
375.000000	69.567
382.000000	69.449
387.000000	69.368
395.000000	69.242
400.000000	69.167
406.000000	69.079
412.000000	68.996
418.000000	68.915
425.000000	68.826
431.000000	68.752
437.000000	68.682
444.000000	68.604
450.000000	68.540
455.000000	68.489
462.000000	68.419
468.000000	68.362
475.000000	68.297
482.000000	68.233
487.000000	68.189
494.000000	68.128
500.000000	68.076
508.000000	68.008
515.000000	67.949
522.000000	67.890
530.000000	67.824
538.000000	67.757
545.000000	67.699
552.000000	67.641
560.000000	67.575
570.000000	67.493
580.000000	67.412
590.000000	67.331
600.000000	67.251
608.000000	67.188
615.000000	67.132
622.000000	67.077
630.000000	67.014
640.000000	66.937
650.000000	66.862
660.000000	66.789
670.000000	66.719
680.000000	66.652
690.000000	66.588
700.000000	66.529
710.000000	66.473
720.000000	66.421
730.000000	66.374
740.000000	66.331
750.000000	66.292
762.000000	66.251
775.000000	66.216
788.000000	66.190
800.000000	66.175
812.000000	66.169
825.000000	66.173
838.000000	66.187
850.000000	66.209
862.000000	66.240
875.000000	66.281
885.000000	66.318
900.000000	66.383
912.000000	66.442
925.000000	66.513
938.000000	66.591
950.000000	66.669
962.000000	66.751
975.000000	66.846
988.000000	66.945
1000.000000	67.041
1015.000000	67.164
1030.000000	67.291
1044.000000	67.412
1060.000000	67.552
1075.000000	67.684
1090.000000	67.816
1106.000000	67.957
1120.000000	68.078
1138.000000	68.232
1150.000000	68.333
1172.000000	68.514
1180.000000	68.578
1206.000000	68.780
1220.000000	68.884
1241.000000	69.036
1250.000000	69.099
1265.000000	69.202
1280.000000	69.302
1315.000000	69.526
1320.000000	69.558
1340.000000	69.679
1360.000000	69.798
1380.000000	69.914
1400.000000	70.026
1430.000000	70.191
1450.000000	70.299
1475.000000	70.431
1500.000000	70.561
1525.000000	70.689
1550.000000	70.816
1575.000000	70.943
1600.000000	71.070
1625.000000	71.197
1650.000000	71.324
1675.000000	71.452
1700.000000	71.581
1725.000000	71.711
1750.000000	71.841
1775.000000	71.972
1800.000000	72.104
1825.000000	72.238
1850.000000	72.372
1875.000000	72.506
1900.000000	72.641
1925.000000	72.776
1950.000000	72.911
1975.000000	73.045
2000.000000	73.178
2030.000000	73.337
2060.000000	73.494
2090.000000	73.649
2120.000000	73.800
2140.000000	73.900
2180.000000	74.094
2200.000000	74.189
2240.000000	74.371
2270.000000	74.502
2300.000000	74.627
2330.000000	74.745
2360.000000	74.858
2400.000000	74.997
2430.000000	75.094
2470.000000	75.213
2500.000000	75.295
2540.000000	75.393
2580.000000	75.482
2620.000000	75.561
2650.000000	75.614
2690.000000	75.680
2720.000000	75.725
2760.000000	75.781
2800.000000	75.834
2850.000000	75.898
2900.000000	75.964
2950.000000	76.031
3000.000000	76.103
3040.000000	76.162
3070.000000	76.207
3110.000000	76.267
3150.000000	76.323
3200.000000	76.385
3250.000000	76.432
3300.000000	76.456
3350.000000	76.452
3400.000000	76.414
3450.000000	76.341
3500.000000	76.231
3550.000000	76.088
3600.000000	75.916
3650.000000	75.725
3700.000000	75.524
3750.000000	75.322
3820.000000	75.055
3870.000000	74.886
3950.000000	74.666
4000.000000	74.564
4060.000000	74.479
4120.000000	74.433
4180.000000	74.425
4250.000000	74.462
4310.000000	74.533
4370.000000	74.640
4440.000000	74.811
4500.000000	74.995
4550.000000	75.172
4620.000000	75.445
4680.000000	75.694
4750.000000	75.983
4820.000000	76.253
4870.000000	76.424
4940.000000	76.621
5000.000000	76.744
5080.000000	76.840
5150.000000	76.859
5220.000000	76.823
5300.000000	76.723
5380.000000	76.572
5450.000000	76.406
5520.000000	76.217
5600.000000	75.980
5700.000000	75.665
5800.000000	75.344
5900.000000	75.028
6000.000000	74.726
6080.000000	74.498
6150.000000	74.311
