* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 27-Apr-2023 18:30:25
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Corina L VSG to Crin
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	72.450
20.299999	72.460
20.600000	72.471
20.900000	72.484
21.200001	72.496
21.400000	72.504
21.799999	72.519
22.000000	72.525
22.400000	72.535
22.700001	72.540
23.000000	72.545
23.299999	72.549
23.600000	72.555
24.000000	72.564
24.299999	72.572
24.700001	72.585
25.000000	72.596
25.400000	72.609
25.799999	72.622
26.200001	72.634
26.500000	72.642
26.900000	72.653
27.200001	72.661
27.600000	72.670
28.000000	72.678
28.500000	72.688
29.000000	72.699
29.500000	72.711
30.000000	72.725
30.400000	72.736
30.700001	72.745
31.100000	72.756
31.500000	72.767
32.000000	72.778
32.500000	72.788
33.000000	72.797
33.500000	72.805
34.000000	72.812
34.500000	72.818
35.000000	72.824
35.500000	72.829
36.000000	72.834
36.500000	72.838
37.000000	72.843
37.500000	72.848
38.200001	72.855
38.700001	72.859
39.500000	72.865
40.000000	72.869
40.599998	72.873
41.200001	72.877
41.799999	72.879
42.500000	72.882
43.099998	72.884
43.700001	72.887
44.400002	72.890
45.000000	72.892
45.500000	72.894
46.200001	72.897
46.799999	72.900
47.500000	72.903
48.200001	72.907
48.700001	72.911
49.400002	72.918
50.000000	72.925
50.799999	72.935
51.500000	72.945
52.200001	72.956
53.000000	72.969
53.799999	72.983
54.500000	72.996
55.200001	73.011
56.000000	73.029
57.000000	73.053
58.000000	73.078
59.000000	73.103
60.000000	73.127
60.799999	73.147
61.500000	73.163
62.200001	73.179
63.000000	73.197
64.000000	73.221
65.000000	73.244
66.000000	73.269
67.000000	73.296
68.000000	73.323
69.000000	73.351
70.000000	73.378
71.000000	73.406
72.000000	73.432
73.000000	73.457
74.000000	73.481
75.000000	73.504
76.199997	73.531
77.500000	73.559
78.800003	73.586
80.000000	73.609
81.199997	73.630
82.500000	73.652
83.800003	73.671
85.000000	73.688
86.199997	73.704
87.500000	73.721
88.500000	73.733
90.000000	73.750
91.199997	73.761
92.500000	73.772
93.800003	73.781
95.000000	73.788
96.199997	73.795
97.500000	73.802
98.800003	73.810
100.000000	73.817
101.500000	73.826
103.000000	73.835
104.400002	73.844
106.000000	73.853
107.500000	73.862
109.000000	73.870
110.599998	73.878
112.000000	73.884
113.800003	73.892
115.000000	73.897
117.199997	73.904
118.000000	73.906
120.599998	73.913
122.000000	73.917
124.099998	73.923
125.000000	73.926
126.500000	73.931
128.000000	73.936
131.500000	73.950
132.000000	73.952
134.000000	73.960
136.000000	73.967
138.000000	73.974
140.000000	73.981
143.000000	73.990
145.000000	73.997
147.500000	74.007
150.000000	74.019
152.500000	74.033
155.000000	74.048
157.500000	74.063
160.000000	74.078
162.500000	74.092
165.000000	74.105
167.500000	74.117
170.000000	74.128
172.500000	74.138
175.000000	74.147
177.500000	74.156
180.000000	74.164
182.500000	74.172
185.000000	74.180
187.500000	74.187
190.000000	74.193
192.500000	74.198
195.000000	74.202
197.500000	74.206
200.000000	74.209
203.000000	74.213
206.000000	74.218
209.000000	74.222
212.000000	74.228
214.000000	74.231
218.000000	74.239
220.000000	74.243
224.000000	74.251
227.000000	74.257
230.000000	74.264
233.000000	74.271
236.000000	74.278
240.000000	74.285
243.000000	74.290
247.000000	74.295
250.000000	74.299
254.000000	74.303
258.000000	74.307
262.000000	74.312
265.000000	74.317
269.000000	74.323
272.000000	74.329
276.000000	74.336
280.000000	74.344
285.000000	74.354
290.000000	74.364
295.000000	74.375
300.000000	74.387
304.000000	74.397
307.000000	74.404
311.000000	74.414
315.000000	74.424
320.000000	74.437
325.000000	74.450
330.000000	74.463
335.000000	74.476
340.000000	74.488
345.000000	74.501
350.000000	74.513
355.000000	74.525
360.000000	74.536
365.000000	74.546
370.000000	74.555
375.000000	74.564
382.000000	74.577
387.000000	74.585
395.000000	74.599
400.000000	74.608
406.000000	74.620
412.000000	74.631
418.000000	74.643
425.000000	74.657
431.000000	74.669
437.000000	74.680
444.000000	74.693
450.000000	74.703
455.000000	74.711
462.000000	74.721
468.000000	74.728
475.000000	74.737
482.000000	74.745
487.000000	74.751
494.000000	74.758
500.000000	74.762
508.000000	74.766
515.000000	74.765
522.000000	74.762
530.000000	74.755
538.000000	74.747
545.000000	74.739
552.000000	74.732
560.000000	74.725
570.000000	74.720
580.000000	74.719
590.000000	74.724
600.000000	74.735
608.000000	74.748
615.000000	74.763
622.000000	74.780
630.000000	74.802
640.000000	74.835
650.000000	74.874
660.000000	74.924
670.000000	74.989
680.000000	75.071
690.000000	75.171
700.000000	75.285
710.000000	75.407
720.000000	75.531
730.000000	75.650
740.000000	75.760
750.000000	75.859
762.000000	75.962
775.000000	76.057
788.000000	76.139
800.000000	76.208
812.000000	76.273
825.000000	76.341
838.000000	76.411
850.000000	76.476
862.000000	76.540
875.000000	76.607
885.000000	76.655
900.000000	76.722
912.000000	76.771
925.000000	76.822
938.000000	76.870
950.000000	76.913
962.000000	76.954
975.000000	76.994
988.000000	77.030
1000.000000	77.060
1015.000000	77.094
1030.000000	77.124
1044.000000	77.149
1060.000000	77.170
1075.000000	77.179
1090.000000	77.176
1106.000000	77.163
1120.000000	77.145
1138.000000	77.115
1150.000000	77.091
1172.000000	77.043
1180.000000	77.022
1206.000000	76.946
1220.000000	76.899
1241.000000	76.820
1250.000000	76.786
1265.000000	76.727
1280.000000	76.670
1315.000000	76.550
1320.000000	76.535
1340.000000	76.482
1360.000000	76.436
1380.000000	76.395
1400.000000	76.356
1430.000000	76.301
1450.000000	76.274
1475.000000	76.265
1500.000000	76.297
1525.000000	76.379
1550.000000	76.505
1575.000000	76.661
1600.000000	76.829
1625.000000	76.996
1650.000000	77.152
1675.000000	77.297
1700.000000	77.431
1725.000000	77.556
1750.000000	77.677
1775.000000	77.799
1800.000000	77.925
1825.000000	78.058
1850.000000	78.197
1875.000000	78.340
1900.000000	78.482
1925.000000	78.621
1950.000000	78.755
1975.000000	78.885
2000.000000	79.012
2030.000000	79.166
2060.000000	79.328
2090.000000	79.503
2120.000000	79.691
2140.000000	79.824
2180.000000	80.109
2200.000000	80.261
2240.000000	80.587
2270.000000	80.839
2300.000000	81.058
2330.000000	81.229
2360.000000	81.391
2400.000000	81.621
2430.000000	81.780
2470.000000	81.977
2500.000000	82.130
2540.000000	82.347
2580.000000	82.551
2620.000000	82.710
2650.000000	82.795
2690.000000	82.856
2720.000000	82.860
2760.000000	82.801
2800.000000	82.687
2850.000000	82.595
2900.000000	82.746
2950.000000	83.139
3000.000000	83.549
3040.000000	83.743
3070.000000	83.782
3110.000000	83.708
3150.000000	83.545
3200.000000	83.325
3250.000000	83.172
3300.000000	83.104
3350.000000	83.087
3400.000000	83.079
3450.000000	83.058
3500.000000	83.018
3550.000000	82.977
3600.000000	82.966
3650.000000	83.015
3700.000000	83.138
3750.000000	83.316
3820.000000	83.563
3870.000000	83.684
3950.000000	83.767
4000.000000	83.767
4060.000000	83.727
4120.000000	83.651
4180.000000	83.562
4250.000000	83.483
4310.000000	83.456
4370.000000	83.469
4440.000000	83.521
4500.000000	83.572
4550.000000	83.597
4620.000000	83.570
4680.000000	83.457
4750.000000	83.189
4820.000000	82.756
4870.000000	82.343
4940.000000	81.633
5000.000000	80.926
5080.000000	79.906
5150.000000	79.018
5220.000000	78.222
5300.000000	77.533
5380.000000	77.152
5450.000000	77.046
5520.000000	77.069
5600.000000	77.146
5700.000000	77.220
5800.000000	77.250
5900.000000	77.257
6000.000000	77.279
6080.000000	77.324
6150.000000	77.385
6220.000000	77.458
6300.000000	77.539
6400.000000	77.591
6500.000000	77.519
6600.000000	77.242
6700.000000	76.709
6800.000000	75.917
6900.000000	74.915
7000.000000	73.782
7100.000000	72.605
7200.000000	71.475
7300.000000	70.482
7400.000000	69.699
7500.000000	69.148
7620.000000	68.725
7750.000000	68.366
7880.000000	67.940
8000.000000	67.464
8120.000000	66.982
8250.000000	66.553
8380.000000	66.263
8500.000000	66.094
8620.000000	65.975
8750.000000	65.864
8850.000000	65.798
9000.000000	65.847
9120.000000	66.208
9250.000000	67.073
9380.000000	68.345
9500.000000	69.671
9620.000000	70.957
9750.000000	72.155
9880.000000	73.040
10000.000000	73.524
10150.000000	73.667
10300.000000	73.345
10440.000000	72.690
10600.000000	71.586
10750.000000	70.235
10900.000000	68.592
11060.000000	66.567
11200.000000	64.674
11380.000000	62.387
11500.000000	61.213
11720.000000	60.385
11800.000000	60.560
12060.000000	62.425
12200.000000	63.818
12410.000000	65.803
12500.000000	66.512
12650.000000	67.432
12800.000000	67.997
13150.000000	68.102
13200.000000	68.015
13400.000000	67.528
13600.000000	66.915
13800.000000	66.196
14000.000000	65.300
14300.000000	63.458
14500.000000	61.912
14750.000000	59.938
15000.000000	58.579
15250.000000	58.419
15500.000000	59.532
15750.000000	61.547
16000.000000	63.710
16250.000000	65.376
16500.000000	66.330
16750.000000	66.677
17000.000000	66.633
17250.000000	66.344
17500.000000	65.850
17750.000000	65.147
18000.000000	64.262
18250.000000	63.281
18500.000000	62.330
18750.000000	61.533
19000.000000	61.009
19250.000000	60.859
19500.000000	61.057
19750.000000	61.388
