* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 30-Mar-2022 22:21:26
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic B to A at 1,000 Hz A = LCD-5 R VSG to Crin B = LCD-5 R VSG B was scaled by 111.3 dB
* Measurement: LCD-5 R VSG to Crin
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	73.203
20.299999	73.195
20.600000	73.188
20.900000	73.180
21.200001	73.174
21.400000	73.169
21.799999	73.162
22.000000	73.158
22.400000	73.153
22.700001	73.150
23.000000	73.149
23.299999	73.149
23.600000	73.151
24.000000	73.156
24.299999	73.162
24.700001	73.171
25.000000	73.180
25.400000	73.194
25.799999	73.210
26.200001	73.230
26.500000	73.245
26.900000	73.268
27.200001	73.286
27.600000	73.309
28.000000	73.331
28.500000	73.355
29.000000	73.375
29.500000	73.393
30.000000	73.407
30.400000	73.416
30.700001	73.422
31.100000	73.429
31.500000	73.434
32.000000	73.437
32.500000	73.437
33.000000	73.433
33.500000	73.427
34.000000	73.419
34.500000	73.409
35.000000	73.398
35.500000	73.385
36.000000	73.371
36.500000	73.355
37.000000	73.337
37.500000	73.316
38.200001	73.282
38.700001	73.255
39.500000	73.212
40.000000	73.187
40.599998	73.160
41.200001	73.139
41.799999	73.126
42.500000	73.124
43.099998	73.134
43.700001	73.155
44.400002	73.192
45.000000	73.234
45.500000	73.274
46.200001	73.334
46.799999	73.387
47.500000	73.448
48.200001	73.503
48.700001	73.539
49.400002	73.583
50.000000	73.615
50.799999	73.650
51.500000	73.676
52.200001	73.699
53.000000	73.723
53.799999	73.747
54.500000	73.766
55.200001	73.785
56.000000	73.804
57.000000	73.823
58.000000	73.837
59.000000	73.844
60.000000	73.847
60.799999	73.847
61.500000	73.847
62.200001	73.848
63.000000	73.852
64.000000	73.860
65.000000	73.874
66.000000	73.893
67.000000	73.915
68.000000	73.940
69.000000	73.966
70.000000	73.993
71.000000	74.018
72.000000	74.042
73.000000	74.063
74.000000	74.081
75.000000	74.096
76.199997	74.109
77.500000	74.117
78.800003	74.120
80.000000	74.120
81.199997	74.117
82.500000	74.113
83.800003	74.109
85.000000	74.105
86.199997	74.101
87.500000	74.097
88.500000	74.094
90.000000	74.091
91.199997	74.089
92.500000	74.088
93.800003	74.086
95.000000	74.085
96.199997	74.084
97.500000	74.083
98.800003	74.082
100.000000	74.081
101.500000	74.079
103.000000	74.078
104.400002	74.076
106.000000	74.075
107.500000	74.073
109.000000	74.072
110.599998	74.070
112.000000	74.069
113.800003	74.067
115.000000	74.067
117.199997	74.065
118.000000	74.065
120.599998	74.063
122.000000	74.062
124.099998	74.061
125.000000	74.060
126.500000	74.060
128.000000	74.059
131.500000	74.060
132.000000	74.061
134.000000	74.062
136.000000	74.065
138.000000	74.067
140.000000	74.070
143.000000	74.074
145.000000	74.077
147.500000	74.081
150.000000	74.087
152.500000	74.093
155.000000	74.099
157.500000	74.106
160.000000	74.114
162.500000	74.121
165.000000	74.128
167.500000	74.136
170.000000	74.142
172.500000	74.149
175.000000	74.154
177.500000	74.160
180.000000	74.164
182.500000	74.169
185.000000	74.174
187.500000	74.179
190.000000	74.184
192.500000	74.189
195.000000	74.193
197.500000	74.196
200.000000	74.199
203.000000	74.202
206.000000	74.203
209.000000	74.204
212.000000	74.204
214.000000	74.203
218.000000	74.202
220.000000	74.201
224.000000	74.199
227.000000	74.197
230.000000	74.195
233.000000	74.194
236.000000	74.193
240.000000	74.191
243.000000	74.190
247.000000	74.189
250.000000	74.188
254.000000	74.186
