* Measurement data measured by REW V5.20.4
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of B to A at 200 Hz, B to A at 100 Hz
* Dated: 30-Mar-2023 10:24:17
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Solaris Stellar Horizon L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	78.803
20.299999	78.782
20.600000	78.746
20.900000	78.699
21.200001	78.646
21.400000	78.608
21.799999	78.538
22.000000	78.509
22.400000	78.467
22.700001	78.453
23.000000	78.454
23.299999	78.466
23.600000	78.484
24.000000	78.508
24.299999	78.521
24.700001	78.531
25.000000	78.535
25.400000	78.540
25.799999	78.552
26.200001	78.573
26.500000	78.594
26.900000	78.625
27.200001	78.648
27.600000	78.675
28.000000	78.697
28.500000	78.717
29.000000	78.732
29.500000	78.744
30.000000	78.753
30.400000	78.759
30.700001	78.761
31.100000	78.763
31.500000	78.762
32.000000	78.759
32.500000	78.755
33.000000	78.750
33.500000	78.747
34.000000	78.746
34.500000	78.746
35.000000	78.746
35.500000	78.745
36.000000	78.743
36.500000	78.738
37.000000	78.732
37.500000	78.724
38.200001	78.714
38.700001	78.708
39.500000	78.698
40.000000	78.692
40.599998	78.683
41.200001	78.674
41.799999	78.664
42.500000	78.653
43.099998	78.645
43.700001	78.639
44.400002	78.634
45.000000	78.629
45.500000	78.626
46.200001	78.621
46.799999	78.616
47.500000	78.611
48.200001	78.607
48.700001	78.604
49.400002	78.600
50.000000	78.598
50.799999	78.595
51.500000	78.591
52.200001	78.586
53.000000	78.580
53.799999	78.573
54.500000	78.568
55.200001	78.564
56.000000	78.560
57.000000	78.553
58.000000	78.544
59.000000	78.532
60.000000	78.517
60.799999	78.504
61.500000	78.493
62.200001	78.480
63.000000	78.466
64.000000	78.447
65.000000	78.429
66.000000	78.410
67.000000	78.390
68.000000	78.371
69.000000	78.350
70.000000	78.330
71.000000	78.309
72.000000	78.288
73.000000	78.267
74.000000	78.246
75.000000	78.225
76.199997	78.200
77.500000	78.172
78.800003	78.143
80.000000	78.117
81.199997	78.090
82.500000	78.060
83.800003	78.030
85.000000	78.003
86.199997	77.975
87.500000	77.945
88.500000	77.921
90.000000	77.886
91.199997	77.857
92.500000	77.827
93.800003	77.796
95.000000	77.768
96.199997	77.740
97.500000	77.710
98.800003	77.680
100.000000	77.652
101.500000	77.617
103.000000	77.580
104.400002	77.545
106.000000	77.502
107.500000	77.460
109.000000	77.414
110.599998	77.363
112.000000	77.316
113.800003	77.253
115.000000	77.211
117.199997	77.136
118.000000	77.110
120.599998	77.032
122.000000	76.996
124.099998	76.954
125.000000	76.941
126.500000	76.927
128.000000	76.921
131.500000	76.935
132.000000	76.938
134.000000	76.951
136.000000	76.960
138.000000	76.963
140.000000	76.961
143.000000	76.955
145.000000	76.951
147.500000	76.946
150.000000	76.938
152.500000	76.923
155.000000	76.898
157.500000	76.863
160.000000	76.819
162.500000	76.769
165.000000	76.715
167.500000	76.659
170.000000	76.603
172.500000	76.548
175.000000	76.493
177.500000	76.438
180.000000	76.385
182.500000	76.333
185.000000	76.281
187.500000	76.230
190.000000	76.181
192.500000	76.132
195.000000	76.083
197.500000	76.036
200.000000	75.989
203.000000	75.934
206.000000	75.879
209.000000	75.825
212.000000	75.773
214.000000	75.740
218.000000	75.678
220.000000	75.649
224.000000	75.597
227.000000	75.561
230.000000	75.526
233.000000	75.493
236.000000	75.459
240.000000	75.411
243.000000	75.373
247.000000	75.319
250.000000	75.277
254.000000	75.222
258.000000	75.170
262.000000	75.123
265.000000	75.092
269.000000	75.054
272.000000	75.027
276.000000	74.994
280.000000	74.961
285.000000	74.918
290.000000	74.871
295.000000	74.821
300.000000	74.768
304.000000	74.724
307.000000	74.692
311.000000	74.650
315.000000	74.609
320.000000	74.561
325.000000	74.514
330.000000	74.470
335.000000	74.427
340.000000	74.386
345.000000	74.347
350.000000	74.308
355.000000	74.271
360.000000	74.234
365.000000	74.198
370.000000	74.163
375.000000	74.128
382.000000	74.081
387.000000	74.047
395.000000	73.995
400.000000	73.963
406.000000	73.924
412.000000	73.886
418.000000	73.849
425.000000	73.808
431.000000	73.775
437.000000	73.743
444.000000	73.709
450.000000	73.680
455.000000	73.657
462.000000	73.625
468.000000	73.597
475.000000	73.566
482.000000	73.534
487.000000	73.513
494.000000	73.483
500.000000	73.459
508.000000	73.428
515.000000	73.401
522.000000	73.375
530.000000	73.346
538.000000	73.317
545.000000	73.293
552.000000	73.269
560.000000	73.244
570.000000	73.213
580.000000	73.186
590.000000	73.161
600.000000	73.138
608.000000	73.120
615.000000	73.105
622.000000	73.090
630.000000	73.072
640.000000	73.050
650.000000	73.030
660.000000	73.013
670.000000	72.999
680.000000	72.988
690.000000	72.980
700.000000	72.974
710.000000	72.969
720.000000	72.964
730.000000	72.961
740.000000	72.960
750.000000	72.961
762.000000	72.967
775.000000	72.980
788.000000	72.998
800.000000	73.019
812.000000	73.042
825.000000	73.071
838.000000	73.103
850.000000	73.135
862.000000	73.172
875.000000	73.218
885.000000	73.257
900.000000	73.323
912.000000	73.381
925.000000	73.449
938.000000	73.522
950.000000	73.593
962.000000	73.667
975.000000	73.751
988.000000	73.838
1000.000000	73.920
1015.000000	74.024
1030.000000	74.131
1044.000000	74.233
1060.000000	74.354
1075.000000	74.471
1090.000000	74.593
1106.000000	74.726
1120.000000	74.843
1138.000000	74.995
1150.000000	75.097
1172.000000	75.287
1180.000000	75.358
1206.000000	75.595
1220.000000	75.728
1241.000000	75.933
1250.000000	76.022
1265.000000	76.172
1280.000000	76.323
1315.000000	76.678
1320.000000	76.729
1340.000000	76.929
1360.000000	77.126
1380.000000	77.316
1400.000000	77.498
1430.000000	77.751
1450.000000	77.905
1475.000000	78.082
1500.000000	78.240
1525.000000	78.378
1550.000000	78.496
1575.000000	78.592
1600.000000	78.668
1625.000000	78.724
1650.000000	78.761
1675.000000	78.782
1700.000000	78.787
1725.000000	78.778
1750.000000	78.756
1775.000000	78.721
1800.000000	78.675
1825.000000	78.618
1850.000000	78.551
1875.000000	78.476
1900.000000	78.392
1925.000000	78.300
1950.000000	78.199
1975.000000	78.092
2000.000000	77.978
2030.000000	77.832
2060.000000	77.678
2090.000000	77.517
2120.000000	77.351
2140.000000	77.237
2180.000000	77.002
2200.000000	76.882
2240.000000	76.636
2270.000000	76.450
2300.000000	76.262
2330.000000	76.074
2360.000000	75.887
2400.000000	75.641
2430.000000	75.460
2470.000000	75.221
2500.000000	75.045
2540.000000	74.815
2580.000000	74.589
2620.000000	74.370
2650.000000	74.209
2690.000000	74.001
2720.000000	73.850
2760.000000	73.658
2800.000000	73.477
2850.000000	73.266
2900.000000	73.072
2950.000000	72.897
3000.000000	72.739
3040.000000	72.626
3070.000000	72.549
3110.000000	72.457
3150.000000	72.375
3200.000000	72.289
3250.000000	72.221
3300.000000	72.172
3350.000000	72.143
3400.000000	72.138
3450.000000	72.155
3500.000000	72.197
3550.000000	72.262
3600.000000	72.351
3650.000000	72.464
3700.000000	72.602
3750.000000	72.766
3820.000000	73.041
3870.000000	73.269
3950.000000	73.690
4000.000000	73.985
4060.000000	74.369
4120.000000	74.778
4180.000000	75.204
4250.000000	75.706
4310.000000	76.127
4370.000000	76.523
4440.000000	76.937
4500.000000	77.235
4550.000000	77.433
4620.000000	77.625
4680.000000	77.704
4750.000000	77.696
4820.000000	77.588
4870.000000	77.456
4940.000000	77.211
5000.000000	76.960
5080.000000	76.599
5150.000000	76.288
5220.000000	76.012
5300.000000	75.773
5380.000000	75.648
5450.000000	75.649
5520.000000	75.759
5600.000000	76.010
5700.000000	76.476
5800.000000	77.037
5900.000000	77.605
6000.000000	78.090
6080.000000	78.370
6150.000000	78.513
6220.000000	78.549
6300.000000	78.457
6400.000000	78.155
6500.000000	77.683
6600.000000	77.099
6700.000000	76.473
6800.000000	75.879
6900.000000	75.390
7000.000000	75.071
7100.000000	74.970
7200.000000	75.103
7300.000000	75.454
7400.000000	75.972
7500.000000	76.589
7620.000000	77.353
7750.000000	78.082
7880.000000	78.592
8000.000000	78.801
8120.000000	78.731
8250.000000	78.346
8380.000000	77.679
8500.000000	76.871
8620.000000	75.945
8750.000000	74.904
8850.000000	74.154
9000.000000	73.277
9120.000000	72.930
9250.000000	72.990
9380.000000	73.455
9500.000000	74.121
9620.000000	74.893
9750.000000	75.746
9880.000000	76.549
10000.000000	77.207
10150.000000	77.886
10300.000000	78.368
10440.000000	78.614
10600.000000	78.627
10750.000000	78.372
10900.000000	77.867
11060.000000	77.082
11200.000000	76.224
11380.000000	74.952
11500.000000	74.039
11720.000000	72.333
11800.000000	71.730
12060.000000	69.961
12200.000000	69.192
12410.000000	68.357
12500.000000	68.128
12650.000000	67.921
12800.000000	67.928
13150.000000	68.671
13200.000000	68.845
13400.000000	69.661
13600.000000	70.602
13800.000000	71.578
14000.000000	72.510
14300.000000	73.686
14500.000000	74.252
14750.000000	74.671
15000.000000	74.771
15250.000000	74.598
15500.000000	74.232
15750.000000	73.756
16000.000000	73.236
16250.000000	72.686
16500.000000	72.073
16750.000000	71.335
17000.000000	70.423
17250.000000	69.319
17500.000000	68.037
17750.000000	66.613
18000.000000	65.096
18250.000000	63.535
18500.000000	61.978
18750.000000	60.470
19000.000000	59.041
19250.000000	57.716
19500.000000	56.528
19750.000000	55.569
