* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 21-Nov-2022 22:19:20
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Void L VSG to Crin S2
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	72.226
20.299999	72.332
20.600000	72.435
20.900000	72.538
21.200001	72.639
21.400000	72.706
21.799999	72.838
22.000000	72.902
22.400000	73.024
22.700001	73.110
23.000000	73.193
23.299999	73.273
23.600000	73.351
24.000000	73.454
24.299999	73.531
24.700001	73.632
25.000000	73.708
25.400000	73.807
25.799999	73.903
26.200001	73.996
26.500000	74.064
26.900000	74.152
27.200001	74.216
27.600000	74.298
28.000000	74.377
28.500000	74.473
29.000000	74.565
29.500000	74.656
30.000000	74.746
30.400000	74.816
30.700001	74.868
31.100000	74.936
31.500000	75.002
32.000000	75.081
32.500000	75.156
33.000000	75.226
33.500000	75.292
34.000000	75.354
34.500000	75.413
35.000000	75.470
35.500000	75.525
36.000000	75.578
36.500000	75.628
37.000000	75.676
37.500000	75.722
38.200001	75.781
38.700001	75.821
39.500000	75.879
40.000000	75.913
40.599998	75.951
41.200001	75.986
41.799999	76.018
42.500000	76.052
43.099998	76.080
43.700001	76.109
44.400002	76.144
45.000000	76.177
45.500000	76.207
46.200001	76.252
46.799999	76.295
47.500000	76.346
48.200001	76.397
48.700001	76.433
49.400002	76.479
50.000000	76.515
50.799999	76.554
51.500000	76.579
52.200001	76.596
53.000000	76.604
53.799999	76.602
54.500000	76.593
55.200001	76.578
56.000000	76.556
57.000000	76.524
58.000000	76.493
59.000000	76.467
60.000000	76.451
60.799999	76.448
61.500000	76.453
62.200001	76.465
63.000000	76.486
64.000000	76.520
65.000000	76.559
66.000000	76.597
67.000000	76.632
68.000000	76.664
69.000000	76.691
70.000000	76.714
71.000000	76.734
72.000000	76.751
73.000000	76.768
74.000000	76.783
75.000000	76.798
76.199997	76.816
77.500000	76.833
78.800003	76.848
80.000000	76.860
81.199997	76.872
82.500000	76.885
83.800003	76.898
85.000000	76.912
86.199997	76.928
87.500000	76.948
88.500000	76.966
90.000000	76.996
91.199997	77.022
92.500000	77.051
93.800003	77.082
95.000000	77.109
96.199997	77.135
97.500000	77.162
98.800003	77.187
100.000000	77.207
101.500000	77.229
103.000000	77.248
104.400002	77.263
106.000000	77.277
107.500000	77.287
109.000000	77.296
110.599998	77.302
112.000000	77.306
113.800003	77.308
115.000000	77.309
117.199997	77.307
118.000000	77.306
120.599998	77.300
122.000000	77.295
124.099998	77.286
125.000000	77.282
126.500000	77.274
128.000000	77.264
131.500000	77.238
132.000000	77.234
134.000000	77.216
136.000000	77.196
138.000000	77.175
140.000000	77.153
143.000000	77.116
145.000000	77.091
147.500000	77.059
150.000000	77.027
152.500000	76.997
155.000000	76.968
157.500000	76.943
160.000000	76.919
162.500000	76.898
165.000000	76.878
167.500000	76.860
170.000000	76.842
172.500000	76.824
175.000000	76.806
177.500000	76.788
180.000000	76.769
182.500000	76.749
185.000000	76.727
187.500000	76.703
190.000000	76.676
192.500000	76.648
195.000000	76.618
197.500000	76.587
200.000000	76.555
203.000000	76.518
206.000000	76.483
209.000000	76.451
212.000000	76.421
214.000000	76.402
218.000000	76.367
220.000000	76.351
224.000000	76.318
227.000000	76.294
230.000000	76.269
233.000000	76.245
236.000000	76.219
240.000000	76.186
243.000000	76.161
247.000000	76.129
250.000000	76.106
254.000000	76.077
258.000000	76.049
262.000000	76.022
265.000000	76.003
269.000000	75.979
272.000000	75.962
