* Measurement data measured by REW V5.20.5
* Source: /home/tm/Downloads/autoeq_in-ear.csv
* Format: Comma/Tab/Space delimited data
* Dated: Mar 2, 2022 2:10:37 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /home/tm/Downloads/autoeq_in-ear.csv Format: Comma/Tab/Space delimited data 695 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: autoeq_in-ear
* Smoothing: 1/48 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	59.860
20.299999	59.906
20.600000	59.939
20.900000	59.980
21.200001	59.999
21.400000	60.008
21.799999	60.020
22.000000	60.026
22.400000	60.030
22.700001	60.030
23.000000	60.021
23.299999	60.020
23.600000	60.020
24.000000	60.023
24.299999	60.025
24.700001	60.010
25.000000	60.010
25.400000	60.010
25.799999	60.004
26.200001	60.000
26.500000	59.997
26.900000	59.990
27.200001	59.990
27.600000	59.986
28.000000	59.980
28.500000	59.970
29.000000	59.955
29.500000	59.959
30.000000	59.950
30.400000	59.930
30.700001	59.928
31.100000	59.919
31.500000	59.921
32.000000	59.897
32.500000	59.890
33.000000	59.884
33.500000	59.869
34.000000	59.857
34.500000	59.842
35.000000	59.828
35.500000	59.813
36.000000	59.799
36.500000	59.785
37.000000	59.772
37.500000	59.758
38.200001	59.732
38.700001	59.724
39.500000	59.692
40.000000	59.680
40.599998	59.659
41.200001	59.648
41.799999	59.630
42.500000	59.616
43.099998	59.599
43.700001	59.575
44.400002	59.537
45.000000	59.510
45.500000	59.494
46.200001	59.468
46.799999	59.452
47.500000	59.421
48.200001	59.399
48.700001	59.367
49.400002	59.323
50.000000	59.279
50.799999	59.257
51.500000	59.218
52.200001	59.186
53.000000	59.152
53.799999	59.117
54.500000	59.086
55.200001	59.049
56.000000	59.015
57.000000	58.972
58.000000	58.930
59.000000	58.895
60.000000	58.859
60.799999	58.818
61.500000	58.775
62.200001	58.739
63.000000	58.700
64.000000	58.653
65.000000	58.611
66.000000	58.571
67.000000	58.525
68.000000	58.480
69.000000	58.437
70.000000	58.385
71.000000	58.351
72.000000	58.301
