20.291	54.229	166.047
20.586	54.231	165.680
20.885	54.235	164.965
21.189	54.236	164.226
21.497	54.232	163.515
21.810	54.226	162.824
22.127	54.218	162.144
22.449	54.211	161.474
22.776	54.205	160.816
23.107	54.203	160.163
23.443	54.203	159.503
23.784	54.204	158.826
24.130	54.203	158.136
24.481	54.199	157.442
24.837	54.192	156.758
25.198	54.182	156.096
25.565	54.172	155.454
25.937	54.164	154.825
26.314	54.157	154.193
26.697	54.150	153.546
27.085	54.141	152.882
27.479	54.128	152.208
27.879	54.112	151.534
28.284	54.094	150.868
28.696	54.076	150.208
29.113	54.059	149.544
29.537	54.044	148.866
29.966	54.029	148.165
30.402	54.011	147.444
30.844	53.992	146.713
31.293	53.970	145.982
31.748	53.947	145.253
32.210	53.923	144.525
32.678	53.899	143.798
33.154	53.873	143.076
33.636	53.845	142.363
34.125	53.818	141.656
34.621	53.791	140.945
35.125	53.763	140.219
35.636	53.732	139.480
36.154	53.698	138.737
36.680	53.661	137.998
37.214	53.624	137.259
37.755	53.587	136.512
38.304	53.550	135.757
38.861	53.514	134.992
39.427	53.479	134.214
40.000	53.445	133.419
40.582	53.410	132.612
41.172	53.373	131.810
41.771	53.336	131.025
42.379	53.301	130.255
42.995	53.268	129.482
43.620	53.233	128.700
44.255	53.193	127.916
44.898	53.148	127.152
45.552	53.101	126.418
46.214	53.054	125.703
46.886	53.010	124.976
47.568	52.968	124.205
48.260	52.924	123.380
48.962	52.876	122.516
49.674	52.824	121.633
50.397	52.770	120.741
51.130	52.717	119.851
51.874	52.666	118.965
52.628	52.615	118.083
53.394	52.564	117.210
54.170	52.511	116.363
54.958	52.457	115.537
55.758	52.402	114.719
56.569	52.344	113.904
57.391	52.282	113.096
58.226	52.220	112.285
59.073	52.159	111.456
59.932	52.098	110.601
60.804	52.039	109.720
61.688	51.982	108.810
62.586	51.924	107.879
63.496	51.864	106.944
64.420	51.798	106.030
65.357	51.728	105.146
66.307	51.654	104.291
67.272	51.576	103.459
68.250	51.498	102.629
69.243	51.418	101.791
70.250	51.340	100.950
71.272	51.266	100.099
72.309	51.198	99.228
73.360	51.133	98.339
74.427	51.069	97.432
75.510	51.004	96.509
76.608	50.936	95.571
77.723	50.862	94.629
78.853	50.784	93.696
80.000	50.702	92.783
81.164	50.618	91.897
82.344	50.531	91.038
83.542	50.438	90.221
84.757	50.341	89.452
85.990	50.245	88.697
87.241	50.151	87.909
88.510	50.060	87.070
89.797	49.974	86.188
91.103	49.898	85.251
92.428	49.826	84.267
93.773	49.749	83.309
95.137	49.670	82.402
96.520	49.585	81.510
97.924	49.495	80.617
99.349	49.403	79.711
100.794	49.309	78.790
102.260	49.215	77.874
103.747	49.119	76.990
105.256	49.023	76.156
106.787	48.927	75.358
108.340	48.834	74.565
109.916	48.745	73.746
111.515	48.655	72.884
113.137	48.562	71.978
114.783	48.467	71.029
116.452	48.369	70.042
118.146	48.269	69.046
119.865	48.162	68.135
121.608	48.062	67.383
123.377	47.973	66.689
125.171	47.883	65.982
126.992	47.792	65.254
128.839	47.702	64.497
130.713	47.616	63.720
132.615	47.528	62.958
134.543	47.438	62.223
136.500	47.343	61.491
138.486	47.243	60.702
140.500	47.139	59.846
142.544	47.036	58.972
144.617	46.939	58.113
146.721	46.847	57.287
148.855	46.757	56.490
151.020	46.667	55.697
153.217	46.579	54.895
155.445	46.495	54.094
157.706	46.416	53.300
160.000	46.341	52.519
162.327	46.273	51.759
164.688	46.216	51.009
167.084	46.163	50.238
169.514	46.101	49.448
171.980	46.013	48.673
174.481	45.890	47.953
177.019	45.741	47.319
179.594	45.586	46.775
182.206	45.444	46.271
184.856	45.318	45.753
187.545	45.202	45.204
190.273	45.089	44.617
193.041	44.978	43.999
195.849	44.865	43.365
198.697	44.752	42.714
201.587	44.640	42.055
204.520	44.531	41.406
207.494	44.425	40.778
210.512	44.319	40.177
213.574	44.213	39.609
216.681	44.107	39.067
219.833	44.002	38.537
223.030	43.891	38.016
226.274	43.776	37.508
229.565	43.664	37.020
232.905	43.556	36.566
236.292	43.450	36.160
239.729	43.344	35.810
243.216	43.230	35.504
246.754	43.112	35.237
250.343	42.996	34.984
253.984	42.882	34.739
257.678	42.769	34.534
261.426	42.653	34.376
265.229	42.533	34.251
269.087	42.412	34.170
273.001	42.297	34.162
276.972	42.190	34.222
281.000	42.090	34.339
285.088	41.996	34.512
289.234	41.909	34.737
293.441	41.829	35.000
297.710	41.759	35.280
302.040	41.701	35.556
306.433	41.656	35.845
310.890	41.625	36.197
315.412	41.606	36.671
320.000	41.597	37.315
324.655	41.595	38.075
329.377	41.597	38.841
334.168	41.603	39.559
339.028	41.617	40.241
343.959	41.632	40.897
348.962	41.648	41.514
354.038	41.666	42.103
359.188	41.686	42.669
364.412	41.707	43.207
369.713	41.725	43.714
375.090	41.741	44.193
380.546	41.754	44.652
386.081	41.763	45.099
391.697	41.771	45.533
397.395	41.779	45.968
403.175	41.783	46.405
409.039	41.784	46.846
414.989	41.786	47.295
421.025	41.787	47.732
427.149	41.790	48.163
433.362	41.793	48.608
439.665	41.794	49.071
446.060	41.793	49.551
452.548	41.793	50.029
459.131	41.795	50.509
465.809	41.797	51.018
472.584	41.797	51.543
479.458	41.794	52.063
486.432	41.791	52.584
493.507	41.786	53.115
500.686	41.784	53.675
507.968	41.782	54.261
515.357	41.780	54.863
522.853	41.779	55.475
530.458	41.778	56.106
538.174	41.774	56.754
546.002	41.770	57.401
553.943	41.770	58.057
562.001	41.770	58.738
570.175	41.770	59.461
578.469	41.769	60.197
586.883	41.769	60.908
595.419	41.770	61.637
604.080	41.775	62.419
612.866	41.782	63.244
621.780	41.790	64.066
630.824	41.799	64.875
640.000	41.809	65.685
649.309	41.820	66.530
658.753	41.832	67.403
668.335	41.846	68.279
678.056	41.862	69.188
