X,Y
20.000000,85.490578
20.299999,85.511887
20.600000,85.537163
20.900000,85.559059
21.200001,85.570396
21.400000,85.571167
21.799999,85.561203
22.000000,85.553680
22.400000,85.540482
22.700001,85.533295
23.000000,85.525482
23.299999,85.513763
23.600000,85.498871
24.000000,85.481537
24.299999,85.479652
24.700001,85.499344
25.000000,85.527061
25.400000,85.565849
25.799999,85.587364
26.200001,85.586121
26.500000,85.578407
26.900000,85.574371
27.200001,85.582680
27.600000,85.605553
28.000000,85.626099
28.500000,85.629074
29.000000,85.614990
29.500000,85.610580
30.000000,85.623627
30.400000,85.632164
30.700001,85.629433
31.100000,85.613235
31.500000,85.592255
32.000000,85.577576
32.500000,85.578575
33.000000,85.576767
33.500000,85.559235
34.000000,85.536972
34.500000,85.529716
35.000000,85.535522
35.500000,85.527901
36.000000,85.489670
36.500000,85.441177
37.000000,85.426987
37.500000,85.463821
38.200001,85.530663
38.700001,85.529114
39.500000,85.455994
40.000000,85.421829
40.599998,85.409538
41.200001,85.397766
41.799999,85.372482
42.500000,85.344330
43.099998,85.328903
43.700001,85.311829
44.400002,85.287285
45.000000,85.270348
45.500000,85.260323
46.200001,85.242508
46.799999,85.217697
47.500000,85.190742
48.200001,85.178848
48.700001,85.169960
49.400002,85.137825
50.000000,85.100433
50.799999,85.069855
51.500000,85.052429
52.200001,85.011505
53.000000,84.952782
53.799999,84.939049
54.500000,84.942574
55.200001,84.907356
56.000000,84.854301
57.000000,84.848923
58.000000,84.793190
59.000000,84.734962
60.000000,84.709930
60.799999,84.639946
61.500000,84.605057
62.200001,84.584114
63.000000,84.505089
64.000000,84.481560
65.000000,84.529396
66.000000,84.354858
67.000000,84.303406
68.000000,84.337196
69.000000,84.220497
70.000000,84.249367
71.000000,84.178490
72.000000,84.076172
73.000000,84.104141
74.000000,83.948776
75.000000,83.860832
76.199997,83.958244
77.500000,83.710213
78.800003,83.937126
80.000000,83.552628
81.199997,83.690414
82.500000,83.675903
83.800003,83.675346
85.000000,83.668503
86.199997,83.651749
87.500000,83.759087
88.500000,83.851440
90.000000,83.847420
91.199997,83.898193
92.500000,83.855499
93.800003,83.805603
95.000000,83.935921
96.199997,83.800270
97.500000,83.637619
98.800003,83.429749
100.000000,83.062218
101.500000,83.539452
103.000000,83.381058
104.400002,83.325394
106.000000,83.328178
107.500000,83.234406
109.000000,83.134315
110.599998,83.057487
112.000000,82.963455
113.800003,82.956284
115.000000,82.935997
